"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LORETO (000)",1293,39,719,346,165,24
"Conviviente (001)",622,5,288,229,92,8
"Separado(a) (002)",16,,2,6,8,
"Casado(a) (003)",134,,20,59,42,13
"Viudo(a) (004)",14,,2,3,6,3
"Soltero(a) (006)",507,34,407,49,17,
"Hombres (008)",1042,21,554,311,136,20
"Conviviente (009)",528,3,231,211,76,7
"Separado(a) (010)",14,,,6,8,
"Casado(a) (011)",110,,16,52,32,10
"Viudo(a) (012)",10,,,2,5,3
"Soltero(a) (014)",380,18,307,40,15,
"Mujeres (016)",251,18,165,35,29,4
"Conviviente (017)",94,2,57,18,16,1
"Separado(a) (018)",2,,2,,,
"Casado(a) (019)",24,,4,7,10,3
"Viudo(a) (020)",4,,2,1,1,
"Soltero(a) (022)",127,16,100,9,2,
,,,,,,
"AREA URBANA (024)",518,3,291,142,69,13
"Conviviente (025)",211,1,95,74,35,6
"Separado(a) (026)",9,,2,4,3,
"Casado(a) (027)",64,,7,29,22,6
"Viudo(a) (028)",3,,1,,1,1
"Soltero(a) (030)",231,2,186,35,8,
"Hombres (032)",399,1,210,118,59,11
"Conviviente (033)",165,1,67,64,27,6
"Separado(a) (034)",7,,,4,3,
"Casado(a) (035)",53,,5,24,20,4
"Viudo(a) (036)",2,,,,1,1
"Soltero(a) (038)",172,,138,26,8,
"Mujeres (040)",119,2,81,24,10,2
"Conviviente (041)",46,,28,10,8,
"Separado(a) (042)",2,,2,,,
"Casado(a) (043)",11,,2,5,2,2
"Viudo(a) (044)",1,,1,,,
"Soltero(a) (046)",59,2,48,9,,
,,,,,,
"AREA RURAL (048)",775,36,428,204,96,11
"Conviviente (049)",411,4,193,155,57,2
"Separado(a) (050)",7,,,2,5,
"Casado(a) (051)",70,,13,30,20,7
"Viudo(a) (052)",11,,1,3,5,2
"Soltero(a) (054)",276,32,221,14,9,
"Hombres (056)",643,20,344,193,77,9
"Conviviente (057)",363,2,164,147,49,1
"Separado(a) (058)",7,,,2,5,
"Casado(a) (059)",57,,11,28,12,6
"Viudo(a) (060)",8,,,2,4,2
"Soltero(a) (062)",208,18,169,14,7,
"Mujeres (064)",132,16,84,11,19,2
"Conviviente (065)",48,2,29,8,8,1
"Casado(a) (067)",13,,2,2,8,1
"Viudo(a) (068)",3,,1,1,1,
"Soltero(a) (070)",68,14,52,,2,
