"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",8,24,24,,100,,
"De 45 a 49 años (038)",7,27,26,,96.3,,
"De 50 y más años (039)",20,98,76,,77.6,,
"No PEA (040)",12797,29955,26791,485,89.4,1.6,
"De 12 a 14 años (041)",1791,3,2,,66.7,,
"De 15 a 19 años (042)",2149,200,195,61,97.5,30.5,
"De 20 a 24 años (043)",1414,874,847,132,96.9,15.1,
"De 25 a 29 años (044)",960,1489,1442,107,96.8,7.2,
"De 30 a 34 años (045)",875,1992,1918,88,96.3,4.4,
"De 35 a 39 años (046)",828,2583,2443,66,94.6,2.6,
"De 40 a 44 años (047)",739,2773,2613,25,94.2,0.9,
"De 45 a 49 años (048)",591,2695,2468,6,91.6,0.2,
"De 50 y más años (049)",3450,17346,14863,,85.7,,
,,,,,,,
"URBANA (060)",12557,29501,27203,422,92.2,1.4,
"De 12 a 14 años (061)",1061,5,4,,80,,
"De 15 a 19 años (062)",1554,152,151,40,99.3,26.3,
"De 20 a 24 años (063)",1430,823,801,104,97.3,12.6,
"De 25 a 29 años (064)",1129,1469,1426,92,97.1,6.3,
"De 30 a 34 años (065)",1111,2157,2093,97,97,4.5,
"De 35 a 39 años (066)",1105,2874,2772,64,96.5,2.2,
"De 40 a 44 años (067)",1014,3300,3138,23,95.1,0.7,
"De 45 a 49 años (068)",821,3067,2897,2,94.5,0.1,
"De 50 y más años (069)",3332,15654,13921,,88.9,,
"PEA (070)",5046,13219,12371,156,93.6,1.2,
"De 12 a 14 años (071)",42,2,2,,100,,
"De 15 a 19 años (072)",249,47,47,9,100,19.1,
"De 20 a 24 años (073)",550,334,326,31,97.6,9.3,
"De 25 a 29 años (074)",561,671,655,34,97.6,5.1,
"De 30 a 34 años (075)",594,1077,1046,43,97.1,4,
"De 35 a 39 años (076)",630,1535,1487,28,96.9,1.8,
"De 40 a 44 años (077)",591,1841,1736,11,94.3,0.6,
"De 45 a 49 años (078)",495,1718,1644,,95.7,,
"De 50 y más años (079)",1334,5994,5428,,90.6,,
"Ocupada (080)",4885,12987,12159,148,93.6,1.1,
"De 12 a 14 años (081)",40,2,2,,100,,
"De 15 a 19 años (082)",240,45,45,9,100,20,
"De 20 a 24 años (083)",504,319,311,28,97.5,8.8,
"De 25 a 29 años (084)",525,646,630,32,97.5,5,
"De 30 a 34 años (085)",572,1057,1027,42,97.2,4,
"De 35 a 39 años (086)",612,1487,1440,26,96.8,1.7,
"De 40 a 44 años (087)",585,1821,1716,11,94.2,0.6,
"De 45 a 49 años (088)",488,1691,1618,,95.7,,
"De 50 y más años (089)",1319,5919,5370,,90.7,,
"Desocupada (090)",161,232,212,8,91.4,3.4,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",9,2,2,,100,,
"De 20 a 24 años (093)",46,15,15,3,100,20,
"De 25 a 29 años (094)",36,25,25,2,100,8,
"De 30 a 34 años (095)",22,20,19,1,95,5,
"De 35 a 39 años (096)",18,48,47,2,97.9,4.2,
"De 40 a 44 años (097)",6,20,20,,100,,
"De 45 a 49 años (098)",7,27,26,,96.3,,
"De 50 y más años (099)",15,75,58,,77.3,,
"No PEA (100)",7511,16282,14832,266,91.1,1.6,
"De 12 a 14 años (101)",1019,3,2,,66.7,,
"De 15 a 19 años (102)",1305,105,104,31,99,29.5,
"De 20 a 24 años (103)",880,489,475,73,97.1,14.9,
"De 25 a 29 años (104)",568,798,771,58,96.6,7.3,
"De 30 a 34 años (105)",517,1080,1047,54,96.9,5,
"De 35 a 39 años (106)",475,1339,1285,36,96,2.7,
"De 40 a 44 años (107)",423,1459,1402,12,96.1,0.8,
"De 45 a 49 años (108)",326,1349,1253,2,92.9,0.1,
"De 50 y más años (109)",1998,9660,8493,,87.9,,
,,,,,,,
"RURAL (120)",8095,22600,19940,311,88.2,1.4,
"De 12 a 14 años (121)",799,,,,,,
"De 15 a 19 años (122)",973,122,118,36,96.7,29.5,
"De 20 a 24 años (123)",824,571,552,78,96.7,13.7,
"De 25 a 29 años (124)",714,1159,1123,67,96.9,5.8,
"De 30 a 34 años (125)",645,1543,1461,58,94.7,3.8,
"De 35 a 39 años (126)",671,2238,2102,47,93.9,2.1,
"De 40 a 44 años (127)",592,2348,2175,19,92.6,0.8,
"De 45 a 49 años (128)",531,2465,2264,6,91.8,0.2,
"De 50 y más años (129)",2346,12154,10145,,83.5,,
"PEA (130)",2809,8927,7981,91,89.4,1,
"De 12 a 14 años (131)",27,,,,,,
"De 15 a 19 años (132)",129,27,27,6,100,22.2,
"De 20 a 24 años (133)",290,186,180,18,96.8,9.7,
"De 25 a 29 años (134)",322,468,452,19,96.6,4.1,
"De 30 a 34 años (135)",287,631,590,23,93.5,3.6,
"De 35 a 39 años (136)",318,994,944,17,95,1.7,
"De 40 a 44 años (137)",276,1034,964,6,93.2,0.6,
"De 45 a 49 años (138)",266,1119,1049,2,93.7,0.2,
"De 50 y más años (139)",894,4468,3775,,84.5,,
"Ocupada (140)",2754,8867,7926,90,89.4,1,
"De 12 a 14 años (141)",25,,,,,,
"De 15 a 19 años (142)",119,26,26,6,100,23.1,
"De 20 a 24 años (143)",278,184,178,18,96.7,9.8,
"De 25 a 29 años (144)",313,459,443,19,96.5,4.1,
"De 30 a 34 años (145)",276,616,575,23,93.3,3.7,
"De 35 a 39 años (146)",314,988,938,16,94.9,1.6,
"De 40 a 44 años (147)",274,1030,960,6,93.2,0.6,
"De 45 a 49 años (148)",266,1119,1049,2,93.7,0.2,
"De 50 y más años (149)",889,4445,3757,,84.5,,
"Desocupada (150)",55,60,55,1,91.7,1.7,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",10,1,1,,100,,
"De 20 a 24 años (153)",12,2,2,,100,,
"De 25 a 29 años (154)",9,9,9,,100,,
"De 30 a 34 años (155)",11,15,15,,100,,
"De 35 a 39 años (156)",4,6,6,1,100,16.7,
"De 40 a 44 años (157)",2,4,4,,100,,
"De 50 y más años (159)",5,23,18,,78.3,,
"No PEA (160)",5286,13673,11959,220,87.5,1.6,
"De 12 a 14 años (161)",772,,,,,,
"De 15 a 19 años (162)",844,95,91,30,95.8,31.6,
"De 20 a 24 años (163)",534,385,372,60,96.6,15.6,
"De 25 a 29 años (164)",392,691,671,48,97.1,6.9,
"De 30 a 34 años (165)",358,912,871,35,95.5,3.8,
"De 35 a 39 años (166)",353,1244,1158,30,93.1,2.4,
"De 40 a 44 años (167)",316,1314,1211,13,92.2,1,
"De 45 a 49 años (168)",265,1346,1215,4,90.3,0.3,
"De 50 y más años (169)",1452,7686,6370,,82.9,,
