"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TOCACHE (000)",30224,4894,5927,14341,731,2958,635,738
"Agric., ganadería, caza y silvicultura (001)",17168,141,4065,10100,495,2367,,
"Pesca (002)",16,2,3,6,,5,,
"Explotación de minas y canteras (003)",9,1,7,1,,,,
"Industrias manufactureras (004)",1149,121,602,372,27,27,,
"Suministro de electricidad, gas y agua (005)",37,11,23,2,1,,,
"Construcción (006)",779,42,538,167,18,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2719,297,108,1862,111,341,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",376,35,86,225,18,12,,
"Comercio al por mayor (009)",138,24,4,76,14,20,,
"Comercio al por menor (010)",2205,238,18,1561,79,309,,
"Hoteles y restaurantes (011)",978,227,64,595,37,55,,
"Trans., almac. y comunicaciones (012)",1222,230,217,748,13,14,,
"Intermediación financiera (013)",42,40,1,1,,,,
"Activid.inmobil., empres. y alquileres (014)",432,314,27,85,5,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1326,1255,71,,,,,
"Enseñanza (016)",1316,1283,,32,,1,,
"Servicios sociales y de salud (017)",284,226,2,49,4,3,,
"Otras activ. serv.comun.soc y personales (018)",642,431,55,138,5,13,,
"Hogares privados con servicio doméstico (019)",635,,,,,,635,
"Actividad economica no especificada (021)",732,273,144,183,15,117,,
"Desocupado (022)",738,,,,,,,738
"Hombres (023)",23625,3317,5396,11877,607,1803,32,593
"Agric., ganadería, caza y silvicultura (024)",15276,130,3737,9341,458,1610,,
"Pesca (025)",16,2,3,6,,5,,
"Explotación de minas y canteras (026)",9,1,7,1,,,,
"Industrias manufactureras (027)",973,101,549,276,26,21,,
"Suministro de electricidad, gas y agua (028)",32,7,22,2,1,,,
"Construcción (029)",760,38,525,166,18,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1443,159,103,1027,62,92,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",342,25,82,209,18,8,,
"Comercio al por mayor (032)",76,11,4,53,5,3,,
"Comercio al por menor (033)",1025,123,17,765,39,81,,
"Hoteles y restaurantes (034)",198,59,14,102,12,11,,
"Trans., almac. y comunicaciones (035)",1161,191,215,729,13,13,,
"Intermediación financiera (036)",34,32,1,1,,,,
"Activid.inmobil., empres. y alquileres (037)",348,247,26,71,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1189,1122,67,,,,,
"Enseñanza (039)",677,661,,15,,1,,
"Servicios sociales y de salud (040)",139,102,1,32,4,,,
"Otras activ. serv.comun.soc y personales (041)",470,374,38,48,2,8,,
"Hogares privados con servicio doméstico (042)",32,,,,,,32,
"Actividad economica no especificada (044)",275,91,88,60,7,29,,
"Desocupado (045)",593,,,,,,,593
"Mujeres (046)",6599,1577,531,2464,124,1155,603,145
"Agric., ganadería, caza y silvicultura (047)",1892,11,328,759,37,757,,
"Industrias manufactureras (050)",176,20,53,96,1,6,,
"Suministro de electricidad, gas y agua (051)",5,4,1,,,,,
"Construcción (052)",19,4,13,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1276,138,5,835,49,249,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",34,10,4,16,,4,,
"Comercio al por mayor (055)",62,13,,23,9,17,,
"Comercio al por menor (056)",1180,115,1,796,40,228,,
"Hoteles y restaurantes (057)",780,168,50,493,25,44,,
"Trans., almac. y comunicaciones (058)",61,39,2,19,,1,,
"Intermediación financiera (059)",8,8,,,,,,
"Activid.inmobil., empres. y alquileres (060)",84,67,1,14,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",137,133,4,,,,,
"Enseñanza (062)",639,622,,17,,,,
"Servicios sociales y de salud (063)",145,124,1,17,,3,,
"Otras activ. serv.comun.soc y personales (064)",172,57,17,90,3,5,,
"Hogares privados con servicio doméstico (065)",603,,,,,,603,
"Actividad economica no especificada (067)",457,182,56,123,8,88,,
"Desocupado (068)",145,,,,,,,145
,,,,,,,,
"URBANA (069)",15501,4308,2324,6500,384,1115,439,431
"Agric., ganadería, caza y silvicultura (070)",4848,89,984,2947,173,655,,
"Pesca (071)",13,2,3,3,,5,,
"Explotación de minas y canteras (072)",3,1,2,,,,,
"Industrias manufactureras (073)",864,81,429,315,20,19,,
"Suministro de electricidad, gas y agua (074)",28,11,14,2,1,,,
"Construcción (075)",569,37,374,135,17,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2379,271,93,1594,107,314,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",336,31,73,203,18,11,,
"Comercio al por mayor (078)",121,20,3,68,12,18,,
"Comercio al por menor (079)",1922,220,17,1323,77,285,,
"Hoteles y restaurantes (080)",826,208,49,506,27,36,,
"Trans., almac. y comunicaciones (081)",960,210,144,582,13,11,,
"Intermediación financiera (082)",38,36,1,1,,,,
"Activid.inmobil., empres. y alquileres (083)",342,239,19,78,5,1,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1268,1213,55,,,,,
"Enseñanza (085)",1110,1082,,28,,,,
"Servicios sociales y de salud (086)",243,188,2,46,4,3,,
"Otras activ. serv.comun.soc y personales (087)",599,412,45,125,5,12,,
"Hogares privados con servicio doméstico (088)",439,,,,,,439,
"Actividad economica no especificada (090)",541,228,110,138,12,53,,
"Desocupado (091)",431,,,,,,,431
"Hombres (092)",10990,2928,2065,4757,290,596,23,331
"Agric., ganadería, caza y silvicultura (093)",4199,83,877,2643,155,441,,
"Pesca (094)",13,2,3,3,,5,,
"Explotación de minas y canteras (095)",3,1,2,,,,,
"Industrias manufactureras (096)",706,63,383,227,19,14,,
"Suministro de electricidad, gas y agua (097)",24,7,14,2,1,,,
"Construcción (098)",559,33,370,134,17,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1269,143,88,893,60,85,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",308,21,69,192,18,8,,
"Comercio al por mayor (101)",64,8,3,46,4,3,,
"Comercio al por menor (102)",897,114,16,655,38,74,,
"Hoteles y restaurantes (103)",173,56,11,89,8,9,,
"Trans., almac. y comunicaciones (104)",905,173,142,566,13,11,,
"Intermediación financiera (105)",30,28,1,1,,,,
"Activid.inmobil., empres. y alquileres (106)",269,183,18,64,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",1138,1086,52,,,,,
"Enseñanza (108)",559,545,,14,,,,
"Servicios sociales y de salud (109)",121,86,1,30,4,,,
"Otras activ. serv.comun.soc y personales (110)",441,359,33,40,2,7,,
"Hogares privados con servicio doméstico (111)",23,,,,,,23,
"Actividad economica no especificada (113)",227,80,70,51,7,19,,
"Desocupado (114)",331,,,,,,,331
"Mujeres (115)",4511,1380,259,1743,94,519,416,100
"Agric., ganadería, caza y silvicultura (116)",649,6,107,304,18,214,,
