"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTABAMBA (000)",4294,4225,1004,426,452,408,790,602,354,189,69,15038
"De 12 a 14 años (001)",428,424,421,3,,,,,,,4,3
"De 15 a 19 años (002)",433,426,348,69,8,1,,,,,7,88
"De 20 a 24 años (003)",351,330,61,122,106,30,9,2,,,21,473
"De 25 a 29 años (004)",340,328,28,77,106,62,51,4,,,12,714
"De 30 a 34 años (005)",341,336,13,41,66,96,94,23,3,,5,1045
"De 35 a 39 años (006)",350,347,11,20,34,40,154,66,22,,3,1504
"De 40 a 44 años (007)",306,305,13,11,20,31,95,78,45,12,1,1568
"De 45 a 49 años (008)",299,296,11,7,25,20,65,88,60,20,3,1697
"De 50 y más años (009)",1446,1433,98,76,87,128,322,341,224,157,13,7946
"Sin nivel (010)",1237,1228,102,60,90,114,259,279,199,125,9,6625
"De 12 a 14 años (011)",5,5,5,,,,,,,,,
"De 15 a 19 años (012)",11,11,9,1,1,,,,,,,3
"De 20 a 24 años (013)",32,31,7,4,7,8,5,,,,1,62
"De 25 a 29 años (014)",29,29,2,5,9,2,11,,,,,76
"De 30 a 34 años (015)",45,45,2,1,6,11,16,9,,,,176
"De 35 a 39 años (016)",58,58,3,3,2,4,20,18,8,,,295
"De 40 a 44 años (017)",75,74,2,3,4,3,14,18,21,9,1,472
"De 45 a 49 años (018)",90,90,5,2,3,6,8,24,29,13,,604
"De 50 y más años (019)",892,885,67,41,58,80,185,210,141,103,7,4937
"Educacion Inicial (020)",5,5,1,,1,,3,,,,,15
"De 20 a 24 años (023)",1,1,1,,,,,,,,,
"De 25 a 29 años (024)",2,2,,,1,,1,,,,,6
"De 30 a 34 años (025)",1,1,,,,,1,,,,,4
