"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",151,13,51,41,36,10
"Industrias manufactureras (049)",33,,3,13,13,4
"Construcción (051)",3,,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",84,2,16,32,28,6
"Comercio al por mayor (054)",8,,2,3,3,
"Comercio al por menor (055)",76,2,14,29,25,6
"Hoteles y restaurantes (056)",80,2,26,27,23,2
"Trans., almac. y comunicaciones (057)",11,,7,2,1,1
"Activid.inmobil., empres. y alquileres (059)",7,,3,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",27,,11,11,5,
"Enseñanza (061)",165,,35,106,24,
"Servicios sociales y de salud (062)",23,,10,10,3,
"Otras activ. serv.comun.soc y personales (063)",21,,5,8,8,
"Hogares privados con servicio doméstico (064)",92,7,40,23,16,6
"Actividad economica no especificada (066)",103,,39,30,22,12
,,,,,,
"URBANA (067)",1670,32,423,629,487,99
"Agric., ganadería, caza y silvicultura (068)",574,19,140,167,193,55
"Explotación de minas y canteras (070)",5,,1,4,,
"Industrias manufactureras (071)",85,2,21,30,24,8
"Suministro de electricidad, gas y agua (072)",1,,,1,,
"Construcción (073)",130,2,43,46,34,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",125,3,29,41,38,14
"Venta, mant.y rep. veh.autom.y motoc. (075)",4,,3,1,,
"Comercio al por mayor (076)",10,,3,3,4,
"Comercio al por menor (077)",111,3,23,37,34,14
"Hoteles y restaurantes (078)",55,1,13,23,17,1
"Trans., almac. y comunicaciones (079)",43,,19,14,9,1
"Intermediación financiera (080)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (081)",26,,8,8,10,
"Admin.pub. y defensa; p. segur.soc.afil (082)",117,,32,51,31,3
"Enseñanza (083)",282,,37,172,73,
"Servicios sociales y de salud (084)",41,,18,15,7,1
"Otras activ. serv.comun.soc y personales (085)",33,,8,15,10,
"Hogares privados con servicio doméstico (086)",73,5,33,18,11,6
"Actividad economica no especificada (088)",78,,21,23,29,5
"Hombres (089)",1172,19,285,423,364,81
"Agric., ganadería, caza y silvicultura (090)",535,14,126,160,182,53
"Explotación de minas y canteras (092)",5,,1,4,,
"Industrias manufactureras (093)",61,2,19,22,14,4
"Suministro de electricidad, gas y agua (094)",1,,,1,,
"Construcción (095)",127,2,43,44,33,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",60,1,18,18,15,8
"Venta, mant.y rep. veh.autom.y motoc. (097)",4,,3,1,,
"Comercio al por mayor (098)",2,,1,,1,
"Comercio al por menor (099)",54,1,14,17,14,8
"Hoteles y restaurantes (100)",7,,1,4,2,
"Trans., almac. y comunicaciones (101)",33,,12,12,8,1
"Intermediación financiera (102)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (103)",20,,5,6,9,
"Admin.pub. y defensa; p. segur.soc.afil (104)",91,,22,40,26,3
"Enseñanza (105)",152,,15,85,52,
"Servicios sociales y de salud (106)",19,,8,6,4,1
"Otras activ. serv.comun.soc y personales (107)",14,,5,7,2,
"Hogares privados con servicio doméstico (108)",5,,1,2,,2
"Actividad economica no especificada (110)",40,,9,11,16,4
"Mujeres (112)",498,13,138,206,123,18
"Agric., ganadería, caza y silvicultura (113)",39,5,14,7,11,2
"Industrias manufactureras (116)",24,,2,8,10,4
"Construcción (118)",3,,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",65,2,11,23,23,6
"Comercio al por mayor (121)",8,,2,3,3,
"Comercio al por menor (122)",57,2,9,20,20,6
"Hoteles y restaurantes (123)",48,1,12,19,15,1
"Trans., almac. y comunicaciones (124)",10,,7,2,1,
"Activid.inmobil., empres. y alquileres (126)",6,,3,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",26,,10,11,5,
"Enseñanza (128)",130,,22,87,21,
"Servicios sociales y de salud (129)",22,,10,9,3,
"Otras activ. serv.comun.soc y personales (130)",19,,3,8,8,
"Hogares privados con servicio doméstico (131)",68,5,32,16,11,4
"Actividad economica no especificada (133)",38,,12,12,13,1
,,,,,,
"RURAL (134)",2586,102,881,797,587,219
"Agric., ganadería, caza y silvicultura (135)",2067,91,705,613,481,177
"Explotación de minas y canteras (137)",14,,9,2,3,
"Industrias manufactureras (138)",36,,4,21,8,3
"Construcción (140)",94,4,31,33,19,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",52,1,15,19,13,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,1,,,
"Comercio al por mayor (143)",2,,1,1,,
"Comercio al por menor (144)",49,1,13,18,13,4
"Hoteles y restaurantes (145)",33,1,14,8,8,2
"Trans., almac. y comunicaciones (146)",11,,6,3,1,1
"Activid.inmobil., empres. y alquileres (148)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",5,,3,1,1,
"Enseñanza (150)",84,,31,39,14,
"Servicios sociales y de salud (151)",4,,2,1,1,
"Otras activ. serv.comun.soc y personales (152)",3,,2,,,1
"Hogares privados con servicio doméstico (153)",32,3,12,7,8,2
"Actividad economica no especificada (155)",149,2,47,49,29,22
"Hombres (156)",2284,91,773,695,529,196
"Agric., ganadería, caza y silvicultura (157)",1955,83,668,579,456,169
"Explotación de minas y canteras (159)",14,,9,2,3,
"Industrias manufactureras (160)",27,,3,16,5,3
"Construcción (162)",94,4,31,33,19,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",33,1,10,10,8,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,1,,,
"Comercio al por mayor (165)",2,,1,1,,
"Comercio al por menor (166)",30,1,8,9,8,4
"Hoteles y restaurantes (167)",1,,,,,1
"Trans., almac. y comunicaciones (168)",10,,6,3,1,
"Activid.inmobil., empres. y alquileres (170)",1,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",4,,2,1,1,
"Enseñanza (172)",49,,18,20,11,
"Servicios sociales y de salud (173)",3,,2,,1,
"Otras activ. serv.comun.soc y personales (174)",1,,,,,1
"Hogares privados con servicio doméstico (175)",8,1,4,,3,
"Actividad economica no especificada (177)",84,2,20,31,20,11
"Mujeres (179)",302,11,108,102,58,23
"Agric., ganadería, caza y silvicultura (180)",112,8,37,34,25,8
"Industrias manufactureras (183)",9,,1,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",19,,5,9,5,
"Comercio al por menor (189)",19,,5,9,5,
"Hoteles y restaurantes (190)",32,1,14,8,8,1
"Trans., almac. y comunicaciones (191)",1,,,,,1
"Activid.inmobil., empres. y alquileres (193)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",1,,1,,,
"Enseñanza (195)",35,,13,19,3,
"Servicios sociales y de salud (196)",1,,,1,,
"Otras activ. serv.comun.soc y personales (197)",2,,2,,,
"Hogares privados con servicio doméstico (198)",24,2,8,7,5,2
"Actividad economica no especificada (200)",65,,27,18,9,11
