"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia POMABAMBA (000)",7087,30,182,425,745,1296,2772,1637
"De 12 a 14 años (001)",5,,,,,,,5
"De 15 a 19 años (002)",151,,,,,,94,57
"De 20 a 24 años (003)",714,,,,,1,436,277
"De 25 a 29 años (004)",823,,,,,28,582,213
"De 30 a 34 años (005)",759,,,,,94,527,138
"De 35 a 39 años (006)",801,,,,5,184,507,105
"De 40 a 44 años (007)",746,,,,15,244,391,96
"De 45 a 49 años (008)",602,,,,49,292,185,76
"De 50 y más años (009)",2486,30,182,425,676,453,50,670
"Conviviente (010)",2721,2,28,49,118,369,1603,552
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",99,,,,,,58,41
"De 20 a 24 años (013)",453,,,,,,318,135
"De 25 a 29 años (014)",519,,,,,12,401,106
"De 30 a 34 años (015)",424,,,,,40,328,56
"De 35 a 39 años (016)",354,,,,1,65,244,44
"De 40 a 44 años (017)",260,,,,4,63,167,26
"De 45 a 49 años (018)",185,,,,8,79,70,28
"De 50 y más años (019)",424,2,28,49,105,110,17,113
"Separado(a) (020)",463,,2,13,33,84,192,139
"De 15 a 19 años (022)",30,,,,,,23,7
"De 20 a 24 años (023)",71,,,,,,47,24
"De 25 a 29 años (024)",73,,,,,4,46,23
"De 30 a 34 años (025)",68,,,,,16,27,25
"De 35 a 39 años (026)",50,,,,,15,26,9
"De 40 a 44 años (027)",42,,,,2,18,15,7
"De 45 a 49 años (028)",31,,,,4,18,4,5
"De 50 y más años (029)",98,,2,13,27,13,4,39
"Casado(a) (030)",2500,4,51,155,407,664,807,412
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",7,,,,,,3,4
"De 20 a 24 años (033)",50,,,,,,36,14
"De 25 a 29 años (034)",119,,,,,8,92,19
"De 30 a 34 años (035)",201,,,,,24,151,26
"De 35 a 39 años (036)",325,,,,1,85,210,29
"De 40 a 44 años (037)",365,,,,7,132,188,38
"De 45 a 49 años (038)",309,,,,31,151,101,26
"De 50 y más años (039)",1122,4,51,155,368,264,26,254
"Viudo(a) (040)",895,22,93,198,173,116,43,250
"De 20 a 24 años (043)",5,,,,,,4,1
"De 25 a 29 años (044)",4,,,,,,3,1
"De 30 a 34 años (045)",9,,,,,2,5,2
"De 35 a 39 años (046)",23,,,,,9,12,2
"De 40 a 44 años (047)",40,,,,,18,9,13
"De 45 a 49 años (048)",48,,,,3,29,7,9
"De 50 y más años (049)",766,22,93,198,170,58,3,222
"Divorciado(a) (050)",25,,3,2,1,6,6,7
"De 20 a 24 años (053)",1,,,,,,1,
"De 30 a 34 años (055)",3,,,,,,2,1
