"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PATAZ (000)",72021,4211,10037,10645,7335,12075,10302,12900,4516
"Sabe leer y escribir (001)",53944,,5927,10328,7013,10950,8825,9002,1899
"No sabe leer y escribir (002)",18077,4211,4110,317,322,1125,1477,3898,2617
"Hombres (004)",38322,2153,5155,5423,3887,6861,5802,6916,2125
"Sabe leer y escribir (005)",31164,,3055,5286,3746,6533,5414,5821,1309
"No sabe leer y escribir (006)",7158,2153,2100,137,141,328,388,1095,816
"Mujeres (008)",33699,2058,4882,5222,3448,5214,4500,5984,2391
"Sabe leer y escribir (009)",22780,,2872,5042,3267,4417,3411,3181,590
"No sabe leer y escribir (010)",10919,2058,2010,180,181,797,1089,2803,1801
,,,,,,,,,
"URBANA (012)",19080,915,2245,2584,2021,3699,3146,3461,1009
"Sabe leer y escribir (013)",16373,,1668,2540,1986,3569,2991,3004,615
"No sabe leer y escribir (014)",2707,915,577,44,35,130,155,457,394
"Hombres (016)",10112,472,1114,1307,1074,2065,1751,1868,461
"Sabe leer y escribir (017)",9041,,831,1288,1055,2028,1721,1758,360
"No sabe leer y escribir (018)",1071,472,283,19,19,37,30,110,101
"Mujeres (020)",8968,443,1131,1277,947,1634,1395,1593,548
"Sabe leer y escribir (021)",7332,,837,1252,931,1541,1270,1246,255
"No sabe leer y escribir (022)",1636,443,294,25,16,93,125,347,293
,,,,,,,,,
"RURAL (024)",52941,3296,7792,8061,5314,8376,7156,9439,3507
"Sabe leer y escribir (025)",37571,,4259,7788,5027,7381,5834,5998,1284
"No sabe leer y escribir (026)",15370,3296,3533,273,287,995,1322,3441,2223
"Hombres (028)",28210,1681,4041,4116,2813,4796,4051,5048,1664
"Sabe leer y escribir (029)",22123,,2224,3998,2691,4505,3693,4063,949
"No sabe leer y escribir (030)",6087,1681,1817,118,122,291,358,985,715
"Mujeres (032)",24731,1615,3751,3945,2501,3580,3105,4391,1843
"Sabe leer y escribir (033)",15448,,2035,3790,2336,2876,2141,1935,335
"No sabe leer y escribir (034)",9283,1615,1716,155,165,704,964,2456,1508
