"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3092,46,135,245,324,550,949,843
"De 12 a 14 años (001)",5,,,,,,,5
"De 15 a 19 años (002)",63,,,,,,45,18
"De 20 a 24 años (003)",261,,,,,1,164,96
"De 25 a 29 años (004)",297,,,,,8,199,90
"De 30 a 34 años (005)",282,,,,,37,184,61
"De 35 a 39 años (006)",308,,,,,74,170,64
"De 40 a 44 años (007)",317,,,,6,137,121,53
"De 45 a 49 años (008)",247,,,1,32,129,53,32
"De 50 y más años (009)",1312,46,135,244,286,164,13,424
"Conviviente (010)",892,1,10,16,38,135,487,205
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",32,,,,,,22,10
"De 20 a 24 años (013)",147,,,,,,103,44
"De 25 a 29 años (014)",168,,,,,4,120,44
"De 30 a 34 años (015)",143,,,,,15,107,21
"De 35 a 39 años (016)",131,,,,,24,84,23
"De 40 a 44 años (017)",89,,,,1,43,33,12
"De 45 a 49 años (018)",60,,,,6,27,17,10
"De 50 y más años (019)",119,1,10,16,31,22,1,38
"Separado(a) (020)",149,2,5,18,17,35,36,36
"De 15 a 19 años (022)",4,,,,,,4,
"De 20 a 24 años (023)",7,,,,,1,3,3
"De 25 a 29 años (024)",7,,,,,,5,2
"De 30 a 34 años (025)",16,,,,,3,13,
"De 35 a 39 años (026)",15,,,,,7,8,
"De 40 a 44 años (027)",17,,,,1,9,1,6
"De 45 a 49 años (028)",18,,,,3,10,2,3
"De 50 y más años (029)",65,2,5,18,13,5,,22
"Casado(a) (030)",1261,12,57,123,192,319,289,269
"De 15 a 19 años (032)",4,,,,,,2,2
"De 20 a 24 años (033)",29,,,,,,17,12
"De 25 a 29 años (034)",53,,,,,2,44,7
"De 30 a 34 años (035)",74,,,,,8,49,17
"De 35 a 39 años (036)",133,,,,,38,69,26
"De 40 a 44 años (037)",167,,,,3,76,72,16
"De 45 a 49 años (038)",128,,,1,15,75,28,9
"De 50 y más años (039)",673,12,57,122,174,120,8,180
"Viudo(a) (040)",408,26,55,76,53,28,17,153
"De 20 a 24 años (043)",1,,,,,,,1
"De 25 a 29 años (044)",3,,,,,,3,
"De 30 a 34 años (045)",1,,,,,1,,
"De 35 a 39 años (046)",2,,,,,,1,1
"De 40 a 44 años (047)",10,,,,,1,5,4
"De 45 a 49 años (048)",20,,,,3,10,4,3
"De 50 y más años (049)",371,26,55,76,50,16,4,144
"Divorciado(a) (050)",17,,2,2,5,4,2,2
"De 30 a 34 años (055)",1,,,,,,1,
"De 40 a 44 años (057)",4,,,,,2,1,1
"De 45 a 49 años (058)",2,,,,,2,,
