"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia UCAYALI (000)",20519,2745,3427,9563,599,3065,427,693
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,24,,,5,,,
"Profes., científicos e intelectuales (002)",1545,1453,,82,1,9,,
"Técnicos de nivel medio y trab. asimilados (003)",349,211,,104,29,5,,
"Jefes y empleados de oficina (004)",356,353,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1523,246,24,1016,57,180,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7264,2,2,6856,402,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",878,,368,459,35,16,,
"Obreros construc.,conf.,papel, fab., instr. (008)",797,56,262,432,23,24,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",6405,180,2630,379,18,2771,427,
"Otra (010)",70,70,,,,,,
"Ocupación no especificada (011)",610,150,141,233,29,57,,
"Desocupado (012)",693,,,,,,,693
"Hombres (013)",14547,1648,2714,7659,477,1462,35,552
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",25,21,,,4,,,
"Profes., científicos e intelectuales (015)",835,778,,50,1,6,,
"Técnicos de nivel medio y trab. asimilados (016)",252,145,,79,24,4,,
"Jefes y empleados de oficina (017)",222,220,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",758,149,7,528,38,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6489,2,2,6133,351,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",673,,342,292,32,7,,
"Obreros construc.,conf.,papel, fab., instr. (021)",632,55,248,292,20,17,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3704,115,2017,165,2,1370,35,
"Otra (023)",69,69,,,,,,
"Ocupación no especificada (024)",336,94,98,118,5,21,,
"Desocupado (025)",552,,,,,,,552
"Mujeres (026)",5972,1097,713,1904,122,1603,392,141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,3,,,1,,,
"Profes., científicos e intelectuales (028)",710,675,,32,,3,,
"Técnicos de nivel medio y trab. asimilados (029)",97,66,,25,5,1,,
"Jefes y empleados de oficina (030)",134,133,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",765,97,17,488,19,144,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",775,,,723,51,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",205,,26,167,3,9,,
"Obreros construc.,conf.,papel, fab., instr. (034)",165,1,14,140,3,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2701,65,613,214,16,1401,392,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",274,56,43,115,24,36,,
"Desocupado (038)",141,,,,,,,141
,,,,,,,,
"URBANA (039)",11635,2197,1803,5170,266,1479,290,430
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",18,15,,,3,,,
"Profes., científicos e intelectuales (041)",1100,1013,,77,1,9,,
"Técnicos de nivel medio y trab. asimilados (042)",297,175,,94,24,4,,
"Jefes y empleados de oficina (043)",343,340,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1263,238,10,831,40,144,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3245,1,1,3100,141,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",590,,243,323,18,6,,
"Obreros construc.,conf.,papel, fab., instr. (047)",589,53,220,271,22,23,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",3261,153,1215,334,16,1253,290,
"Otra (049)",70,70,,,,,,
"Ocupación no especificada (050)",429,139,114,138,1,37,,
"Desocupado (051)",430,,,,,,,430
"Hombres (052)",7951,1323,1498,3927,202,666,26,309
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",16,13,,,3,,,
"Profes., científicos e intelectuales (054)",589,534,,48,1,6,,
"Técnicos de nivel medio y trab. asimilados (055)",209,117,,70,19,3,,
"Jefes y empleados de oficina (056)",212,210,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",605,144,5,399,24,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2812,1,1,2693,116,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",499,,234,244,16,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",563,52,215,260,20,16,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1816,97,964,142,2,585,26,
"Otra (062)",69,69,,,,,,
"Ocupación no especificada (063)",252,86,79,69,1,17,,
"Desocupado (064)",309,,,,,,,309
"Mujeres (065)",3684,874,305,1243,64,813,264,121
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",511,479,,29,,3,,
"Técnicos de nivel medio y trab. asimilados (068)",88,58,,24,5,1,,
"Jefes y empleados de oficina (069)",131,130,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",658,94,5,432,16,111,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",433,,,407,25,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",91,,9,79,2,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",26,1,5,11,2,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1445,56,251,192,14,668,264,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",177,53,35,69,,20,,
"Desocupado (077)",121,,,,,,,121
,,,,,,,,
"RURAL (078)",8884,548,1624,4393,333,1586,137,263
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",11,9,,,2,,,
"Profes., científicos e intelectuales (080)",445,440,,5,,,,
"Técnicos de nivel medio y trab. asimilados (081)",52,36,,10,5,1,,
"Jefes y empleados de oficina (082)",13,13,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",260,8,14,185,17,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4019,1,1,3756,261,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",288,,125,136,17,10,,
"Obreros construc.,conf.,papel, fab., instr. (086)",208,3,42,161,1,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",3144,27,1415,45,2,1518,137,
"Ocupación no especificada (089)",181,11,27,95,28,20,,
"Desocupado (090)",263,,,,,,,263
"Hombres (091)",6596,325,1216,3732,275,796,9,243
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,8,,,1,,,
"Profes., científicos e intelectuales (093)",246,244,,2,,,,
"Técnicos de nivel medio y trab. asimilados (094)",43,28,,9,5,1,,
"Jefes y empleados de oficina (095)",10,10,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",153,5,2,129,14,3,,
