"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANTA (000)",32266,31494,9556,4136,3597,3035,4770,3263,1922,1215,772,92304
"De 12 a 14 años (001)",3808,3791,3770,17,4,,,,,,17,25
"De 15 a 19 años (002)",4494,4425,3550,748,106,16,5,,,,69,1028
"De 20 a 24 años (003)",3786,3510,1090,1340,767,237,69,7,,,276,3916
"De 25 a 29 años (004)",3329,3150,362,758,888,663,425,46,8,,179,6680
"De 30 a 34 años (005)",2997,2938,156,421,585,614,862,256,36,8,59,9225
"De 35 a 39 años (006)",2605,2560,98,223,375,462,794,454,130,24,45,10144
"De 40 a 44 años (007)",2372,2349,95,140,236,263,681,540,286,108,23,11513
"De 45 a 49 años (008)",1937,1928,65,101,174,188,472,473,306,149,9,10382
"De 50 y más años (009)",6938,6843,370,388,462,592,1462,1487,1156,926,95,39391
"Sin nivel (010)",8456,8342,501,478,641,771,2006,1850,1229,866,114,45036
"De 12 a 14 años (011)",37,37,36,,1,,,,,,,2
"De 15 a 19 años (012)",76,76,52,15,4,3,2,,,,,40
"De 20 a 24 años (013)",143,133,26,30,42,21,13,1,,,10,238
"De 25 a 29 años (014)",305,294,7,26,71,72,98,18,2,,11,931
"De 30 a 34 años (015)",582,570,21,39,72,94,220,105,14,5,12,2291
"De 35 a 39 años (016)",755,746,25,33,49,89,268,204,68,10,9,3599
"De 40 a 44 años (017)",970,961,32,41,50,73,246,274,177,68,9,5464
"De 45 a 49 años (018)",911,908,31,45,65,58,201,241,168,99,3,5302
"De 50 y más años (019)",4677,4617,271,249,287,361,958,1007,800,684,60,27169
"Educacion Inicial (020)",55,54,16,3,8,9,13,2,2,1,1,143
"De 12 a 14 años (021)",5,4,4,,,,,,,,1,
