"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",33372,2094,38,15421,10411,1164,1749,737,1758
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",49,,,1,6,3,19,2,18
"Profes., científicos e intelectuales (002)",2333,,,,105,175,665,230,1158
"Técnicos de nivel medio ytrab.asimilados (003)",928,,,34,209,153,329,75,128
"Jefes y empleados de oficina (004)",842,,,7,321,118,181,78,137
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",3343,62,3,1041,1691,185,165,102,94
"Agricult.trabaj. calif.agrop. y pesquros (006)",9802,921,4,6517,2141,74,63,32,50
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1343,9,1,367,752,78,71,30,35
"Obreros. construc., conf., papel, fab., instr (008)",2305,6,,496,1448,141,89,76,49
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",11280,1044,30,6570,3283,157,92,69,35
"Otra (010)",72,,,,18,20,24,4,6
"Ocupación no especificada (011)",1075,52,,388,437,60,51,39,48
"Hombres (012)",23727,1310,23,11277,7688,811,1003,508,1107
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",36,,,1,5,2,15,1,12
"Profes., científicos e intelectuales (014)",1387,,,,54,116,362,144,711
"Técnicos de nivel medio ytrab.asimilados (015)",631,,,19,153,133,187,58,81
"Jefes y empleados de oficina (016)",394,,,4,186,44,57,39,64
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",1438,13,1,357,785,86,84,60,52
"Agricult.trabaj. calif.agrop. y pesquros (018)",8983,761,4,6013,1999,69,59,31,47
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1115,5,1,300,631,66,56,25,31
"Obreros. construc., conf., papel, fab., instr (020)",2255,5,,485,1421,136,87,73,48
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",6774,509,17,3882,2153,97,47,50,19
"Otra (022)",70,,,,16,20,24,4,6
"Ocupación no especificada (023)",644,17,,216,285,42,25,23,36
"Mujeres (024)",9645,784,15,4144,2723,353,746,229,651
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",13,,,,1,1,4,1,6
"Profes., científicos e intelectuales (026)",946,,,,51,59,303,86,447
"Técnicos de nivel medio ytrab.asimilados (027)",297,,,15,56,20,142,17,47
"Jefes y empleados de oficina (028)",448,,,3,135,74,124,39,73
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1905,49,2,684,906,99,81,42,42
"Agricult.trabaj. calif.agrop. y pesquros (030)",819,160,,504,142,5,4,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",228,4,,67,121,12,15,5,4
"Obreros. construc., conf., papel, fab., instr (032)",50,1,,11,27,5,2,3,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",4506,535,13,2688,1130,60,45,19,16
"Otra (034)",2,,,,2,,,,
"Ocupación no especificada (035)",431,35,,172,152,18,26,16,12
,,,,,,,,,
"URBANA (036)",21840,549,26,7974,8288,1068,1596,690,1649
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",40,,,1,5,2,12,2,18
