"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ATALAYA (000)",9243,5,40,143,386,1218,4779,2672
"De 12 a 14 años (001)",74,,,,,,11,63
"De 15 a 19 años (002)",1030,,,,,,603,427
"De 20 a 24 años (003)",1644,,,,,9,1069,566
"De 25 a 29 años (004)",1445,,,,,40,1037,368
"De 30 a 34 años (005)",1222,,,,,128,841,253
"De 35 a 39 años (006)",1076,,,,6,196,674,200
"De 40 a 44 años (007)",806,,,,30,257,333,186
"De 45 a 49 años (008)",667,,,2,55,274,177,159
"De 50 y más años (009)",1279,5,40,141,295,314,34,450
"Conviviente (010)",6601,,8,31,174,719,3850,1819
"De 12 a 14 años (011)",57,,,,,,7,50
"De 15 a 19 años (012)",803,,,,,,468,335
"De 20 a 24 años (013)",1347,,,,,7,899,441
"De 25 a 29 años (014)",1188,,,,,27,892,269
"De 30 a 34 años (015)",933,,,,,87,670,176
"De 35 a 39 años (016)",785,,,,4,117,525,139
"De 40 a 44 años (017)",519,,,,14,147,240,118
"De 45 a 49 años (018)",405,,,2,29,155,128,91
"De 50 y más años (019)",564,,8,29,127,179,21,200
"Separado(a) (020)",419,2,1,11,27,64,203,111
"De 12 a 14 años (021)",3,,,,,,1,2
"De 15 a 19 años (022)",65,,,,,,40,25
"De 20 a 24 años (023)",82,,,,,1,57,24
"De 25 a 29 años (024)",47,,,,,4,37,6
"De 30 a 34 años (025)",51,,,,,7,29,15
"De 35 a 39 años (026)",43,,,,,14,24,5
"De 40 a 44 años (027)",32,,,,3,12,8,9
"De 45 a 49 años (028)",30,,,,6,14,6,4
"De 50 y más años (029)",66,2,1,11,18,12,1,21
"Casado(a) (030)",1286,,13,57,112,339,451,314
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",25,,,,,,4,21
"De 20 a 24 años (033)",69,,,,,,45,24
"De 25 a 29 años (034)",113,,,,,6,69,38
"De 30 a 34 años (035)",164,,,,,26,111,27
"De 35 a 39 años (036)",188,,,,1,49,105,33
"De 40 a 44 años (037)",205,,,,11,85,71,38
"De 45 a 49 años (038)",175,,,,11,86,35,43
"De 50 y más años (039)",346,,13,57,89,87,11,89
"Viudo(a) (040)",379,3,18,41,58,59,50,150
"De 15 a 19 años (042)",2,,,,,,1,1
"De 20 a 24 años (043)",7,,,,,,4,3
"De 25 a 29 años (044)",12,,,,,,7,5
"De 30 a 34 años (045)",16,,,,,1,13,2
"De 35 a 39 años (046)",17,,,,,5,8,4
"De 40 a 44 años (047)",19,,,,,5,8,6
"De 45 a 49 años (048)",42,,,,7,15,8,12
"De 50 y más años (049)",264,3,18,41,51,33,1,117
