"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia MORROPON (000)",159693,156663,2231,799
"Hombres (001)",80951,79657,896,398
"Mujeres (002)",78742,77006,1335,401
"Menores de 1 año (003)",2977,2382,394,201
"Hombres (004)",1511,1199,207,105
"Mujeres (005)",1466,1183,187,96
"De 1 a 5 años (006)",15898,14501,897,500
"Hombres (007)",8045,7349,450,246
"Mujeres (008)",7853,7152,447,254
"De 6 a 14 años (009)",32844,32761,60,23
"Hombres (010)",16811,16769,28,14
"Mujeres (011)",16033,15992,32,9
"De 15 a 29 años (012)",38632,38554,64,14
"Hombres (013)",19839,19804,30,5
"Mujeres (014)",18793,18750,34,9
"De 30 a 44 años (015)",29634,29545,76,13
"Hombres (016)",14361,14339,18,4
"Mujeres (017)",15273,15206,58,9
"De 45 a 64 años (018)",26040,25843,184,13
"Hombres (019)",13226,13180,40,6
"Mujeres (020)",12814,12663,144,7
"De 65 a más años (021)",13668,13077,556,35
"Hombres (022)",7158,7017,123,18
"Mujeres (023)",6510,6060,433,17
,,,,
"URBANA (024)",91798,90265,1178,355
"Hombres (025)",45856,45167,511,178
"Mujeres (026)",45942,45098,667,177
"Menores de 1 año (027)",1634,1299,241,94
"Hombres (028)",846,667,128,51
"Mujeres (029)",788,632,113,43
"De 1 a 5 años (030)",8464,7714,527,223
"Hombres (031)",4221,3849,263,109
"Mujeres (032)",4243,3865,264,114
"De 6 a 14 años (033)",17733,17692,32,9
"Hombres (034)",9015,8996,12,7
"Mujeres (035)",8718,8696,20,2
"De 15 a 29 años (036)",22905,22863,32,10
"Hombres (037)",11447,11426,16,5
"Mujeres (038)",11458,11437,16,5
"De 30 a 44 años (039)",17907,17861,42,4
"Hombres (040)",8475,8465,10,
"Mujeres (041)",9432,9396,32,4
"De 45 a 64 años (042)",15386,15306,76,4
"Hombres (043)",7770,7750,19,1
"Mujeres (044)",7616,7556,57,3
"De 65 a más años (045)",7769,7530,228,11
"Hombres (046)",4082,4014,63,5
"Mujeres (047)",3687,3516,165,6
,,,,
"RURAL (048)",67895,66398,1053,444
"Hombres (049)",35095,34490,385,220
"Mujeres (050)",32800,31908,668,224
"Menores de 1 año (051)",1343,1083,153,107
"Hombres (052)",665,532,79,54
"Mujeres (053)",678,551,74,53
"De 1 a 5 años (054)",7434,6787,370,277
"Hombres (055)",3824,3500,187,137
"Mujeres (056)",3610,3287,183,140
"De 6 a 14 años (057)",15111,15069,28,14
"Hombres (058)",7796,7773,16,7
"Mujeres (059)",7315,7296,12,7
"De 15 a 29 años (060)",15727,15691,32,4
"Hombres (061)",8392,8378,14,
"Mujeres (062)",7335,7313,18,4
"De 30 a 44 años (063)",11727,11684,34,9
"Hombres (064)",5886,5874,8,4
"Mujeres (065)",5841,5810,26,5
"De 45 a 64 años (066)",10654,10537,108,9
"Hombres (067)",5456,5430,21,5
"Mujeres (068)",5198,5107,87,4
"De 65 a más años (069)",5899,5547,328,24
"Hombres (070)",3076,3003,60,13
"Mujeres (071)",2823,2544,268,11
