"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",295,2,,5,65,43,147,13,20
"Jefes y empleados de oficina (040)",180,,,3,51,19,60,13,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1015,42,3,323,389,60,141,19,38
"Agricult.trabaj. calif.agrop. y pesquros (042)",667,53,1,438,124,16,27,3,5
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",524,17,1,191,210,35,49,8,13
"Obreros. construc., conf., papel, fab., instr (044)",465,15,1,161,212,27,40,3,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1399,120,5,719,415,50,70,10,10
"Otra (046)",32,,,,4,1,22,1,4
"Ocupación no especificada (047)",169,15,,80,32,14,17,5,6
"Hombres (048)",3601,101,9,1248,1083,198,625,61,276
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",13,,,1,1,,6,1,4
"Profes., científicos e intelectuales (050)",535,,,,10,26,301,15,183
"Técnicos de nivel medio ytrab.asimilados (051)",193,,,2,47,33,89,9,13
"Jefes y empleados de oficina (052)",76,,,2,25,8,16,6,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",434,3,3,119,210,21,45,12,21
"Agricult.trabaj. calif.agrop. y pesquros (054)",608,44,1,404,115,16,22,1,5
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",452,11,1,162,188,30,40,7,13
"Obreros. construc., conf., papel, fab., instr (056)",449,13,1,155,208,26,38,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",736,29,3,370,255,29,40,4,6
"Otra (058)",32,,,,4,1,22,1,4
"Ocupación no especificada (059)",73,1,,33,20,8,6,2,3
"Mujeres (060)",2253,163,2,673,456,118,603,43,195
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,,,2,,
"Profes., científicos e intelectuales (062)",558,,,,26,25,346,13,148
"Técnicos de nivel medio ytrab.asimilados (063)",102,2,,3,18,10,58,4,7
"Jefes y empleados de oficina (064)",104,,,1,26,11,44,7,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",581,39,,204,179,39,96,7,17
"Agricult.trabaj. calif.agrop. y pesquros (066)",59,9,,34,9,,5,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",72,6,,29,22,5,9,1,
"Obreros. construc., conf., papel, fab., instr (068)",16,2,,6,4,1,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",663,91,2,349,160,21,30,6,4
"Ocupación no especificada (071)",96,14,,47,12,6,11,3,3
,,,,,,,,,
"RURAL (072)",15235,1889,14,11316,1640,94,214,13,55
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,1,2,,,,1
"Profes., científicos e intelectuales (074)",221,,,,43,23,115,4,36
"Técnicos de nivel medio ytrab.asimilados (075)",39,,,6,3,5,23,,2
"Jefes y empleados de oficina (076)",26,,,2,10,5,7,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",281,24,,172,61,10,13,,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",8197,1000,5,6405,729,20,25,4,9
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",485,45,1,335,88,4,8,2,2
"Obreros. construc., conf., papel, fab., instr (080)",287,13,,207,63,3,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5287,671,8,3951,610,22,22,1,2
"Otra (082)",4,,,,2,1,,,1
"Ocupación no especificada (083)",404,136,,237,29,1,,1,
"Hombres (084)",13308,1394,12,10192,1470,56,128,11,45
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,1,2,,,,1
"Profes., científicos e intelectuales (086)",111,,,,12,11,58,2,28
"Técnicos de nivel medio ytrab.asimilados (087)",26,,,4,3,4,14,,1
"Jefes y empleados de oficina (088)",17,,,2,10,2,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",121,2,,72,38,1,7,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",7905,916,5,6224,709,14,25,4,8
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",365,16,1,253,81,3,7,2,2
"Obreros. construc., conf., papel, fab., instr (092)",284,13,,204,63,3,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4406,439,6,3386,540,17,15,1,2
"Otra (094)",4,,,,2,1,,,1
"Ocupación no especificada (095)",65,8,,46,10,,,1,
"Mujeres (096)",1927,495,2,1124,170,38,86,2,10
"Profes., científicos e intelectuales (098)",110,,,,31,12,57,2,8
"Técnicos de nivel medio ytrab.asimilados (099)",13,,,2,,1,9,,1
"Jefes y empleados de oficina (100)",9,,,,,3,6,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",160,22,,100,23,9,6,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",292,84,,181,20,6,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",120,29,,82,7,1,1,,
"Obreros. construc., conf., papel, fab., instr (104)",3,,,3,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",881,232,2,565,70,5,7,,
"Ocupación no especificada (107)",339,128,,191,19,1,,,
