"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hogares privados con servicio doméstico (063)",3245,,,6,,6,,,,3233,,
"Organiz. y organos extraterritoriales (064)",2,,1,1,,,,,,,,
"Actividad economica no especificada (065)",1941,,46,80,511,,,,,4,,1300
,,,,,,,,,,,,
"URBANA (066)",104752,282,13080,6592,6213,24661,3189,9728,13106,23834,1437,2630
"Agric., ganadería, caza y silvicultura (067)",6054,1,88,67,11,,3050,1,14,2822,,
"Pesca (068)",451,2,27,2,7,,139,,1,273,,
"Explotación de minas y canteras (069)",276,,77,25,18,1,,108,27,20,,
"Industrias manufactureras (070)",7030,14,164,286,129,117,,5605,533,182,,
"Suministro de electricidad, gas y agua (071)",339,3,55,61,55,,,68,46,51,,
"Construcción (072)",7789,7,312,271,30,,,566,4641,1962,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",31665,50,262,1094,322,19168,,3208,198,7363,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",4396,12,78,168,89,1005,,2787,147,110,,
"Comercio al por mayor (075)",1562,18,48,290,93,1000,,4,24,85,,
"Comercio al por menor (076)",25707,20,136,636,140,17163,,417,27,7168,,
"Hoteles y restaurantes (077)",7384,6,46,295,326,3571,,,,3140,,
"Trans., almac. y comunicaciones (078)",10698,27,135,520,730,54,,52,7277,1903,,
"Intermediación financiera (079)",772,11,86,168,467,,,,1,39,,
"Activid.inmobil., empres. y alquileres (080)",5582,7,2019,1442,632,810,,43,115,514,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",5920,61,821,460,2099,219,,35,214,574,1437,
"Enseñanza (082)",7794,84,7126,107,325,,,,1,151,,
"Servicios sociales y de salud (083)",2941,1,1554,861,213,112,,24,16,160,,
"Otras activ. serv.comun.soc y personales (084)",3128,8,184,739,191,603,,17,20,1366,,
"Hogares privados con servicio doméstico (085)",3315,,,6,,6,,,,3303,,
"Organiz. y organos extraterritoriales (086)",4,,2,1,1,,,,,,,
"Actividad economica no especificada (087)",3610,,122,187,657,,,1,2,11,,2630
"Hombres (088)",59136,190,6114,4073,2871,9505,2281,8179,12694,10535,1323,1371
"Agric., ganadería, caza y silvicultura (089)",3945,1,75,53,8,,2151,1,13,1643,,
"Pesca (090)",401,2,16,2,3,,130,,1,247,,
"Explotación de minas y canteras (091)",255,,70,22,12,1,,104,27,19,,
"Industrias manufactureras (092)",5047,12,108,193,53,41,,4169,362,109,,
"Suministro de electricidad, gas y agua (093)",283,3,45,51,27,,,67,45,45,,
"Construcción (094)",7563,7,277,237,23,,,554,4566,1899,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",14120,37,157,712,124,7101,,3134,195,2660,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",3930,10,60,127,32,731,,2731,147,92,,
"Comercio al por mayor (097)",834,13,22,168,47,492,,4,23,65,,
"Comercio al por menor (098)",9356,14,75,417,45,5878,,399,25,2503,,
"Hoteles y restaurantes (099)",2318,4,26,154,168,1203,,,,763,,
"Trans., almac. y comunicaciones (100)",9544,18,82,350,429,16,,49,7132,1468,,
"Intermediación financiera (101)",396,10,53,81,229,,,,1,22,,
"Activid.inmobil., empres. y alquileres (102)",3781,5,1306,973,308,781,,40,105,263,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",4136,41,526,293,1082,193,,33,211,434,1323,
"Enseñanza (104)",2887,44,2567,55,101,,,,1,119,,
"Servicios sociales y de salud (105)",981,1,597,218,70,18,,15,15,47,,
"Otras activ. serv.comun.soc y personales (106)",1642,5,132,572,81,151,,12,18,671,,
"Hogares privados con servicio doméstico (107)",119,,,,,,,,,119,,
"Organiz. y organos extraterritoriales (108)",2,,1,,1,,,,,,,
"Actividad economica no especificada (109)",1716,,76,107,152,,,1,2,7,,1371
"Mujeres (110)",45616,92,6966,2519,3342,15156,908,1549,412,13299,114,1259
"Agric., ganadería, caza y silvicultura (111)",2109,,13,14,3,,899,,1,1179,,
"Pesca (112)",50,,11,,4,,9,,,26,,
"Explotación de minas y canteras (113)",21,,7,3,6,,,4,,1,,
"Industrias manufactureras (114)",1983,2,56,93,76,76,,1436,171,73,,
"Suministro de electricidad, gas y agua (115)",56,,10,10,28,,,1,1,6,,
"Construcción (116)",226,,35,34,7,,,12,75,63,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",17545,13,105,382,198,12067,,74,3,4703,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",466,2,18,41,57,274,,56,,18,,
"Comercio al por mayor (119)",728,5,26,122,46,508,,,1,20,,
"Comercio al por menor (120)",16351,6,61,219,95,11285,,18,2,4665,,
"Hoteles y restaurantes (121)",5066,2,20,141,158,2368,,,,2377,,
"Trans., almac. y comunicaciones (122)",1154,9,53,170,301,38,,3,145,435,,
"Intermediación financiera (123)",376,1,33,87,238,,,,,17,,
"Activid.inmobil., empres. y alquileres (124)",1801,2,713,469,324,29,,3,10,251,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",1784,20,295,167,1017,26,,2,3,140,114,
"Enseñanza (126)",4907,40,4559,52,224,,,,,32,,
"Servicios sociales y de salud (127)",1960,,957,643,143,94,,9,1,113,,
"Otras activ. serv.comun.soc y personales (128)",1486,3,52,167,110,452,,5,2,695,,
"Hogares privados con servicio doméstico (129)",3196,,,6,,6,,,,3184,,
"Organiz. y organos extraterritoriales (130)",2,,1,1,,,,,,,,
"Actividad economica no especificada (131)",1894,,46,80,505,,,,,4,,1259
,,,,,,,,,,,,
"RURAL (132)",8343,11,196,125,123,534,2782,210,396,3838,36,92
"Agric., ganadería, caza y silvicultura (133)",5831,,5,17,,,2773,,11,3025,,
"Pesca (134)",106,,,,,,9,,2,95,,
"Explotación de minas y canteras (135)",15,,,,1,,,6,3,5,,
"Industrias manufactureras (136)",170,1,4,1,3,,,130,23,8,,
"Suministro de electricidad, gas y agua (137)",9,,,2,1,,,2,1,3,,
"Construcción (138)",385,,4,6,3,,,8,133,231,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",590,,2,16,2,373,,52,2,143,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",68,,,2,,19,,45,2,,,
"Comercio al por mayor (141)",20,,2,5,,12,,,,1,,
"Comercio al por menor (142)",502,,,9,2,342,,7,,142,,
"Hoteles y restaurantes (143)",197,,,14,5,106,,,,72,,
"Trans., almac. y comunicaciones (144)",238,,1,4,10,1,,6,177,39,,
"Intermediación financiera (145)",8,,,1,5,,,,,2,,
"Activid.inmobil., empres. y alquileres (146)",108,,27,22,11,30,,2,3,13,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",283,8,17,10,63,9,,3,37,100,36,
"Enseñanza (148)",139,2,119,2,8,,,,,8,,
"Servicios sociales y de salud (149)",56,,17,23,1,8,,1,3,3,,
"Otras activ. serv.comun.soc y personales (150)",50,,,7,2,7,,,1,33,,
"Hogares privados con servicio doméstico (151)",55,,,,,,,,,55,,
"Actividad economica no especificada (153)",103,,,,8,,,,,3,,92
"Hombres (154)",5533,8,89,87,57,214,2118,172,382,2320,35,51
"Agric., ganadería, caza y silvicultura (155)",3911,,4,17,,,2110,,11,1769,,
"Pesca (156)",100,,,,,,8,,1,91,,
"Explotación de minas y canteras (157)",15,,,,1,,,6,3,5,,
"Industrias manufactureras (158)",122,1,3,,2,,,93,19,4,,
"Suministro de electricidad, gas y agua (159)",8,,,2,,,,2,1,3,,
"Construcción (160)",353,,4,6,1,,,8,129,205,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",267,,1,12,,137,,51,2,64,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",61,,,2,,13,,44,2,,,
"Comercio al por mayor (163)",12,,1,3,,7,,,,1,,
"Comercio al por menor (164)",194,,,7,,117,,7,,63,,
"Hoteles y restaurantes (165)",74,,,9,,35,,,,30,,
"Trans., almac. y comunicaciones (166)",216,,1,3,5,1,,6,173,27,,
"Intermediación financiera (167)",5,,,1,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (168)",80,,17,15,5,30,,2,3,8,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",213,5,8,9,35,9,,3,36,73,35,
"Enseñanza (170)",61,2,47,1,4,,,,,7,,
"Servicios sociales y de salud (171)",17,,4,6,,1,,1,3,2,,
"Otras activ. serv.comun.soc y personales (172)",29,,,6,,1,,,1,21,,
"Hogares privados con servicio doméstico (173)",6,,,,,,,,,6,,
"Actividad economica no especificada (175)",56,,,,2,,,,,3,,51
"Mujeres (176)",2810,3,107,38,66,320,664,38,14,1518,1,41
"Agric., ganadería, caza y silvicultura (177)",1920,,1,,,,663,,,1256,,
"Pesca (178)",6,,,,,,1,,1,4,,
"Industrias manufactureras (180)",48,,1,1,1,,,37,4,4,,
"Suministro de electricidad, gas y agua (181)",1,,,,1,,,,,,,
"Construcción (182)",32,,,,2,,,,4,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",323,,1,4,2,236,,1,,79,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",7,,,,,6,,1,,,,
"Comercio al por mayor (185)",8,,1,2,,5,,,,,,
"Comercio al por menor (186)",308,,,2,2,225,,,,79,,
"Hoteles y restaurantes (187)",123,,,5,5,71,,,,42,,
"Trans., almac. y comunicaciones (188)",22,,,1,5,,,,4,12,,
"Intermediación financiera (189)",3,,,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",28,,10,7,6,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",70,3,9,1,28,,,,1,27,1,
"Enseñanza (192)",78,,72,1,4,,,,,1,,
"Servicios sociales y de salud (193)",39,,13,17,1,7,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",21,,,1,2,6,,,,12,,
"Hogares privados con servicio doméstico (195)",49,,,,,,,,,49,,
"Actividad economica no especificada (197)",47,,,,6,,,,,,,41
