"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JORGE BASADRE (000)",2359,2218,7,575,662,422,350,147,46,9,141,6103
"De 12 a 14 años (001)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (002)",46,40,1,37,2,,,,,,6,41
"De 20 a 24 años (003)",242,202,,154,41,4,3,,,,40,260
"De 25 a 29 años (004)",346,287,1,143,108,30,4,,1,,59,474
"De 30 a 34 años (005)",332,312,1,88,139,61,21,2,,,20,653
"De 35 a 39 años (006)",304,300,1,42,126,89,37,4,1,,4,748
"De 40 a 44 años (007)",256,253,1,43,85,66,52,5,1,,3,673
"De 45 a 49 años (008)",215,213,,22,62,55,57,15,2,,2,670
"De 50 y más años (009)",616,610,2,45,99,117,176,121,41,9,6,2583
"Sin nivel (010)",308,307,2,19,51,61,91,58,21,4,1,1299
"De 15 a 19 años (012)",1,1,,1,,,,,,,,1
"De 20 a 24 años (013)",4,4,,2,2,,,,,,,6
"De 30 a 34 años (015)",26,26,,3,11,9,3,,,,,65
"De 35 a 39 años (016)",22,22,,1,4,12,4,1,,,,68
"De 40 a 44 años (017)",19,18,,2,4,4,7,1,,,1,60
"De 45 a 49 años (018)",28,28,,1,5,8,9,5,,,,108
"De 50 y más años (019)",208,208,2,9,25,28,68,51,21,4,,991
"Educacion Inicial (020)",1,1,,,1,,,,,,,2
"De 30 a 34 años (025)",1,1,,,1,,,,,,,2
"Primaria (030)",542,535,,72,132,112,126,70,18,5,7,1868
"De 12 a 14 años (031)",1,1,,1,,,,,,,,1
"De 15 a 19 años (032)",2,2,,,2,,,,,,,4
"De 20 a 24 años (033)",18,18,,8,7,,3,,,,,34
"De 25 a 29 años (034)",39,38,,12,17,7,2,,,,1,75
