"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTA CRUZ (000)",11607,11079,57,1987,1847,1609,2379,1645,995,560,528,46110
"De 12 a 14 años (001)",27,12,2,9,1,,,,,,15,11
"De 15 a 19 años (002)",262,227,3,191,29,4,,,,,35,261
"De 20 a 24 años (003)",996,846,7,523,231,65,17,3,,,150,1271
"De 25 a 29 años (004)",1187,1076,6,396,357,208,96,12,1,,111,2224
"De 30 a 34 años (005)",1306,1246,4,249,381,298,263,47,4,,60,3372
"De 35 a 39 años (006)",1393,1349,4,165,319,307,401,124,25,4,44,4493
"De 40 a 44 años (007)",1136,1103,4,115,162,210,351,188,57,16,33,4441
"De 45 a 49 años (008)",1043,1016,5,78,119,160,297,223,96,38,27,4779
"De 50 y más años (009)",4257,4204,22,261,248,357,954,1048,812,502,53,25258
"Sin nivel (010)",3068,2985,22,238,223,270,659,729,508,336,83,17108
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",13,9,,7,1,1,,,,,4,12
"De 20 a 24 años (013)",50,40,2,19,9,6,3,1,,,10,75
"De 25 a 29 años (014)",70,62,1,16,21,11,11,2,,,8,151
"De 30 a 34 años (015)",121,110,,23,23,20,34,8,2,,11,350
"De 35 a 39 años (016)",170,165,3,18,28,25,52,32,4,3,5,639
"De 40 a 44 años (017)",184,171,2,20,16,28,43,40,16,6,13,780
"De 45 a 49 años (018)",199,191,2,12,20,24,48,46,26,13,8,992
"De 50 y más años (019)",2260,2236,12,122,105,155,468,600,460,314,24,14108
"Educacion Inicial (020)",17,15,,4,5,3,3,,,,2,35
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
