"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",24,66,65,,98.5,,
"De 45 a 49 años (038)",18,62,60,,96.8,,
"De 50 y más años (039)",26,136,120,,88.2,,
"No PEA (040)",14055,31887,29417,611,92.3,1.9,
"De 12 a 14 años (041)",1824,9,8,,88.9,,
"De 15 a 19 años (042)",2271,262,260,73,99.2,27.9,
"De 20 a 24 años (043)",1473,1129,1118,162,99,14.3,
"De 25 a 29 años (044)",1271,1901,1871,164,98.4,8.6,
"De 30 a 34 años (045)",1264,2610,2563,129,98.2,4.9,
"De 35 a 39 años (046)",1009,2784,2698,61,96.9,2.2,
"De 40 a 44 años (047)",853,2694,2559,20,95,0.7,
"De 45 a 49 años (048)",741,2699,2542,2,94.2,0.1,
"De 50 y más años (049)",3349,17799,15798,,88.8,,
,,,,,,,
"URBANA (060)",19499,43049,40404,734,93.9,1.7,
"De 12 a 14 años (061)",1706,8,7,,87.5,,
"De 15 a 19 años (062)",2472,296,295,75,99.7,25.3,
"De 20 a 24 años (063)",2109,1412,1396,179,98.9,12.7,
"De 25 a 29 años (064)",2051,2616,2571,193,98.3,7.4,
"De 30 a 34 años (065)",2133,4051,3968,172,98,4.2,
"De 35 a 39 años (066)",1869,4707,4594,82,97.6,1.7,
"De 40 a 44 años (067)",1655,4908,4705,30,95.9,0.6,
"De 45 a 49 años (068)",1289,4383,4175,3,95.3,0.1,
"De 50 y más años (069)",4215,20668,18693,,90.4,,
"PEA (070)",7245,16114,15403,198,95.6,1.2,
"De 12 a 14 años (071)",80,2,2,,100,,
"De 15 a 19 años (072)",473,72,72,6,100,8.3,
"De 20 a 24 años (073)",810,431,424,35,98.4,8.1,
"De 25 a 29 años (074)",954,994,970,52,97.6,5.2,
"De 30 a 34 años (075)",1013,1764,1725,59,97.8,3.3,
"De 35 a 39 años (076)",989,2341,2291,32,97.9,1.4,
"De 40 a 44 años (077)",912,2586,2498,13,96.6,0.5,
"De 45 a 49 años (078)",665,2202,2109,1,95.8,,
"De 50 y más años (079)",1349,5722,5312,,92.8,,
"Ocupada (080)",6942,15627,14937,187,95.6,1.2,
"De 12 a 14 años (081)",75,2,2,,100,,
"De 15 a 19 años (082)",435,64,64,5,100,7.8,
"De 20 a 24 años (083)",742,407,400,34,98.3,8.4,
"De 25 a 29 años (084)",904,945,922,48,97.6,5.1,
"De 30 a 34 años (085)",966,1688,1649,55,97.7,3.3,
"De 35 a 39 años (086)",957,2254,2206,31,97.9,1.4,
"De 40 a 44 años (087)",891,2531,2444,13,96.6,0.5,
"De 45 a 49 años (088)",647,2140,2049,1,95.7,,
"De 50 y más años (089)",1325,5596,5201,,92.9,,
"Desocupada (090)",303,487,466,11,95.7,2.3,
"De 12 a 14 años (091)",5,,,,,,
"De 15 a 19 años (092)",38,8,8,1,100,12.5,
"De 20 a 24 años (093)",68,24,24,1,100,4.2,
"De 25 a 29 años (094)",50,49,48,4,98,8.2,
"De 30 a 34 años (095)",47,76,76,4,100,5.3,
"De 35 a 39 años (096)",32,87,85,1,97.7,1.1,
"De 40 a 44 años (097)",21,55,54,,98.2,,
"De 45 a 49 años (098)",18,62,60,,96.8,,
"De 50 y más años (099)",24,126,111,,88.1,,
"No PEA (100)",12254,26935,25001,536,92.8,2,
"De 12 a 14 años (101)",1626,6,5,,83.3,,
"De 15 a 19 años (102)",1999,224,223,69,99.6,30.8,
"De 20 a 24 años (103)",1299,981,972,144,99.1,14.7,
"De 25 a 29 años (104)",1097,1622,1601,141,98.7,8.7,
"De 30 a 34 años (105)",1120,2287,2243,113,98.1,4.9,
"De 35 a 39 años (106)",880,2366,2303,50,97.3,2.1,
"De 40 a 44 años (107)",743,2322,2207,17,95,0.7,
"De 45 a 49 años (108)",624,2181,2066,2,94.7,0.1,
"De 50 y más años (109)",2866,14946,13381,,89.5,,
,,,,,,,
"RURAL (120)",2520,7209,6522,94,90.5,1.3,
"De 12 a 14 años (121)",204,3,3,,100,,
"De 15 a 19 años (122)",304,43,42,5,97.7,11.6,
"De 20 a 24 años (123)",257,200,197,21,98.5,10.5,
"De 25 a 29 años (124)",266,406,394,28,97,6.9,
"De 30 a 34 años (125)",239,509,504,21,99,4.1,
"De 35 a 39 años (126)",199,644,608,14,94.4,2.2,
"De 40 a 44 años (127)",209,731,692,5,94.7,0.7,
"De 45 a 49 años (128)",190,833,761,,91.4,,
"De 50 y más años (129)",652,3840,3321,,86.5,,
"PEA (130)",719,2257,2106,19,93.3,0.8,
"De 12 a 14 años (131)",6,,,,,,
"De 15 a 19 años (132)",32,5,5,1,100,20,
"De 20 a 24 años (133)",83,52,51,3,98.1,5.8,
"De 25 a 29 años (134)",92,127,124,5,97.6,3.9,
"De 30 a 34 años (135)",95,186,184,5,98.9,2.7,
"De 35 a 39 años (136)",70,226,213,3,94.2,1.3,
"De 40 a 44 años (137)",99,359,340,2,94.7,0.6,
"De 45 a 49 años (138)",73,315,285,,90.5,,
"De 50 y más años (139)",169,987,904,,91.6,,
"Ocupada (140)",691,2229,2079,18,93.3,0.8,
"De 12 a 14 años (141)",5,,,,,,
"De 15 a 19 años (142)",27,4,4,,100,,
"De 20 a 24 años (143)",75,51,50,3,98,5.9,
"De 25 a 29 años (144)",87,126,123,5,97.6,4,
"De 30 a 34 años (145)",92,182,180,5,98.9,2.7,
"De 35 a 39 años (146)",69,226,213,3,94.2,1.3,
"De 40 a 44 años (147)",96,348,329,2,94.5,0.6,
"De 45 a 49 años (148)",73,315,285,,90.5,,
"De 50 y más años (149)",167,977,895,,91.6,,
"Desocupada (150)",28,28,27,1,96.4,3.6,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",5,1,1,1,100,100,
"De 20 a 24 años (153)",8,1,1,,100,,
"De 25 a 29 años (154)",5,1,1,,100,,
"De 30 a 34 años (155)",3,4,4,,100,,
"De 35 a 39 años (156)",1,,,,,,
"De 40 a 44 años (157)",3,11,11,,100,,
"De 50 y más años (159)",2,10,9,,90,,
"No PEA (160)",1801,4952,4416,75,89.2,1.5,
"De 12 a 14 años (161)",198,3,3,,100,,
"De 15 a 19 años (162)",272,38,37,4,97.4,10.5,
"De 20 a 24 años (163)",174,148,146,18,98.6,12.2,
"De 25 a 29 años (164)",174,279,270,23,96.8,8.2,
"De 30 a 34 años (165)",144,323,320,16,99.1,5,
"De 35 a 39 años (166)",129,418,395,11,94.5,2.6,
"De 40 a 44 años (167)",110,372,352,3,94.6,0.8,
"De 45 a 49 años (168)",117,518,476,,91.9,,
"De 50 y más años (169)",483,2853,2417,,84.7,,
