"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",674,,,,18,32,196,33,395
"Técnicos de nivel medio ytrab.asimilados (039)",114,,,4,17,19,46,9,19
"Jefes y empleados de oficina (040)",133,,,4,36,18,34,14,27
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1388,79,1,440,632,59,69,39,69
"Agricult.trabaj. calif.agrop. y pesquros (042)",1302,193,1,518,508,18,20,13,31
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",630,11,,137,361,47,31,20,23
"Obreros. construc., conf., papel, fab., instr (044)",437,10,,132,240,18,12,10,15
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1740,225,5,648,724,48,49,17,24
"Otra (046)",45,,,,9,6,14,10,6
"Ocupación no especificada (047)",140,9,,46,54,7,11,4,9
"Hombres (048)",3661,112,1,943,1632,184,283,120,386
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",21,,,,6,,6,,9
"Profes., científicos e intelectuales (050)",386,,,,13,17,102,22,232
"Técnicos de nivel medio ytrab.asimilados (051)",76,,,4,10,16,25,7,14
"Jefes y empleados de oficina (052)",94,,,3,28,15,23,7,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",539,9,,111,297,35,31,22,34
"Agricult.trabaj. calif.agrop. y pesquros (054)",851,55,,350,379,12,17,13,25
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",435,6,,82,261,37,21,13,15
"Obreros. construc., conf., papel, fab., instr (056)",405,9,,122,223,16,11,10,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",734,32,1,253,371,25,27,13,12
"Otra (058)",44,,,,8,6,14,10,6
"Ocupación no especificada (059)",76,1,,18,36,5,6,3,7
"Mujeres (060)",2965,415,6,986,974,88,205,49,242
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,1,,,,1
"Profes., científicos e intelectuales (062)",288,,,,5,15,94,11,163
"Técnicos de nivel medio ytrab.asimilados (063)",38,,,,7,3,21,2,5
"Jefes y empleados de oficina (064)",39,,,1,8,3,11,7,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",849,70,1,329,335,24,38,17,35
"Agricult.trabaj. calif.agrop. y pesquros (066)",451,138,1,168,129,6,3,,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",195,5,,55,100,10,10,7,8
"Obreros. construc., conf., papel, fab., instr (068)",32,1,,10,17,2,1,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1006,193,4,395,353,23,22,4,12
"Otra (070)",1,,,,1,,,,
"Ocupación no especificada (071)",64,8,,28,18,2,5,1,2
,,,,,,,,,
"RURAL (072)",12392,2695,10,5240,3910,121,183,95,138
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",15,1,,8,6,,,,
"Profes., científicos e intelectuales (074)",159,,,,15,9,50,7,78
"Técnicos de nivel medio ytrab.asimilados (075)",23,,,3,12,3,4,,1
"Jefes y empleados de oficina (076)",35,,,1,12,3,9,4,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",709,61,1,211,387,14,15,11,9
"Agricult.trabaj. calif.agrop. y pesquros (078)",5847,1453,4,2853,1418,39,40,19,21
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",717,44,1,186,443,15,16,6,6
"Obreros. construc., conf., papel, fab., instr (080)",720,31,1,317,345,11,10,2,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3933,1046,3,1593,1218,17,29,19,8
"Otra (082)",52,,,,9,9,8,24,2
"Ocupación no especificada (083)",182,59,,68,45,1,2,3,4
"Hombres (084)",7182,806,5,3124,2817,93,142,76,119
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",13,1,,6,6,,,,
"Profes., científicos e intelectuales (086)",131,,,,12,5,41,7,66
"Técnicos de nivel medio ytrab.asimilados (087)",19,,,3,9,2,4,,1
"Jefes y empleados de oficina (088)",28,,,1,10,2,6,4,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",354,26,1,77,219,8,8,7,8
"Agricult.trabaj. calif.agrop. y pesquros (090)",4028,638,1,2157,1135,30,31,16,20
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",548,17,1,116,378,14,13,3,6
"Obreros. construc., conf., papel, fab., instr (092)",713,30,1,315,341,11,10,2,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1244,84,1,433,676,11,21,13,5
"Otra (094)",52,,,,9,9,8,24,2
"Ocupación no especificada (095)",52,10,,16,22,1,,,3
"Mujeres (096)",5210,1889,5,2116,1093,28,41,19,19
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,2,,,,,
"Profes., científicos e intelectuales (098)",28,,,,3,4,9,,12
"Técnicos de nivel medio ytrab.asimilados (099)",4,,,,3,1,,,
"Jefes y empleados de oficina (100)",7,,,,2,1,3,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",355,35,,134,168,6,7,4,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",1819,815,3,696,283,9,9,3,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",169,27,,70,65,1,3,3,
"Obreros. construc., conf., papel, fab., instr (104)",7,1,,2,4,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2689,962,2,1160,542,6,8,6,3
"Ocupación no especificada (107)",130,49,,52,23,,2,3,1
