"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CASMA (000)",39908,1640,3761,4842,4311,7050,6155,9161,2988
"Sin nivel (001)",5263,1640,377,62,97,226,425,1364,1072
"Educación inicial (002)",1010,,974,18,5,10,3,,
"Primaria (003)",13628,,2410,3172,650,1269,1470,3379,1278
"Secundaria (004)",13529,,,1590,3134,3462,2481,2538,324
"Superior no univ. incompleto (005)",1330,,,,204,534,306,255,31
"Superior no univ. completo (006)",1919,,,,,607,622,565,125
"Superior univ. incompleto (007)",1246,,,,221,522,218,246,39
"Superior univ. completo (008)",1983,,,,,420,630,814,119
"Hombres (010)",20429,865,1985,2459,2229,3617,3078,4617,1579
"Sin nivel (011)",1978,865,193,26,35,67,117,327,348
"Educación inicial (012)",532,,520,4,4,3,1,,
"Primaria (013)",7167,,1272,1633,349,647,686,1767,813
"Secundaria (014)",7559,,,796,1674,1972,1409,1495,213
"Superior no univ. incompleto (015)",667,,,,85,243,156,160,23
"Superior no univ. completo (016)",876,,,,,258,272,250,96
"Superior univ. incompleto (017)",632,,,,82,232,118,175,25
"Superior univ. completo (018)",1018,,,,,195,319,443,61
"Mujeres (020)",19479,775,1776,2383,2082,3433,3077,4544,1409
"Sin nivel (021)",3285,775,184,36,62,159,308,1037,724
"Educación inicial (022)",478,,454,14,1,7,2,,
"Primaria (023)",6461,,1138,1539,301,622,784,1612,465
"Secundaria (024)",5970,,,794,1460,1490,1072,1043,111
"Superior no univ. incompleto (025)",663,,,,119,291,150,95,8
"Superior no univ. completo (026)",1043,,,,,349,350,315,29
"Superior univ. incompleto (027)",614,,,,139,290,100,71,14
"Superior univ. completo (028)",965,,,,,225,311,371,58
,,,,,,,,,
"URBANA (030)",27770,1109,2561,3218,2945,4995,4401,6543,1998
"Sin nivel (031)",3041,1109,226,40,66,111,260,704,525
"Educación inicial (032)",759,,729,15,5,8,2,,
"Primaria (033)",8368,,1606,2065,340,626,762,2072,897
"Secundaria (034)",9732,,,1098,2153,2378,1780,2038,285
"Superior no univ. incompleto (035)",1151,,,,179,459,261,224,28
"Superior no univ. completo (036)",1724,,,,,535,556,518,115
"Superior univ. incompleto (037)",1139,,,,202,478,199,226,34
"Superior univ. completo (038)",1856,,,,,400,581,761,114
"Hombres (040)",14007,607,1348,1618,1510,2471,2164,3248,1041
"Sin nivel (041)",1156,607,111,13,19,34,74,158,140
"Educación inicial (042)",401,,392,3,4,1,1,,
"Primaria (043)",4256,,845,1030,180,297,352,1020,532
"Secundaria (044)",5338,,,572,1153,1324,975,1133,181
"Superior no univ. incompleto (045)",559,,,,75,197,129,138,20
"Superior no univ. completo (046)",769,,,,,220,234,228,87
"Superior univ. incompleto (047)",579,,,,79,213,108,159,20
"Superior univ. completo (048)",949,,,,,185,291,412,61
"Mujeres (050)",13763,502,1213,1600,1435,2524,2237,3295,957
"Sin nivel (051)",1885,502,115,27,47,77,186,546,385
"Educación inicial (052)",358,,337,12,1,7,1,,
"Primaria (053)",4112,,761,1035,160,329,410,1052,365
"Secundaria (054)",4394,,,526,1000,1054,805,905,104
"Superior no univ. incompleto (055)",592,,,,104,262,132,86,8
"Superior no univ. completo (056)",955,,,,,315,322,290,28
"Superior univ. incompleto (057)",560,,,,123,265,91,67,14
"Superior univ. completo (058)",907,,,,,215,290,349,53
,,,,,,,,,
"RURAL (060)",12138,531,1200,1624,1366,2055,1754,2618,990
"Sin nivel (061)",2222,531,151,22,31,115,165,660,547
"Educación inicial (062)",251,,245,3,,2,1,,
"Primaria (063)",5260,,804,1107,310,643,708,1307,381
"Secundaria (064)",3797,,,492,981,1084,701,500,39
"Superior no univ. incompleto (065)",179,,,,25,75,45,31,3
"Superior no univ. completo (066)",195,,,,,72,66,47,10
"Superior univ. incompleto (067)",107,,,,19,44,19,20,5
"Superior univ. completo (068)",127,,,,,20,49,53,5
"Hombres (070)",6422,258,637,841,719,1146,914,1369,538
"Sin nivel (071)",822,258,82,13,16,33,43,169,208
"Educación inicial (072)",131,,128,1,,2,,,
"Primaria (073)",2911,,427,603,169,350,334,747,281
"Secundaria (074)",2221,,,224,521,648,434,362,32
"Superior no univ. incompleto (075)",108,,,,10,46,27,22,3
"Superior no univ. completo (076)",107,,,,,38,38,22,9
"Superior univ. incompleto (077)",53,,,,3,19,10,16,5
"Superior univ. completo (078)",69,,,,,10,28,31,
"Mujeres (080)",5716,273,563,783,647,909,840,1249,452
"Sin nivel (081)",1400,273,69,9,15,82,122,491,339
"Educación inicial (082)",120,,117,2,,,1,,
"Primaria (083)",2349,,377,504,141,293,374,560,100
"Secundaria (084)",1576,,,268,460,436,267,138,7
"Superior no univ. incompleto (085)",71,,,,15,29,18,9,
"Superior no univ. completo (086)",88,,,,,34,28,25,1
"Superior univ. incompleto (087)",54,,,,16,25,9,4,
"Superior univ. completo (088)",58,,,,,10,21,22,5
