"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (026)",1378,,42,102,49,2,,963,153,67,,
"Suministro de electricidad, gas y agua (027)",97,1,3,15,8,,,34,29,7,,
"Construcción (028)",1574,,41,100,14,,,165,754,500,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1438,,20,107,4,545,,440,64,258,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",472,,12,36,2,33,,363,21,5,,
"Comercio al por mayor (031)",48,,1,5,1,25,,,9,7,,
"Comercio al por menor (032)",918,,7,66,1,487,,77,34,246,,
"Hoteles y restaurantes (033)",411,,18,26,4,231,,,1,131,,
"Trans., almac. y comunicaciones (034)",1616,,5,42,66,,,39,1288,176,,
"Intermediación financiera (035)",32,,11,5,12,,,,,4,,
"Activid.inmobil., empres. y alquileres (036)",928,,94,164,69,282,,37,59,223,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",321,24,20,14,54,27,,6,12,63,101,
"Enseñanza (038)",280,4,259,6,5,,,2,2,2,,
"Servicios sociales y de salud (039)",74,,43,21,7,,,1,1,1,,
"Otras activ. serv.comun.soc y personales (040)",271,,38,65,12,12,,6,4,134,,
"Hogares privados con servicio doméstico (041)",12,,,,,,,,,12,,
"Actividad economica no especificada (043)",447,1,2,8,6,,,,2,5,,423
"Mujeres (044)",4940,9,624,290,298,1396,143,177,50,1668,4,281
"Agric., ganadería, caza y silvicultura (045)",400,,3,1,1,,131,,4,260,,
"Pesca (046)",12,,,,,,12,,,,,
"Explotación de minas y canteras (047)",75,,16,18,10,,,20,,11,,
"Industrias manufactureras (048)",205,,16,11,7,3,,140,16,12,,
"Suministro de electricidad, gas y agua (049)",3,,,,2,,,,,1,,
"Construcción (050)",43,1,4,9,4,,,,10,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1432,,24,36,11,920,,13,1,427,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",27,,2,2,1,12,,8,1,1,,
"Comercio al por mayor (053)",46,,4,8,4,27,,,,3,,
"Comercio al por menor (054)",1359,,18,26,6,881,,5,,423,,
"Hoteles y restaurantes (055)",724,,12,31,8,384,,,1,288,,
"Trans., almac. y comunicaciones (056)",114,,4,19,34,,,,8,49,,
"Intermediación financiera (057)",17,1,1,7,8,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",266,,45,54,75,3,,,,89,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",138,5,4,5,80,1,,,10,29,4,
"Enseñanza (060)",429,2,406,1,16,,,,,4,,
"Servicios sociales y de salud (061)",178,,79,73,5,11,,3,,7,,
"Otras activ. serv.comun.soc y personales (062)",422,,9,21,11,74,,1,,306,,
"Hogares privados con servicio doméstico (063)",168,,,,,,,,,168,,
"Actividad economica no especificada (065)",314,,1,4,26,,,,,2,,281
,,,,,,,,,,,,
"URBANA (066)",16203,38,1332,1126,659,2327,258,3609,2506,3593,103,652
"Agric., ganadería, caza y silvicultura (067)",489,,8,10,5,,237,9,8,212,,
"Pesca (068)",27,,,,,,21,,1,5,,
"Explotación de minas y canteras (069)",3128,1,151,213,78,6,,1831,260,588,,
"Industrias manufactureras (070)",1544,,58,112,56,5,,1076,162,75,,
"Suministro de electricidad, gas y agua (071)",68,1,3,12,10,,,22,13,7,,
"Construcción (072)",1512,1,44,105,16,,,160,729,457,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2720,,42,138,15,1390,,425,53,657,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",454,,13,38,3,32,,347,16,5,,
"Comercio al por mayor (075)",87,,5,13,5,51,,,4,9,,
"Comercio al por menor (076)",2179,,24,87,7,1307,,78,33,643,,
"Hoteles y restaurantes (077)",1059,,29,54,12,575,,,1,388,,
"Trans., almac. y comunicaciones (078)",1608,,8,60,96,,,35,1192,217,,
"Intermediación financiera (079)",49,1,12,12,20,,,,,4,,
"Activid.inmobil., empres. y alquileres (080)",1085,,135,207,136,233,,32,57,285,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",431,28,23,15,129,23,,6,21,83,103,
"Enseñanza (082)",695,5,654,5,21,,,2,2,6,,
"Servicios sociales y de salud (083)",244,,121,90,11,10,,4,1,7,,
"Otras activ. serv.comun.soc y personales (084)",661,,41,81,22,85,,7,4,421,,
"Hogares privados con servicio doméstico (085)",174,,,,,,,,,174,,
"Actividad economica no especificada (087)",709,1,3,12,32,,,,2,7,,652
"Hombres (088)",11758,29,714,852,372,1000,212,3439,2461,2188,99,392
"Agric., ganadería, caza y silvicultura (089)",385,,5,9,4,,193,9,7,158,,
"Pesca (090)",25,,,,,,19,,1,5,,
"Explotación de minas y canteras (091)",3063,1,135,199,71,6,,1813,260,578,,
"Industrias manufactureras (092)",1344,,42,101,49,2,,941,146,63,,
"Suministro de electricidad, gas y agua (093)",65,1,3,12,8,,,22,13,6,,
"Construcción (094)",1471,,40,96,13,,,160,719,443,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1344,,19,102,4,511,,412,52,244,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",433,,11,36,2,26,,339,15,4,,
"Comercio al por mayor (097)",41,,1,5,1,24,,,4,6,,
"Comercio al por menor (098)",870,,7,61,1,461,,73,33,234,,
"Hoteles y restaurantes (099)",383,,17,24,4,217,,,1,120,,
"Trans., almac. y comunicaciones (100)",1496,,5,41,62,,,35,1185,168,,
"Intermediación financiera (101)",32,,11,5,12,,,,,4,,
"Activid.inmobil., empres. y alquileres (102)",833,,90,157,65,230,,32,57,202,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",297,23,19,11,51,22,,6,11,55,99,
"Enseñanza (104)",271,3,252,5,5,,,2,2,2,,
"Servicios sociales y de salud (105)",71,,42,20,6,,,1,1,1,,
"Otras activ. serv.comun.soc y personales (106)",251,,32,62,12,12,,6,4,123,,
"Hogares privados con servicio doméstico (107)",11,,,,,,,,,11,,
"Actividad economica no especificada (109)",416,1,2,8,6,,,,2,5,,392
"Mujeres (110)",4445,9,618,274,287,1327,46,170,45,1405,4,260
"Agric., ganadería, caza y silvicultura (111)",104,,3,1,1,,44,,1,54,,
"Pesca (112)",2,,,,,,2,,,,,
"Explotación de minas y canteras (113)",65,,16,14,7,,,18,,10,,
"Industrias manufactureras (114)",200,,16,11,7,3,,135,16,12,,
"Suministro de electricidad, gas y agua (115)",3,,,,2,,,,,1,,
"Construcción (116)",41,1,4,9,3,,,,10,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1376,,23,36,11,879,,13,1,413,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",21,,2,2,1,6,,8,1,1,,
"Comercio al por mayor (119)",46,,4,8,4,27,,,,3,,
"Comercio al por menor (120)",1309,,17,26,6,846,,5,,409,,
"Hoteles y restaurantes (121)",676,,12,30,8,358,,,,268,,
"Trans., almac. y comunicaciones (122)",112,,3,19,34,,,,7,49,,
"Intermediación financiera (123)",17,1,1,7,8,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",252,,45,50,71,3,,,,83,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",134,5,4,4,78,1,,,10,28,4,
"Enseñanza (126)",424,2,402,,16,,,,,4,,
"Servicios sociales y de salud (127)",173,,79,70,5,10,,3,,6,,
"Otras activ. serv.comun.soc y personales (128)",410,,9,19,10,73,,1,,298,,
"Hogares privados con servicio doméstico (129)",163,,,,,,,,,163,,
"Actividad economica no especificada (131)",293,,1,4,26,,,,,2,,260
,,,,,,,,,,,,
"RURAL (132)",2523,2,77,97,47,175,412,451,243,965,2,52
"Agric., ganadería, caza y silvicultura (133)",960,,1,3,,,374,1,5,576,,
"Pesca (134)",42,,1,,,,38,,,3,,
"Explotación de minas y canteras (135)",748,,47,51,26,1,,369,60,194,,
"Industrias manufactureras (136)",39,,,1,,,,27,7,4,,
"Suministro de electricidad, gas y agua (137)",32,,,3,,,,12,16,1,,
"Construcción (138)",105,,1,4,2,,,5,35,58,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",150,,2,5,,75,,28,12,28,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",45,,1,,,13,,24,6,1,,
"Comercio al por mayor (141)",7,,,,,1,,,5,1,,
"Comercio al por menor (142)",98,,1,5,,61,,4,1,26,,
"Hoteles y restaurantes (143)",76,,1,3,,40,,,1,31,,
"Trans., almac. y comunicaciones (144)",122,,1,1,4,,,4,104,8,,
"Activid.inmobil., empres. y alquileres (146)",109,,4,11,8,52,,5,2,27,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,1,1,4,5,5,,,1,9,2,
"Enseñanza (148)",14,1,11,2,,,,,,,,
"Servicios sociales y de salud (149)",8,,1,4,1,1,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",32,,6,5,1,1,,,,19,,
"Hogares privados con servicio doméstico (151)",6,,,,,,,,,6,,
"Actividad economica no especificada (153)",52,,,,,,,,,,,52
"Hombres (154)",2028,2,71,81,36,106,315,444,238,702,2,31
"Agric., ganadería, caza y silvicultura (155)",664,,1,3,,,287,1,2,370,,
"Pesca (156)",32,,1,,,,28,,,3,,
"Explotación de minas y canteras (157)",738,,47,47,23,1,,367,60,193,,
"Industrias manufactureras (158)",34,,,1,,,,22,7,4,,
"Suministro de electricidad, gas y agua (159)",32,,,3,,,,12,16,1,,
"Construcción (160)",103,,1,4,1,,,5,35,57,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",94,,1,5,,34,,28,12,14,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",39,,1,,,7,,24,6,1,,
"Comercio al por mayor (163)",7,,,,,1,,,5,1,,
"Comercio al por menor (164)",48,,,5,,26,,4,1,12,,
"Hoteles y restaurantes (165)",28,,1,2,,14,,,,11,,
"Trans., almac. y comunicaciones (166)",120,,,1,4,,,4,103,8,,
"Activid.inmobil., empres. y alquileres (168)",95,,4,7,4,52,,5,2,21,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",24,1,1,3,3,5,,,1,8,2,
"Enseñanza (170)",9,1,7,1,,,,,,,,
"Servicios sociales y de salud (171)",3,,1,1,1,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",20,,6,3,,,,,,11,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",31,,,,,,,,,,,31
"Mujeres (176)",495,,6,16,11,69,97,7,5,263,,21
"Agric., ganadería, caza y silvicultura (177)",296,,,,,,87,,3,206,,
"Pesca (178)",10,,,,,,10,,,,,
"Explotación de minas y canteras (179)",10,,,4,3,,,2,,1,,
"Industrias manufactureras (180)",5,,,,,,,5,,,,
"Construcción (182)",2,,,,1,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",56,,1,,,41,,,,14,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",6,,,,,6,,,,,,
"Comercio al por menor (186)",50,,1,,,35,,,,14,,
"Hoteles y restaurantes (187)",48,,,1,,26,,,1,20,,
"Trans., almac. y comunicaciones (188)",2,,1,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",14,,,4,4,,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",4,,,1,2,,,,,1,,
"Enseñanza (192)",5,,4,1,,,,,,,,
"Servicios sociales y de salud (193)",5,,,3,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",12,,,2,1,1,,,,8,,
"Hogares privados con servicio doméstico (195)",5,,,,,,,,,5,,
"Actividad economica no especificada (197)",21,,,,,,,,,,,21
