"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",94,1,,1,9,15,52,10,6
"Jefes y empleados de oficina (040)",124,,,,29,11,25,21,38
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",395,24,,104,198,26,17,17,9
"Agricult.trabaj. calif.agrop. y pesquros (042)",977,109,,387,378,25,24,28,26
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",118,5,,41,54,7,10,,1
"Obreros. construc., conf., papel, fab., instr (044)",246,1,,32,150,16,18,22,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1616,163,1,627,679,54,46,30,16
"Otra (046)",30,,,,3,4,5,12,6
"Ocupación no especificada (047)",61,14,,23,12,2,5,2,3
"Hombres (048)",2849,128,1,862,1174,108,198,129,249
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",38,,,4,11,1,8,2,12
"Profes., científicos e intelectuales (050)",241,,,,5,4,63,8,161
"Técnicos de nivel medio ytrab.asimilados (051)",54,1,,,5,10,27,7,4
"Jefes y empleados de oficina (052)",71,,,,23,7,10,15,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",138,1,,33,72,12,4,12,4
"Agricult.trabaj. calif.agrop. y pesquros (054)",809,53,,325,341,21,18,25,26
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",96,2,,32,48,5,9,,
"Obreros. construc., conf., papel, fab., instr (056)",242,1,,32,148,16,18,22,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1110,70,1,428,514,28,32,25,12
"Otra (058)",30,,,,3,4,5,12,6
"Ocupación no especificada (059)",20,,,8,4,,4,1,3
"Mujeres (060)",1295,189,,357,366,61,151,31,140
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",5,,,,3,,1,1,
"Profes., científicos e intelectuales (062)",199,,,,9,4,75,7,104
"Técnicos de nivel medio ytrab.asimilados (063)",40,,,1,4,5,25,3,2
"Jefes y empleados de oficina (064)",53,,,,6,4,15,6,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",257,23,,71,126,14,13,5,5
"Agricult.trabaj. calif.agrop. y pesquros (066)",168,56,,62,37,4,6,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",22,3,,9,6,2,1,,1
"Obreros. construc., conf., papel, fab., instr (068)",4,,,,2,,,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",506,93,,199,165,26,14,5,4
"Ocupación no especificada (071)",41,14,,15,8,2,1,1,
,,,,,,,,,
"RURAL (072)",5080,738,6,1820,1808,139,278,81,210
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",25,,,2,15,,3,3,2
"Profes., científicos e intelectuales (074)",209,,,,9,8,25,6,161
"Técnicos de nivel medio ytrab.asimilados (075)",77,,,3,8,14,46,4,2
"Jefes y empleados de oficina (076)",60,,,2,13,4,20,7,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",166,15,1,53,81,5,7,,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",1892,417,2,894,527,18,15,7,12
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",441,6,,33,261,35,87,14,5
"Obreros. construc., conf., papel, fab., instr (080)",235,1,1,42,140,11,24,13,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1853,273,2,750,721,43,39,22,3
"Otra (082)",13,,,,2,,9,1,1
"Ocupación no especificada (083)",109,26,,41,31,1,3,4,3
"Hombres (084)",4176,441,4,1524,1599,123,244,70,171
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",20,,,2,12,,3,1,2
"Profes., científicos e intelectuales (086)",156,,,,5,4,12,2,133
"Técnicos de nivel medio ytrab.asimilados (087)",65,,,1,6,13,39,4,2
"Jefes y empleados de oficina (088)",47,,,2,10,3,18,6,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",56,2,1,13,30,3,5,,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",1594,270,1,806,471,17,12,6,11
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",428,2,,30,259,33,86,14,4
"Obreros. construc., conf., papel, fab., instr (092)",234,1,1,41,140,11,24,13,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1529,164,1,618,650,38,34,21,3
"Otra (094)",13,,,,2,,9,1,1
"Ocupación no especificada (095)",34,2,,11,14,1,2,2,2
"Mujeres (096)",904,297,2,296,209,16,34,11,39
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",5,,,,3,,,2,
"Profes., científicos e intelectuales (098)",53,,,,4,4,13,4,28
"Técnicos de nivel medio ytrab.asimilados (099)",12,,,2,2,1,7,,
"Jefes y empleados de oficina (100)",13,,,,3,1,2,1,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",110,13,,40,51,2,2,,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",298,147,1,88,56,1,3,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",13,4,,3,2,2,1,,1
"Obreros. construc., conf., papel, fab., instr (104)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",324,109,1,132,71,5,5,1,
"Ocupación no especificada (107)",75,24,,30,17,,1,2,1
