"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUARMEY (000)",10909,2128,2982,4519,190,495,94,501
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",23,22,,,1,,,
"Profes., científicos e intelectuales (002)",710,616,,84,6,4,,
"Técnicos de nivel medio y trab. asimilados (003)",359,208,,131,19,1,,
"Jefes y empleados de oficina (004)",419,417,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1494,365,35,940,43,111,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1947,4,68,1806,68,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",705,,385,281,23,16,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1285,107,415,739,18,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",3078,261,1931,476,10,306,94,
"Otra (010)",43,43,,,,,,
"Ocupación no especificada (011)",345,85,148,62,2,48,,
"Desocupado (012)",501,,,,,,,501
"Hombres (013)",7849,1210,2535,3308,144,292,9,351
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",19,18,,,1,,,
"Profes., científicos e intelectuales (015)",341,290,,46,4,1,,
"Técnicos de nivel medio y trab. asimilados (016)",234,130,,90,14,,,
"Jefes y empleados de oficina (017)",219,217,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",607,215,18,323,17,34,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1849,4,59,1719,66,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",583,,330,221,22,10,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1247,107,403,714,18,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2176,147,1629,163,2,226,9,
"Otra (023)",41,41,,,,,,
"Ocupación no especificada (024)",182,41,96,32,,13,,
"Desocupado (025)",351,,,,,,,351
"Mujeres (026)",3060,918,447,1211,46,203,85,150
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",369,326,,38,2,3,,
"Técnicos de nivel medio y trab. asimilados (029)",125,78,,41,5,1,,
"Jefes y empleados de oficina (030)",200,200,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",887,150,17,617,26,77,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",98,,9,87,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",122,,55,60,1,6,,
"Obreros construc.,conf.,papel, fab., instr. (034)",38,,12,25,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",902,114,302,313,8,80,85,
"Otra (036)",2,2,,,,,,
"Ocupación no especificada (037)",163,44,52,30,2,35,,
"Desocupado (038)",150,,,,,,,150
,,,,,,,,
"URBANA (039)",8346,2009,2117,3311,165,254,83,407
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",21,20,,,1,,,
"Profes., científicos e intelectuales (041)",641,557,,76,6,2,,
"Técnicos de nivel medio y trab. asimilados (042)",350,205,,126,18,1,,
"Jefes y empleados de oficina (043)",407,405,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1411,349,33,880,43,106,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",978,3,61,868,45,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",614,,345,230,23,16,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1147,104,379,641,18,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",2024,247,1165,435,10,84,83,
"Otra (049)",43,43,,,,,,
"Ocupación no especificada (050)",303,76,134,55,1,37,,
"Desocupado (051)",407,,,,,,,407
"Hombres (052)",5689,1147,1788,2234,120,114,9,277
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",17,16,,,1,,,
"Profes., científicos e intelectuales (054)",316,267,,44,4,1,,
"Técnicos de nivel medio y trab. asimilados (055)",228,129,,86,13,,,
"Jefes y empleados de oficina (056)",211,209,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",573,203,17,305,17,31,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",923,3,52,824,43,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",495,,293,170,22,10,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1119,104,367,626,18,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1309,136,963,147,2,52,9,
"Otra (062)",41,41,,,,,,
"Ocupación no especificada (063)",180,39,96,32,,13,,
"Desocupado (064)",277,,,,,,,277
"Mujeres (065)",2657,862,329,1077,45,140,74,130
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,4,,,,,,
"Profes., científicos e intelectuales (067)",325,290,,32,2,1,,
"Técnicos de nivel medio y trab. asimilados (068)",122,76,,40,5,1,,
"Jefes y empleados de oficina (069)",196,196,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",838,146,16,575,26,75,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",55,,9,44,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",119,,52,60,1,6,,
"Obreros construc.,conf.,papel, fab., instr. (073)",28,,12,15,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",715,111,202,288,8,32,74,
"Otra (075)",2,2,,,,,,
"Ocupación no especificada (076)",123,37,38,23,1,24,,
"Desocupado (077)",130,,,,,,,130
,,,,,,,,
"RURAL (078)",2563,119,865,1208,25,241,11,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,2,,,,,,
"Profes., científicos e intelectuales (080)",69,59,,8,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",9,3,,5,1,,,
"Jefes y empleados de oficina (082)",12,12,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",83,16,2,60,,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",969,1,7,938,23,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",91,,40,51,,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",138,3,36,98,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1054,14,766,41,,222,11,
"Ocupación no especificada (089)",42,9,14,7,1,11,,
"Desocupado (090)",94,,,,,,,94
"Hombres (091)",2160,63,747,1074,24,178,,74
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",25,23,,2,,,,
"Técnicos de nivel medio y trab. asimilados (094)",6,1,,4,1,,,
"Jefes y empleados de oficina (095)",8,8,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",34,12,1,18,,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",926,1,7,895,23,,,
