"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1993,37,872,680,314,90
"Sin nivel (031)",209,6,23,59,79,42
"Educación inicial (032)",4,2,,2,,
"Primaria (033)",718,10,198,303,169,38
"Secundaria (034)",775,19,478,223,47,8
"Superior no univ. incompleta (035)",52,,39,10,3,
"Superior no univ. completa (036)",66,,38,26,2,
"Superior univ. incompleta (037)",70,,48,17,5,
"Superior univ. completa (038)",99,,48,40,9,2
"No PEA (040)",79723,32638,21837,9821,8295,7132
"Sin nivel (041)",14427,528,846,2762,4907,5384
"Educación inicial (042)",1660,1589,35,36,,
"Primaria (043)",37567,24722,4581,4533,2387,1344
"Secundaria (044)",22091,5799,13680,1773,608,231
"Superior no univ. incompleta (045)",999,,827,117,39,16
"Superior no univ. completa (046)",491,,191,157,96,47
"Superior univ. incompleta (047)",1607,,1393,153,48,13
"Superior univ. completa (048)",881,,284,290,210,97
,,,,,,
"URBANA (060)",56395,14410,17738,12908,7848,3491
"Sin nivel (061)",4951,178,289,934,1782,1768
"Educación inicial (062)",675,621,26,28,,
"Primaria (063)",20161,10297,2155,3736,2790,1183
"Secundaria (064)",19452,3314,10672,3651,1521,294
"Superior no univ. incompleta (065)",1723,,1113,442,141,27
"Superior no univ. completa (066)",2269,,629,1138,432,70
"Superior univ. incompleta (067)",2649,,1835,586,205,23
"Superior univ. completa (068)",4515,,1019,2393,977,126
"PEA (070)",22954,735,7530,9033,4737,919
"Sin nivel (071)",1398,11,115,371,589,312
"Educación inicial (072)",31,12,10,9,,
"Primaria (073)",5656,421,936,2175,1711,413
"Secundaria (074)",8179,291,4143,2575,1055,115
"Superior no univ. incompleta (075)",965,,501,347,105,12
"Superior no univ. completa (076)",1829,,474,994,338,23
"Superior univ. incompleta (077)",1216,,599,446,160,11
"Superior univ. completa (078)",3680,,752,2116,779,33
"Ocupada (080)",21984,714,7057,8711,4617,885
"Sin nivel (081)",1337,8,108,350,568,303
"Educación inicial (082)",28,11,10,7,,
"Primaria (083)",5428,415,887,2076,1653,397
"Secundaria (084)",7753,280,3881,2455,1030,107
"Superior no univ. incompleta (085)",922,,468,338,104,12
"Superior no univ. completa (086)",1774,,442,973,336,23
"Superior univ. incompleta (087)",1153,,554,433,155,11
"Superior univ. completa (088)",3589,,707,2079,771,32
"Desocupada (090)",970,21,473,322,120,34
"Sin nivel (091)",61,3,7,21,21,9
"Educación inicial (092)",3,1,,2,,
"Primaria (093)",228,6,49,99,58,16
"Secundaria (094)",426,11,262,120,25,8
"Superior no univ. incompleta (095)",43,,33,9,1,
"Superior no univ. completa (096)",55,,32,21,2,
"Superior univ. incompleta (097)",63,,45,13,5,
"Superior univ. completa (098)",91,,45,37,8,1
"No PEA (100)",33441,13675,10208,3875,3111,2572
"Sin nivel (101)",3553,167,174,563,1193,1456
"Educación inicial (102)",644,609,16,19,,
"Primaria (103)",14505,9876,1219,1561,1079,770
"Secundaria (104)",11273,3023,6529,1076,466,179
"Superior no univ. incompleta (105)",758,,612,95,36,15
"Superior no univ. completa (106)",440,,155,144,94,47
"Superior univ. incompleta (107)",1433,,1236,140,45,12
"Superior univ. completa (108)",835,,267,277,198,93
,,,,,,
"RURAL (120)",67613,19597,18484,13032,10336,6164
"Sin nivel (121)",15114,380,962,3263,5589,4920
"Educación inicial (122)",1047,989,28,30,,
"Primaria (123)",33468,15298,5917,7084,4023,1146
"Secundaria (124)",16898,2930,10892,2359,632,85
"Superior no univ. incompleta (125)",396,,309,67,18,2
"Superior no univ. completa (126)",225,,103,99,21,2
"Superior univ. incompleta (127)",262,,208,43,10,1
"Superior univ. completa (128)",203,,65,87,43,8
"PEA (130)",21331,634,6855,7086,5152,1604
"Sin nivel (131)",4240,19,290,1064,1875,992
"Educación inicial (132)",31,9,9,13,,
"Primaria (133)",10406,452,2555,4112,2715,572
"Secundaria (134)",6080,154,3741,1662,490,33
"Superior no univ. incompleta (135)",155,,94,45,15,1
"Superior no univ. completa (136)",174,,67,86,19,2
"Superior univ. incompleta (137)",88,,51,30,7,
"Superior univ. completa (138)",157,,48,74,31,4
"Ocupada (140)",20308,618,6456,6728,4958,1548
"Sin nivel (141)",4092,16,274,1026,1817,959
"Educación inicial (142)",30,8,9,13,,
"Primaria (143)",9916,448,2406,3908,2604,550
"Secundaria (144)",5731,146,3525,1559,468,33
"Superior no univ. incompleta (145)",146,,88,44,13,1
"Superior no univ. completa (146)",163,,61,81,19,2
"Superior univ. incompleta (147)",81,,48,26,7,
"Superior univ. completa (148)",149,,45,71,30,3
"Desocupada (150)",1023,16,399,358,194,56
"Sin nivel (151)",148,3,16,38,58,33
"Educación inicial (152)",1,1,,,,
"Primaria (153)",490,4,149,204,111,22
"Secundaria (154)",349,8,216,103,22,
"Superior no univ. incompleta (155)",9,,6,1,2,
"Superior no univ. completa (156)",11,,6,5,,
"Superior univ. incompleta (157)",7,,3,4,,
"Superior univ. completa (158)",8,,3,3,1,1
"No PEA (160)",46282,18963,11629,5946,5184,4560
"Sin nivel (161)",10874,361,672,2199,3714,3928
"Educación inicial (162)",1016,980,19,17,,
"Primaria (163)",23062,14846,3362,2972,1308,574
"Secundaria (164)",10818,2776,7151,697,142,52
"Superior no univ. incompleta (165)",241,,215,22,3,1
"Superior no univ. completa (166)",51,,36,13,2,
"Superior univ. incompleta (167)",174,,157,13,3,1
"Superior univ. completa (168)",46,,17,13,12,4
