"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3281,276,3,1158,1091,128,278,88,259
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",28,,,3,4,3,,2,16
"Profes., científicos e intelectuales (002)",417,,,,9,30,150,41,187
"Técnicos de nivel medio ytrab.asimilados (003)",33,,,,6,5,14,4,4
"Jefes y empleados de oficina (004)",80,,,,33,7,17,11,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",237,16,,72,90,10,29,5,15
"Agricult.trabaj. calif.agrop. y pesquros (006)",1344,175,1,725,402,11,15,8,7
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",207,2,,23,124,29,19,7,3
"Obreros. construc., conf., papel, fab., instr (008)",195,5,1,55,106,10,12,4,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",671,68,1,253,301,15,21,5,7
"Otra (010)",6,,,,,6,,,
"Ocupación no especificada (011)",63,10,,27,16,2,1,1,6
"Hombres (012)",2743,221,3,1046,934,104,185,69,181
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",27,,,3,4,3,,2,15
"Profes., científicos e intelectuales (014)",278,,,,3,19,97,29,130
"Técnicos de nivel medio ytrab.asimilados (015)",19,,,,2,4,6,3,4
"Jefes y empleados de oficina (016)",57,,,,26,6,11,7,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",89,2,,28,33,5,10,4,7
"Agricult.trabaj. calif.agrop. y pesquros (018)",1313,165,1,715,393,11,14,8,6
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",171,,,17,100,28,17,7,2
"Obreros. construc., conf., papel, fab., instr (020)",193,5,1,55,104,10,12,4,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",567,48,1,218,262,12,17,4,5
"Otra (022)",6,,,,,6,,,
"Ocupación no especificada (023)",23,1,,10,7,,1,1,3
"Mujeres (024)",538,55,,112,157,24,93,19,78
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",1,,,,,,,,1
"Profes., científicos e intelectuales (026)",139,,,,6,11,53,12,57
"Técnicos de nivel medio ytrab.asimilados (027)",14,,,,4,1,8,1,
"Jefes y empleados de oficina (028)",23,,,,7,1,6,4,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",148,14,,44,57,5,19,1,8
"Agricult.trabaj. calif.agrop. y pesquros (030)",31,10,,10,9,,1,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",36,2,,6,24,1,2,,1
"Obreros. construc., conf., papel, fab., instr (032)",2,,,,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",104,20,,35,39,3,4,1,2
"Ocupación no especificada (035)",40,9,,17,9,2,,,3
,,,,,,,,,
"URBANA (036)",1235,42,2,200,443,85,189,67,207
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",19,,,1,1,1,,2,14
"Profes., científicos e intelectuales (038)",288,,,,2,20,90,29,147
"Técnicos de nivel medio ytrab.asimilados (039)",26,,,,5,3,11,4,3
"Jefes y empleados de oficina (040)",63,,,,22,6,15,10,10
