"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",4194,40,1498,1632,893,131
"Obreros construc., conf., papel, fab., instr. (034)",367,7,113,146,87,14
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",16173,418,5017,4684,4341,1713
"Otra (036)",84,,67,15,2,
"Ocupación no especificada (037)",715,3,218,233,179,82
"Desocupado (038)",1941,12,1159,583,169,18
,,,,,,
"URBANA (039)",57630,633,17686,22439,14865,2007
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",207,,19,87,97,4
"Profes., científicos e intelectuales (041)",11886,,1841,6121,3820,104
"Técnicos de nivel medio y trab.asimilados (042)",3606,3,1200,1358,967,78
"Jefes y empleados de oficina (043)",3532,,1228,1293,988,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",9051,117,2898,3313,2281,442
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1744,3,275,518,634,314
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",4883,34,1629,1892,1159,169
"Obreros construc., conf., papel, fab., instr. (047)",5649,18,1838,2264,1377,152
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",11031,435,4085,3414,2531,566
"Otra (049)",1338,,415,639,282,2
"Ocupación no especificada (050)",873,7,299,298,204,65
"Desocupado (051)",3830,16,1959,1242,525,88
"Hombres (052)",32451,364,9777,12391,8714,1205
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",150,,9,58,79,4
"Profes., científicos e intelectuales (054)",6773,,946,3272,2461,94
"Técnicos de nivel medio y trab.asimilados (055)",2347,3,790,877,623,54
"Jefes y empleados de oficina (056)",1808,,487,661,640,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",3019,54,1075,1090,657,143
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1192,3,177,356,425,231
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",2936,21,1059,1033,703,120
"Obreros construc., conf., papel, fab., instr. (060)",5418,16,1773,2160,1321,148
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",4834,251,1858,1385,1053,287
"Otra (062)",1254,,348,624,280,2
"Ocupación no especificada (063)",424,4,163,139,92,26
"Desocupado (064)",2296,12,1092,736,380,76
"Mujeres (065)",25179,269,7909,10048,6151,802
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",57,,10,29,18,
"Profes., científicos e intelectuales (067)",5113,,895,2849,1359,10
"Técnicos de nivel medio y trab.asimilados (068)",1259,,410,481,344,24
"Jefes y empleados de oficina (069)",1724,,741,632,348,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",6032,63,1823,2223,1624,299
"Agricult.trabaj. calif. agrop. y pesqueros (071)",552,,98,162,209,83
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",1947,13,570,859,456,49
"Obreros construc., conf., papel, fab., instr. (073)",231,2,65,104,56,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",6197,184,2227,2029,1478,279
"Otra (075)",84,,67,15,2,
"Ocupación no especificada (076)",449,3,136,159,112,39
"Desocupado (077)",1534,4,867,506,145,12
,,,,,,
"RURAL (078)",42109,580,11499,11793,11811,6426
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",53,,8,19,24,2
"Profes., científicos e intelectuales (080)",539,,127,233,170,9
"Técnicos de nivel medio y trab.asimilados (081)",257,,114,92,40,11
"Jefes y empleados de oficina (082)",300,,129,107,59,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",935,13,307,305,231,79
"Agricult.trabaj. calif. agrop. y pesqueros (084)",15979,19,2266,4376,5605,3713
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",3248,37,1367,1089,626,129
"Obreros construc., conf., papel, fab., instr. (086)",1779,21,587,656,431,84
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",16343,474,5244,4180,4194,2251
"Otra (088)",20,,9,10,1,
"Ocupación no especificada (089)",427,,140,110,106,71
"Desocupado (090)",2229,16,1201,616,324,72
"Hombres (091)",24053,285,6339,6858,6714,3857
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",44,,7,14,21,2
"Profes., científicos e intelectuales (093)",411,,64,185,154,8
"Técnicos de nivel medio y trab.asimilados (094)",218,,96,75,37,10
"Jefes y empleados de oficina (095)",213,,70,85,53,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",378,5,122,117,98,36
"Agricult.trabaj. calif. agrop. y pesqueros (097)",11775,6,1572,3342,4091,2764
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",1001,10,439,316,189,47
"Obreros construc., conf., papel, fab., instr. (099)",1643,16,539,614,400,74
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",6367,240,2454,1525,1331,817
"Otra (101)",20,,9,10,1,
"Ocupación no especificada (102)",161,,58,36,39,28
"Desocupado (103)",1822,8,909,539,300,66
"Mujeres (104)",18056,295,5160,4935,5097,2569
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",9,,1,5,3,
"Profes., científicos e intelectuales (106)",128,,63,48,16,1
"Técnicos de nivel medio y trab.asimilados (107)",39,,18,17,3,1
"Jefes y empleados de oficina (108)",87,,59,22,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",557,8,185,188,133,43
"Agricult.trabaj. calif. agrop. y pesqueros (110)",4204,13,694,1034,1514,949
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",2247,27,928,773,437,82
"Obreros construc., conf., papel, fab., instr. (112)",136,5,48,42,31,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",9976,234,2790,2655,2863,1434
"Ocupación no especificada (115)",266,,82,74,67,43
"Desocupado (116)",407,8,292,77,24,6
