"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",3634,52,1002,1315,1131,134
"Obreros construc., conf., papel, fab., instr. (032)",783,11,255,299,198,20
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",20332,570,8087,6857,4287,531
"Otra (034)",118,,70,28,20,
"Ocupación no especificada (035)",2816,12,982,1013,651,158
,,,,,,
"URBANA (036)",197951,2416,65155,73784,49399,7197
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",504,,31,182,270,21
"Profes., científicos e intelectuales (038)",22276,,5171,10211,6553,341
"Técnicos de nivel medio y trab. asimilados (039)",14229,21,4899,5779,3265,265
"Jefes y empleados de oficina (040)",11810,,4421,4490,2814,85
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",37601,361,12132,14083,9519,1506
"Agricult. trabaj. calif.agrop. y pesqueros (042)",14148,98,3094,4561,4670,1725
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",16649,181,5452,5820,4468,728
"Obreros construc., conf., papel, fab., instr. (044)",25089,54,8052,10044,6296,643
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",49260,1674,19941,16110,9884,1651
"Otra (046)",1703,,276,843,582,2
"Ocupación no especificada (047)",4682,27,1686,1661,1078,230
"Hombres (048)",128304,1682,41833,46491,32826,5472
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",340,,26,128,173,13
"Profes., científicos e intelectuales (050)",10629,,2142,4459,3748,280
"Técnicos de nivel medio y trab. asimilados (051)",8526,14,2763,3376,2161,212
"Jefes y empleados de oficina (052)",5737,,1820,2203,1655,59
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",17961,212,6224,6481,4275,769
"Agricult. trabaj. calif.agrop. y pesqueros (054)",13464,85,2915,4339,4473,1652
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",13101,130,4485,4527,3361,598
"Obreros construc., conf., papel, fab., instr. (056)",24311,43,7799,9746,6100,623
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",30293,1183,12568,9598,5789,1155
"Otra (058)",1585,,206,815,562,2
"Ocupación no especificada (059)",2357,15,885,819,529,109
"Mujeres (060)",69647,734,23322,27293,16573,1725
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",164,,5,54,97,8
"Profes., científicos e intelectuales (062)",11647,,3029,5752,2805,61
"Técnicos de nivel medio y trab. asimilados (063)",5703,7,2136,2403,1104,53
"Jefes y empleados de oficina (064)",6073,,2601,2287,1159,26
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",19640,149,5908,7602,5244,737
"Agricult. trabaj. calif.agrop. y pesqueros (066)",684,13,179,222,197,73
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",3548,51,967,1293,1107,130
"Obreros construc., conf., papel, fab., instr. (068)",778,11,253,298,196,20
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",18967,491,7373,6512,4095,496
"Otra (070)",118,,70,28,20,
"Ocupación no especificada (071)",2325,12,801,842,549,121
,,,,,,
"RURAL (072)",28187,597,10648,8905,6137,1900
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",10,,3,4,2,1
"Profes., científicos e intelectuales (074)",371,,107,175,89,
"Técnicos de nivel medio y trab. asimilados (075)",158,,69,61,25,3
"Jefes y empleados de oficina (076)",93,,54,29,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1005,10,344,376,239,36
"Agricult. trabaj. calif.agrop. y pesqueros (078)",8058,50,1547,2602,2668,1191
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",390,2,170,121,83,14
"Obreros construc., conf., papel, fab., instr. (080)",854,1,379,311,156,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",16447,532,7654,4973,2712,576
"Otra (082)",9,,4,5,,
"Ocupación no especificada (083)",792,2,317,248,153,72
"Hombres (084)",25309,512,9399,8006,5610,1782
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",7,,1,4,1,1
"Profes., científicos e intelectuales (086)",182,,48,77,57,
"Técnicos de nivel medio y trab. asimilados (087)",96,,36,39,19,2
"Jefes y empleados de oficina (088)",55,,27,21,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",545,6,184,206,126,23
"Agricult. trabaj. calif.agrop. y pesqueros (090)",7879,49,1511,2540,2616,1163
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",304,1,135,99,59,10
"Obreros construc., conf., papel, fab., instr. (092)",849,1,377,310,154,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",15082,453,6940,4628,2520,541
"Otra (094)",9,,4,5,,
"Ocupación no especificada (095)",301,2,136,77,51,35
"Mujeres (096)",2878,85,1249,899,527,118
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",3,,2,,1,
"Profes., científicos e intelectuales (098)",189,,59,98,32,
"Técnicos de nivel medio y trab. asimilados (099)",62,,33,22,6,1
"Jefes y empleados de oficina (100)",38,,27,8,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",460,4,160,170,113,13
"Agricult. trabaj. calif.agrop. y pesqueros (102)",179,1,36,62,52,28
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",86,1,35,22,24,4
"Obreros construc., conf., papel, fab., instr. (104)",5,,2,1,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1365,79,714,345,192,35
"Ocupación no especificada (107)",491,,181,171,102,37
