"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LUYA (000)",16418,16060,4336,1959,1892,1568,2477,1765,1189,874,358,52593
"De 12 a 14 años (001)",1825,1810,1802,6,2,,,,,,15,10
"De 15 a 19 años (002)",2052,2019,1641,328,43,6,1,,,,33,436
"De 20 a 24 años (003)",1573,1478,314,642,362,114,43,3,,,95,1906
"De 25 a 29 años (004)",1592,1524,128,376,493,299,212,16,,,68,3268
"De 30 a 34 años (005)",1379,1348,62,177,306,311,366,104,19,3,31,4160
"De 35 a 39 años (006)",1384,1367,54,103,235,252,426,215,69,13,17,5302
"De 40 a 44 años (007)",1200,1176,43,60,127,170,305,278,141,52,24,5730
"De 45 a 49 años (008)",1015,1004,37,58,85,91,253,213,173,94,11,5497
"De 50 y más años (009)",4398,4334,255,209,239,325,871,936,787,712,64,26284
"Conviviente (010)",3828,3753,294,954,796,539,608,301,158,103,75,11233
"De 12 a 14 años (011)",34,21,16,3,2,,,,,,13,7
"De 15 a 19 años (012)",397,367,119,208,34,5,1,,,,30,295
"De 20 a 24 años (013)",842,825,74,405,238,74,32,2,,,17,1249
"De 25 a 29 años (014)",749,741,27,189,257,162,102,4,,,8,1651
"De 30 a 34 años (015)",510,509,15,74,112,122,141,40,4,1,1,1571
"De 35 a 39 años (016)",418,417,10,32,76,84,120,71,19,5,1,1640
"De 40 a 44 años (017)",298,296,7,12,37,51,77,63,36,13,2,1431
"De 45 a 49 años (018)",184,184,7,12,18,16,51,38,28,14,,954
"De 50 y más años (019)",396,393,19,19,22,25,84,83,71,70,3,2435
"Separado(a) (020)",308,305,12,51,52,47,66,40,24,13,3,1203
"De 12 a 14 años (021)",1,1,1,,,,,,,,,
"De 15 a 19 años (022)",9,9,3,4,2,,,,,,,8
"De 20 a 24 años (023)",21,21,,14,4,2,1,,,,,32
