"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LUYA (000)",15711,379,4982,5034,3759,1557
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",65,,17,33,14,1
"Profes., científicos e intelectuales (002)",920,,200,547,166,7
"Técnicos de nivel medio y trab. asimilados (003)",172,,59,73,34,6
"Jefes y empleados de oficina (004)",153,,54,70,29,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",726,10,175,285,198,58
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7525,47,1700,2424,2238,1116
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",426,4,136,133,124,29
"Obreros construc., conf., papel, fab., instr. (008)",396,,145,157,83,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",4737,317,2334,1119,720,247
"Otra (010)",41,,8,26,7,
"Ocupación no especificada (011)",550,1,154,167,146,82
"Hombres (012)",12650,322,4098,3922,3027,1281
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",49,,9,26,13,1
"Profes., científicos e intelectuales (014)",476,,92,286,93,5
"Técnicos de nivel medio y trab. asimilados (015)",90,,34,34,19,3
"Jefes y empleados de oficina (016)",71,,19,27,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",256,4,64,99,72,17
"Agricult. trabaj. calif.agrop. y pesqueros (018)",7293,45,1658,2360,2164,1066
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",244,2,89,82,58,13
"Obreros construc., conf., papel, fab., instr. (020)",379,,138,149,81,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3652,271,1950,812,469,150
"Otra (022)",41,,8,26,7,
"Ocupación no especificada (023)",99,,37,21,26,15
"Mujeres (024)",3061,57,884,1112,732,276
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",16,,8,7,1,
"Profes., científicos e intelectuales (026)",444,,108,261,73,2
"Técnicos de nivel medio y trab. asimilados (027)",82,,25,39,15,3
"Jefes y empleados de oficina (028)",82,,35,43,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",470,6,111,186,126,41
"Agricult. trabaj. calif.agrop. y pesqueros (030)",232,2,42,64,74,50
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",182,2,47,51,66,16
"Obreros construc., conf., papel, fab., instr. (032)",17,,7,8,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1085,46,384,307,251,97
