"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TARATA (000)",2377,39,99,220,324,451,584,660
"De 12 a 14 años (001)",1,,,,,,,1
"De 15 a 19 años (002)",59,,,,,,36,23
"De 20 a 24 años (003)",192,,,,,,127,65
"De 25 a 29 años (004)",250,,,,,13,140,97
"De 30 a 34 años (005)",232,,,,,40,111,81
"De 35 a 39 años (006)",238,,,,7,98,89,44
"De 40 a 44 años (007)",214,,,,23,96,49,46
"De 45 a 49 años (008)",203,,,4,46,88,25,40
"De 50 y más años (009)",988,39,99,216,248,116,7,263
"Conviviente (010)",826,1,6,26,67,149,344,233
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",38,,,,,,21,17
"De 20 a 24 años (013)",132,,,,,,100,32
"De 25 a 29 años (014)",143,,,,,5,93,45
"De 30 a 34 años (015)",117,,,,,21,56,40
"De 35 a 39 años (016)",111,,,,3,47,40,21
"De 40 a 44 años (017)",81,,,,10,30,22,19
"De 45 a 49 años (018)",52,,,1,10,18,10,13
"De 50 y más años (019)",151,1,6,25,44,28,2,45
"Separado(a) (020)",128,,3,12,12,36,28,37
"De 20 a 24 años (023)",8,,,,,,4,4
"De 25 a 29 años (024)",15,,,,,2,7,6
"De 30 a 34 años (025)",14,,,,,2,8,4
"De 35 a 39 años (026)",17,,,,,9,5,3
"De 40 a 44 años (027)",20,,,,1,11,3,5
"De 45 a 49 años (028)",17,,,1,2,9,,5
"De 50 y más años (029)",37,,3,11,9,3,1,10
"Casado(a) (030)",887,12,46,120,192,204,143,170
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",12,,,,,,7,5
"De 25 a 29 años (034)",36,,,,,2,24,10
"De 30 a 34 años (035)",59,,,,,11,38,10
"De 35 a 39 años (036)",74,,,,3,26,38,7
"De 40 a 44 años (037)",90,,,,11,46,20,13
"De 45 a 49 años (038)",106,,,1,30,50,12,13
"De 50 y más años (039)",509,12,46,119,148,69,3,112
"Viudo(a) (040)",267,23,42,51,35,25,6,85
"De 20 a 24 años (043)",1,,,,,,,1
"De 30 a 34 años (045)",5,,,,,1,1,3
"De 35 a 39 años (046)",6,,,,,2,1,3
"De 40 a 44 años (047)",9,,,,1,3,2,3
"De 45 a 49 años (048)",13,,,,1,8,1,3
"De 50 y más años (049)",233,23,42,51,33,11,1,72
"Divorciado(a) (050)",18,,1,2,8,3,,4
"De 30 a 34 años (055)",1,,,,,1,,
"De 35 a 39 años (056)",1,,,,,1,,
"De 45 a 49 años (058)",1,,,,,1,,
"De 50 y más años (059)",15,,1,2,8,,,4
"Soltero(a) (060)",251,3,1,9,10,34,63,131
