"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",577,13,179,174,170,41
"Secundaria (034)",1027,8,628,302,86,3
"Superior no univ. incompleta (035)",93,,58,30,4,1
"Superior no univ. completa (036)",177,,96,74,6,1
"Superior univ. incompleta (037)",39,,24,12,3,
"Superior univ. completa (038)",66,,41,22,3,
"No PEA (040)",27040,9392,8141,3614,3253,2640
"Sin nivel (041)",2624,158,96,191,747,1432
"Educación inicial (042)",566,547,8,11,,
"Primaria (043)",13291,6780,1354,2022,2058,1077
"Secundaria (044)",8450,1907,5074,1064,340,65
"Superior no univ. incompleta (045)",833,,713,89,22,9
"Superior no univ. completa (046)",463,,254,139,35,35
"Superior univ. incompleta (047)",568,,522,28,11,7
"Superior univ. completa (048)",245,,120,70,40,15
,,,,,,
"URBANA (060)",16512,3706,5617,3577,2467,1145
"Sin nivel (061)",958,40,37,86,285,510
"Educación inicial (062)",253,240,5,8,,
"Primaria (063)",6041,2552,578,1170,1253,488
"Secundaria (064)",6173,874,3412,1337,482,68
"Superior no univ. incompleta (065)",784,,545,178,49,12
"Superior no univ. completa (066)",999,,386,406,162,45
"Superior univ. incompleta (067)",535,,426,70,33,6
"Superior univ. completa (068)",769,,228,322,203,16
"PEA (070)",5620,57,1852,2063,1364,284
"Sin nivel (071)",183,,13,19,73,78
"Educación inicial (072)",4,1,1,2,,
"Primaria (073)",1445,34,190,467,606,148
"Secundaria (074)",2231,22,1058,810,310,31
"Superior no univ. incompleta (075)",315,,144,129,39,3
"Superior no univ. completa (076)",697,,225,320,137,15
"Superior univ. incompleta (077)",154,,80,47,25,2
"Superior univ. completa (078)",591,,141,269,174,7
"Ocupada (080)",4817,51,1421,1792,1285,268
"Sin nivel (081)",176,,13,15,73,75
"Educación inicial (082)",4,1,1,2,,
"Primaria (083)",1295,32,142,419,563,139
"Secundaria (084)",1797,18,797,671,282,29
"Superior no univ. incompleta (085)",258,,110,109,37,2
"Superior no univ. completa (086)",604,,175,281,134,14
"Superior univ. incompleta (087)",134,,69,39,24,2
"Superior univ. completa (088)",549,,114,256,172,7
"Desocupada (090)",803,6,431,271,79,16
"Sin nivel (091)",7,,,4,,3
"Primaria (093)",150,2,48,48,43,9
"Secundaria (094)",434,4,261,139,28,2
"Superior no univ. incompleta (095)",57,,34,20,2,1
"Superior no univ. completa (096)",93,,50,39,3,1
"Superior univ. incompleta (097)",20,,11,8,1,
"Superior univ. completa (098)",42,,27,13,2,
"No PEA (100)",10892,3649,3765,1514,1103,861
"Sin nivel (101)",775,40,24,67,212,432
"Educación inicial (102)",249,239,4,6,,
"Primaria (103)",4596,2518,388,703,647,340
"Secundaria (104)",3942,852,2354,527,172,37
"Superior no univ. incompleta (105)",469,,401,49,10,9
"Superior no univ. completa (106)",302,,161,86,25,30
"Superior univ. incompleta (107)",381,,346,23,8,4
"Superior univ. completa (108)",178,,87,53,29,9
,,,,,,
"RURAL (120)",26341,5836,7554,5306,4887,2758
"Sin nivel (121)",2639,129,109,201,859,1341
"Educación inicial (122)",322,308,8,6,,
"Primaria (123)",13283,4324,1846,2650,3134,1329
"Secundaria (124)",8183,1075,4534,1838,673,63
"Superior no univ. incompleta (125)",693,,457,168,65,3
"Superior no univ. completa (126)",598,,278,242,69,9
"Superior univ. incompleta (127)",292,,214,59,16,3
"Superior univ. completa (128)",331,,108,142,71,10
"PEA (130)",10193,93,3178,3206,2737,979
"Sin nivel (131)",790,11,37,77,324,341
"Educación inicial (132)",5,,4,1,,
"Primaria (133)",4588,62,880,1331,1723,592
"Secundaria (134)",3675,20,1814,1301,505,35
"Superior no univ. incompleta (135)",329,,145,128,53,3
"Superior no univ. completa (136)",437,,185,189,59,4
"Superior univ. incompleta (137)",105,,38,54,13,
"Superior univ. completa (138)",264,,75,125,60,4
"Ocupada (140)",8968,74,2577,2857,2532,928
"Sin nivel (141)",748,7,31,75,312,323
"Educación inicial (142)",5,,4,1,,
"Primaria (143)",4161,51,749,1205,1596,560
"Secundaria (144)",3082,16,1447,1138,447,34
"Superior no univ. incompleta (145)",293,,121,118,51,3
"Superior no univ. completa (146)",353,,139,154,56,4
"Superior univ. incompleta (147)",86,,25,50,11,
"Superior univ. completa (148)",240,,61,116,59,4
"Desocupada (150)",1225,19,601,349,205,51
"Sin nivel (151)",42,4,6,2,12,18
"Primaria (153)",427,11,131,126,127,32
"Secundaria (154)",593,4,367,163,58,1
"Superior no univ. incompleta (155)",36,,24,10,2,
"Superior no univ. completa (156)",84,,46,35,3,
"Superior univ. incompleta (157)",19,,13,4,2,
"Superior univ. completa (158)",24,,14,9,1,
"No PEA (160)",16148,5743,4376,2100,2150,1779
"Sin nivel (161)",1849,118,72,124,535,1000
"Educación inicial (162)",317,308,4,5,,
"Primaria (163)",8695,4262,966,1319,1411,737
"Secundaria (164)",4508,1055,2720,537,168,28
"Superior no univ. incompleta (165)",364,,312,40,12,
"Superior no univ. completa (166)",161,,93,53,10,5
"Superior univ. incompleta (167)",187,,176,5,3,3
"Superior univ. completa (168)",67,,33,17,11,6
