"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LAMPA (000)",48223,24061,24162,18659,9217,9442,29564,14844,14720
"Menores de 1 año (001)",738,388,350,316,166,150,422,222,200
"Menores de 1 mes (002)",72,35,37,30,14,16,42,21,21
"De 1 a 11 meses (003)",666,353,313,286,152,134,380,201,179
"De 1 a 4 años (004)",3710,1874,1836,1471,760,711,2239,1114,1125
"1 año (005)",833,398,435,359,181,178,474,217,257
"2 años (006)",938,525,413,387,221,166,551,304,247
"3 años (007)",1005,489,516,405,195,210,600,294,306
"4 años (008)",934,462,472,320,163,157,614,299,315
"De 5 a 9 años (009)",4884,2463,2421,1901,968,933,2983,1495,1488
"5 años (010)",922,465,457,360,186,174,562,279,283
"6 años (011)",905,449,456,359,178,181,546,271,275
"7 años (012)",1053,529,524,413,209,204,640,320,320
"8 años (013)",1022,514,508,372,194,178,650,320,330
"9 años (014)",982,506,476,397,201,196,585,305,280
"De 10 a 14 años (015)",5580,2843,2737,2165,1067,1098,3415,1776,1639
"10 años (016)",1081,534,547,381,194,187,700,340,360
"11 años (017)",998,494,504,405,183,222,593,311,282
"12 años (018)",1233,622,611,477,226,251,756,396,360
"13 años (019)",1108,585,523,449,245,204,659,340,319
"14 años (020)",1160,608,552,453,219,234,707,389,318
"De 15 a 19 años (021)",4832,2400,2432,2125,1065,1060,2707,1335,1372
"15 años (022)",1099,535,564,496,241,255,603,294,309
"16 años (023)",946,501,445,413,224,189,533,277,256
"17 años (024)",967,486,481,421,218,203,546,268,278
"18 años (025)",972,472,500,393,195,198,579,277,302
"19 años (026)",848,406,442,402,187,215,446,219,227
"De 20 a 24 años (027)",4379,2214,2165,1853,909,944,2526,1305,1221
"20 años (028)",1010,496,514,413,206,207,597,290,307
"21 años (029)",749,385,364,321,146,175,428,239,189
"22 años (030)",983,509,474,418,211,207,565,298,267
"23 años (031)",800,395,405,333,166,167,467,229,238
"24 años (032)",837,429,408,368,180,188,469,249,220
"De 25 a 29 años (033)",3960,2090,1870,1639,818,821,2321,1272,1049
"25 años (034)",905,490,415,391,213,178,514,277,237
"26 años (035)",762,395,367,284,133,151,478,262,216
"27 años (036)",827,430,397,353,183,170,474,247,227
"28 años (037)",795,423,372,319,154,165,476,269,207
"29 años (038)",671,352,319,292,135,157,379,217,162
"De 30 a 34 años (039)",3255,1686,1569,1338,665,673,1917,1021,896
"30 años (040)",884,446,438,359,165,194,525,281,244
"31 años (041)",517,285,232,209,110,99,308,175,133
"32 años (042)",669,370,299,265,151,114,404,219,185
"33 años (043)",619,307,312,239,117,122,380,190,190
"34 años (044)",566,278,288,266,122,144,300,156,144
"De 35 a 39 años (045)",3012,1451,1561,1209,553,656,1803,898,905
