"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAURA (000)",77761,2251,54,14458,32131,3550,4539,6935,13843
"Agric., ganadería, caza y silvicultura (001)",19688,1340,24,6952,8708,560,454,766,884
"Pesca (002)",1463,11,,352,801,43,68,49,139
"Explotación de minas y canteras (003)",162,,,15,64,7,12,13,51
"Industrias manufactureras (004)",5362,67,1,806,2514,288,442,461,783
"Suministro de electricidad, gas y agua (005)",159,1,,11,63,10,20,17,37
"Construcción (006)",4005,47,7,648,2271,199,194,297,342
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",15748,384,7,2784,6986,828,1160,1660,1939
"Venta, mant.y rep. veh.autom.y motoc. (008)",1431,6,,151,659,138,189,111,177
"Comercio al por mayor (009)",941,12,,83,384,56,96,135,175
"Comercio al por menor (010)",13376,366,7,2550,5943,634,875,1414,1587
"Hoteles y restaurantes (011)",3990,119,4,721,1947,187,236,436,340
"Trans., almac. y comunicaciones (012)",6793,60,3,730,3839,367,321,759,714
"Intermediación financiera (013)",462,,,3,54,21,37,107,240
"Activid.inmobil., empres. y de alquiler (014)",4089,15,,204,1238,270,324,634,1404
"Admin.pub. y defensa; p. segur.soc.afil (015)",2354,8,,69,470,116,307,367,1017
"Enseñanza (016)",5486,3,,16,251,182,319,488,4227
"Servicios sociales y de salud (017)",1662,3,,28,170,80,247,198,936
"Otras activ. serv.comun.soc y personales (018)",2408,37,1,321,937,220,181,336,375
"Hogares privados con servicio doméstico (019)",2125,83,5,472,1130,89,93,156,97
"Actividad economica no especificada (021)",1805,73,2,326,688,83,124,191,318
"Hombres (022)",51264,1022,30,9717,23413,2387,2545,4373,7777
"Agric., ganadería, caza y silvicultura (023)",15732,708,14,5416,7403,472,348,638,733
"Pesca (024)",1404,10,,341,789,42,64,44,114
"Explotación de minas y canteras (025)",155,,,15,64,6,11,13,46
"Industrias manufactureras (026)",4161,48,,629,2025,231,325,321,582
"Suministro de electricidad, gas y agua (027)",139,1,,11,58,10,16,12,31
"Construcción (028)",3920,47,7,640,2243,194,186,283,320
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",8077,90,3,1172,3832,470,542,902,1066
"Venta, mant.y rep. veh.autom.y motoc. (030)",1327,5,,145,612,134,174,104,153
"Comercio al por mayor (031)",622,2,,44,273,40,50,100,113
"Comercio al por menor (032)",6128,83,3,983,2947,296,318,698,800
"Hoteles y restaurantes (033)",1304,14,2,176,687,57,61,177,130
"Trans., almac. y comunicaciones (034)",6316,59,3,710,3660,326,266,665,627
"Intermediación financiera (035)",261,,,1,34,8,16,60,142
"Activid.inmobil., empres. y de alquiler (036)",3048,13,,178,1052,214,208,457,926
"Admin.pub. y defensa; p. segur.soc.afil (037)",1528,4,,61,379,69,199,216,600
"Enseñanza (038)",2297,2,,12,129,74,121,210,1749
"Servicios sociales y de salud (039)",528,,,7,68,34,56,64,299
"Otras activ. serv.comun.soc y personales (040)",1382,7,1,164,556,139,73,208,234
"Hogares privados con servicio doméstico (041)",86,4,,18,48,2,2,5,7
