"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMALIES (000)",18368,1721,22,9151,5427,340,854,183,670
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",77,,,4,21,3,16,3,30
"Profes., científicos e intelectuales (002)",1050,,,,10,39,441,34,526
"Técnicos de nivel medio ytrab.asimilados (003)",203,1,,4,28,26,95,32,17
"Jefes y empleados de oficina (004)",198,,,4,72,31,58,13,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",908,21,3,315,407,48,61,22,31
"Agricult.trabaj. calif.agrop. y pesquros (006)",6504,640,4,3890,1808,62,52,30,18
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",361,9,1,133,163,11,32,6,6
"Obreros. construc., conf., papel, fab., instr (008)",352,7,,131,177,16,11,6,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",8240,976,14,4437,2626,90,71,17,9
"Otra (010)",34,,,,7,,5,19,3
"Ocupación no especificada (011)",441,67,,233,108,14,12,1,6
"Hombres (012)",14186,1020,15,7315,4537,236,507,137,419
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",58,,,3,15,3,11,3,23
"Profes., científicos e intelectuales (014)",591,,,,2,20,241,15,313
"Técnicos de nivel medio ytrab.asimilados (015)",128,1,,3,17,20,54,24,9
"Jefes y empleados de oficina (016)",134,,,4,53,20,31,9,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",353,2,3,100,180,17,21,11,19
"Agricult.trabaj. calif.agrop. y pesquros (018)",5915,453,4,3584,1723,57,50,29,15
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",307,3,1,112,145,9,26,6,5
"Obreros. construc., conf., papel, fab., instr (020)",350,7,,131,176,16,10,6,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",6179,547,7,3300,2184,68,50,15,8
"Otra (022)",34,,,,7,,5,19,3
"Ocupación no especificada (023)",137,7,,78,35,6,8,,3
"Mujeres (024)",4182,701,7,1836,890,104,347,46,251
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",19,,,1,6,,5,,7
"Profes., científicos e intelectuales (026)",459,,,,8,19,200,19,213
"Técnicos de nivel medio ytrab.asimilados (027)",75,,,1,11,6,41,8,8
"Jefes y empleados de oficina (028)",64,,,,19,11,27,4,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",555,19,,215,227,31,40,11,12
"Agricult.trabaj. calif.agrop. y pesquros (030)",589,187,,306,85,5,2,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",54,6,,21,18,2,6,,1
"Obreros. construc., conf., papel, fab., instr (032)",2,,,,1,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2061,429,7,1137,442,22,21,2,1
"Ocupación no especificada (035)",304,60,,155,73,8,4,1,3
,,,,,,,,,
"URBANA (036)",5290,270,10,1928,1623,201,645,126,487
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",54,,,3,13,1,13,2,22
"Profes., científicos e intelectuales (038)",781,,,,8,28,346,26,373
