"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CARABAYA (000)",2676,40,1470,765,329,72
"Conviviente (001)",1010,1,445,439,112,13
"Separado(a) (002)",77,,23,33,20,1
"Casado(a) (003)",377,,19,169,150,39
"Viudo(a) (004)",66,,5,10,35,16
"Divorciado(a) (005)",10,,2,4,2,2
"Soltero(a) (006)",1136,39,976,110,10,1
"Hombres (008)",2075,21,1053,651,290,60
"Conviviente (009)",893,1,373,402,106,11
"Separado(a) (010)",35,,8,16,11,
"Casado(a) (011)",327,,16,141,135,35
"Viudo(a) (012)",51,,2,8,30,11
"Divorciado(a) (013)",8,,,4,2,2
"Soltero(a) (014)",761,20,654,80,6,1
"Mujeres (016)",601,19,417,114,39,12
"Conviviente (017)",117,,72,37,6,2
"Separado(a) (018)",42,,15,17,9,1
"Casado(a) (019)",50,,3,28,15,4
"Viudo(a) (020)",15,,3,2,5,5
"Divorciado(a) (021)",2,,2,,,
"Soltero(a) (022)",375,19,322,30,4,
,,,,,,
"AREA URBANA (024)",1490,20,786,437,209,38
"Conviviente (025)",628,1,280,263,75,9
"Separado(a) (026)",46,,12,21,12,1
"Casado(a) (027)",220,,9,99,91,21
"Viudo(a) (028)",39,,4,6,24,5
"Divorciado(a) (029)",7,,2,3,,2
"Soltero(a) (030)",550,19,479,45,7,
"Hombres (032)",1123,9,543,357,184,30
"Conviviente (033)",543,1,232,234,69,7
"Separado(a) (034)",18,,4,6,8,
"Casado(a) (035)",186,,7,79,82,18
"Viudo(a) (036)",29,,1,4,21,3
"Divorciado(a) (037)",5,,,3,,2
"Soltero(a) (038)",342,8,299,31,4,
"Mujeres (040)",367,11,243,80,25,8
"Conviviente (041)",85,,48,29,6,2
"Separado(a) (042)",28,,8,15,4,1
"Casado(a) (043)",34,,2,20,9,3
"Viudo(a) (044)",10,,3,2,3,2
"Divorciado(a) (045)",2,,2,,,
"Soltero(a) (046)",208,11,180,14,3,
,,,,,,
"AREA RURAL (048)",1186,20,684,328,120,34
"Conviviente (049)",382,,165,176,37,4
"Separado(a) (050)",31,,11,12,8,
"Casado(a) (051)",157,,10,70,59,18
"Viudo(a) (052)",27,,1,4,11,11
"Divorciado(a) (053)",3,,,1,2,
"Soltero(a) (054)",586,20,497,65,3,1
"Hombres (056)",952,12,510,294,106,30
"Conviviente (057)",350,,141,168,37,4
"Separado(a) (058)",17,,4,10,3,
"Casado(a) (059)",141,,9,62,53,17
"Viudo(a) (060)",22,,1,4,9,8
"Divorciado(a) (061)",3,,,1,2,
"Soltero(a) (062)",419,12,355,49,2,1
"Mujeres (064)",234,8,174,34,14,4
"Conviviente (065)",32,,24,8,,
"Separado(a) (066)",14,,7,2,5,
"Casado(a) (067)",16,,1,8,6,1
"Viudo(a) (068)",5,,,,2,3
"Soltero(a) (070)",167,8,142,16,1,
