"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHOTA (000)",45396,766,14405,15075,10937,4213
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",76,,11,36,28,1
"Profes., científicos e intelectuales (002)",3221,,585,1828,794,14
"Técnicos de nivel medio y trab. asimilados (003)",754,1,239,343,158,13
"Jefes y empleados de oficina (004)",680,,234,278,163,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2385,31,676,900,602,176
"Agricult. trabaj. calif.agrop. y pesqueros (006)",18519,112,4372,5969,5365,2701
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1798,19,708,641,342,88
"Obreros construc., conf., papel, fab., instr. (008)",1501,4,563,594,303,37
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",15183,593,6630,4082,2843,1035
"Otra (010)",138,,20,56,62,
"Ocupación no especificada (011)",1141,6,367,348,277,143
"Hombres (012)",35719,563,11168,11597,8767,3624
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",58,,6,27,24,1
"Profes., científicos e intelectuales (014)",1925,,302,1072,538,13
"Técnicos de nivel medio y trab. asimilados (015)",481,,145,210,114,12
"Jefes y empleados de oficina (016)",394,,121,168,100,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1101,20,278,408,301,94
"Agricult. trabaj. calif.agrop. y pesqueros (018)",17102,88,3985,5532,4965,2532
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1005,8,329,389,216,63
"Obreros construc., conf., papel, fab., instr. (020)",1401,4,524,567,276,30
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",11767,439,5333,3081,2088,826
"Otra (022)",136,,20,55,61,
"Ocupación no especificada (023)",349,4,125,88,84,48
"Mujeres (024)",9677,203,3237,3478,2170,589
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",18,,5,9,4,
"Profes., científicos e intelectuales (026)",1296,,283,756,256,1
"Técnicos de nivel medio y trab. asimilados (027)",273,1,94,133,44,1
"Jefes y empleados de oficina (028)",286,,113,110,63,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1284,11,398,492,301,82
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1417,24,387,437,400,169
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",793,11,379,252,126,25
"Obreros construc., conf., papel, fab., instr. (032)",100,,39,27,27,7
