"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,1948,1962,9169,157,3342,257
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",37,37,,,,,
"Profes., científicos e intelectuales (002)",958,918,,34,3,3,
"Técnicos de nivel medio y trab. asimilados (003)",242,173,,48,14,7,
"Jefes y empleados de oficina (004)",215,215,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1105,145,27,765,22,146,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7390,1,,7300,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",652,,374,259,9,10,
"Obreros construc.,conf.,papel, fab., instr. (008)",300,17,113,158,9,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5345,149,1361,431,5,3142,257
"Otra (010)",219,219,,,,,
"Ocupación no especificada (011)",372,74,87,174,6,31,
"Hombres (012)",12563,1279,1737,7650,138,1705,54
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",26,26,,,,,
"Profes., científicos e intelectuales (014)",571,545,,23,1,2,
"Técnicos de nivel medio y trab. asimilados (015)",174,118,,38,13,5,
"Jefes y empleados de oficina (016)",131,131,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",553,86,5,404,17,41,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6654,1,,6570,83,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",598,,365,218,8,7,
"Obreros construc.,conf.,papel, fab., instr. (020)",288,17,113,147,9,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3151,87,1188,185,4,1633,54
"Otra (022)",215,215,,,,,
"Ocupación no especificada (023)",202,53,66,65,3,15,
"Mujeres (024)",4272,669,225,1519,19,1637,203
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,11,,,,,
"Profes., científicos e intelectuales (026)",387,373,,11,2,1,
"Técnicos de nivel medio y trab. asimilados (027)",68,55,,10,1,2,
"Jefes y empleados de oficina (028)",84,84,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",552,59,22,361,5,105,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",736,,,730,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",54,,9,41,1,3,
"Obreros construc.,conf.,papel, fab., instr. (032)",12,,,11,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2194,62,173,246,1,1509,203
"Otra (034)",4,4,,,,,
"Ocupación no especificada (035)",170,21,21,109,3,16,
,,,,,,,
"URBANA (036)",4864,1308,818,2093,66,402,177
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,23,,,,,
"Profes., científicos e intelectuales (038)",583,552,,27,2,2,
"Técnicos de nivel medio y trab. asimilados (039)",185,141,,36,5,3,
"Jefes y empleados de oficina (040)",194,194,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",786,117,15,529,18,107,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",797,,,779,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",488,,283,188,8,9,
"Obreros construc.,conf.,papel, fab., instr. (044)",232,15,71,136,8,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1269,115,389,326,1,261,177
"Otra (046)",91,91,,,,,
"Ocupación no especificada (047)",216,60,60,72,6,18,
"Hombres (048)",3331,821,749,1454,52,217,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,16,,,,,
"Profes., científicos e intelectuales (050)",336,315,,19,,2,
"Técnicos de nivel medio y trab. asimilados (051)",125,91,,28,4,2,
"Jefes y empleados de oficina (052)",116,116,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",375,74,4,256,13,28,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",700,,,684,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",444,,276,154,7,7,
"Obreros construc.,conf.,papel, fab., instr. (056)",228,15,71,132,8,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",759,65,351,138,1,166,38
"Otra (058)",87,87,,,,,
"Ocupación no especificada (059)",145,42,47,43,3,10,
"Mujeres (060)",1533,487,69,639,14,185,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",247,237,,8,2,,
"Técnicos de nivel medio y trab. asimilados (063)",60,50,,8,1,1,
"Jefes y empleados de oficina (064)",78,78,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",411,43,11,273,5,79,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",97,,,95,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",44,,7,34,1,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,,,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",510,50,38,188,,95,139
"Otra (070)",4,4,,,,,
"Ocupación no especificada (071)",71,18,13,29,3,8,
,,,,,,,
"RURAL (072)",11971,640,1144,7076,91,2940,80
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,14,,,,,
"Profes., científicos e intelectuales (074)",375,366,,7,1,1,
"Técnicos de nivel medio y trab. asimilados (075)",57,32,,12,9,4,
"Jefes y empleados de oficina (076)",21,21,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",319,28,12,236,4,39,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6593,1,,6521,71,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",164,,91,71,1,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",68,2,42,22,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4076,34,972,105,4,2881,80
"Otra (082)",128,128,,,,,
"Ocupación no especificada (083)",156,14,27,102,,13,
"Hombres (084)",9232,458,988,6196,86,1488,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,10,,,,,
"Profes., científicos e intelectuales (086)",235,230,,4,1,,
"Técnicos de nivel medio y trab. asimilados (087)",49,27,,10,9,3,
"Jefes y empleados de oficina (088)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",178,12,1,148,4,13,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5954,1,,5886,67,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",154,,89,64,1,,
"Obreros construc.,conf.,papel, fab., instr. (092)",60,2,42,15,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2392,22,837,47,3,1467,16
"Otra (094)",128,128,,,,,
"Ocupación no especificada (095)",57,11,19,22,,5,
"Mujeres (096)",2739,182,156,880,5,1452,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",140,136,,3,,1,
