"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARI (000)",15743,3427,5133,5452,97,1411,223
"Sin nivel (001)",1836,40,466,1008,6,264,52
"Educación inicial (002)",15,,7,5,,3,
"Primaria (003)",4516,119,1477,2257,20,575,68
"Secundaria (004)",4349,551,1813,1466,24,424,71
"Superior no univ. incompleta (005)",980,348,370,193,18,41,10
"Superior no univ. completa (006)",2393,1308,672,323,13,66,11
"Superior univ. incompleta (007)",426,194,164,55,2,9,2
"Superior univ. completa (008)",1228,867,164,145,14,29,9
"Hombres (010)",12904,2373,4825,4607,77,1005,17
"Sin nivel (011)",1333,13,383,811,3,121,2
"Educación inicial (012)",13,,6,5,,2,
"Primaria (013)",3924,83,1376,2020,14,426,5
"Secundaria (014)",3771,411,1735,1249,19,353,4
"Superior no univ. incompleta (015)",828,269,358,149,17,34,1
"Superior no univ. completa (016)",1781,831,649,239,10,48,4
"Superior univ. incompleta (017)",348,147,162,33,2,4,
"Superior univ. completa (018)",906,619,156,101,12,17,1
"Mujeres (020)",2839,1054,308,845,20,406,206
"Sin nivel (021)",503,27,83,197,3,143,50
"Educación inicial (022)",2,,1,,,1,
"Primaria (023)",592,36,101,237,6,149,63
"Secundaria (024)",578,140,78,217,5,71,67
"Superior no univ. incompleta (025)",152,79,12,44,1,7,9
"Superior no univ. completa (026)",612,477,23,84,3,18,7
"Superior univ. incompleta (027)",78,47,2,22,,5,2
"Superior univ. completa (028)",322,248,8,44,2,12,8
,,,,,,,
"URBANA (030)",6208,2064,1419,2082,66,426,151
"Sin nivel (031)",324,15,77,159,2,39,32
"Educación inicial (032)",3,,1,1,,1,
"Primaria (033)",1363,63,418,697,8,129,48
"Secundaria (034)",1794,266,615,699,16,156,42
"Superior no univ. incompleta (035)",451,172,105,123,14,28,9
"Superior no univ. completa (036)",1308,895,126,227,12,39,9
"Superior univ. incompleta (037)",200,108,29,53,2,6,2
"Superior univ. completa (038)",765,545,48,123,12,28,9
"Hombres (040)",4405,1254,1288,1541,58,251,13
"Sin nivel (041)",165,5,52,96,2,8,2
"Educación inicial (042)",3,,1,1,,1,
"Primaria (043)",1033,41,372,544,6,66,4
"Secundaria (044)",1421,172,580,539,14,114,2
"Superior no univ. incompleta (045)",337,112,98,90,13,23,1
"Superior no univ. completa (046)",811,506,113,157,10,22,3
"Superior univ. incompleta (047)",128,67,27,31,2,1,
"Superior univ. completa (048)",507,351,45,83,11,16,1
"Mujeres (050)",1803,810,131,541,8,175,138
"Sin nivel (051)",159,10,25,63,,31,30
"Primaria (053)",330,22,46,153,2,63,44
"Secundaria (054)",373,94,35,160,2,42,40
"Superior no univ. incompleta (055)",114,60,7,33,1,5,8
"Superior no univ. completa (056)",497,389,13,70,2,17,6
"Superior univ. incompleta (057)",72,41,2,22,,5,2
"Superior univ. completa (058)",258,194,3,40,1,12,8
,,,,,,,
"RURAL (060)",9535,1363,3714,3370,31,985,72
"Sin nivel (061)",1512,25,389,849,4,225,20
"Educación inicial (062)",12,,6,4,,2,
"Primaria (063)",3153,56,1059,1560,12,446,20
"Secundaria (064)",2555,285,1198,767,8,268,29
"Superior no univ. incompleta (065)",529,176,265,70,4,13,1
"Superior no univ. completa (066)",1085,413,546,96,1,27,2
"Superior univ. incompleta (067)",226,86,135,2,,3,
"Superior univ. completa (068)",463,322,116,22,2,1,
"Hombres (070)",8499,1119,3537,3066,19,754,4
"Sin nivel (071)",1168,8,331,715,1,113,
"Educación inicial (072)",10,,5,4,,1,
"Primaria (073)",2891,42,1004,1476,8,360,1
"Secundaria (074)",2350,239,1155,710,5,239,2
"Superior no univ. incompleta (075)",491,157,260,59,4,11,
"Superior no univ. completa (076)",970,325,536,82,,26,1
"Superior univ. incompleta (077)",220,80,135,2,,3,
"Superior univ. completa (078)",399,268,111,18,1,1,
"Mujeres (080)",1036,244,177,304,12,231,68
"Sin nivel (081)",344,17,58,134,3,112,20
"Educación inicial (082)",2,,1,,,1,
"Primaria (083)",262,14,55,84,4,86,19
"Secundaria (084)",205,46,43,57,3,29,27
"Superior no univ. incompleta (085)",38,19,5,11,,2,1
"Superior no univ. completa (086)",115,88,10,14,1,1,1
"Superior univ. incompleta (087)",6,6,,,,,
"Superior univ. completa (088)",64,54,5,4,1,,
