"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",88,,,2,25,11,28,3,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",170,2,,51,87,9,13,3,5
"Agricult.trabaj. calif.agrop. y pesquros (042)",347,27,,173,128,7,7,4,1
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",66,1,,13,35,3,11,1,2
"Obreros. construc., conf., papel, fab., instr (044)",84,1,,16,44,13,6,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",429,26,2,160,215,12,6,3,5
"Otra (046)",18,,,,,,12,2,4
"Ocupación no especificada (047)",48,4,,15,23,2,,1,3
"Hombres (048)",1016,17,,230,405,72,141,29,122
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",11,,,,4,,4,,3
"Profes., científicos e intelectuales (050)",175,,,,8,16,51,17,83
"Técnicos de nivel medio ytrab.asimilados (051)",65,,,5,12,11,30,,7
"Jefes y empleados de oficina (052)",52,,,2,19,5,14,,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",85,,,24,48,5,6,1,1
"Agricult.trabaj. calif.agrop. y pesquros (054)",249,12,,115,103,7,7,4,1
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",60,1,,11,34,3,8,1,2
"Obreros. construc., conf., papel, fab., instr (056)",83,1,,16,43,13,6,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",196,3,,51,121,11,3,3,4
"Otra (058)",18,,,,,,12,2,4
"Ocupación no especificada (059)",22,,,6,13,1,,,2
"Mujeres (060)",601,46,2,211,189,27,59,13,54
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,2,,1,,
"Profes., científicos e intelectuales (062)",86,,,,6,13,27,5,35
"Técnicos de nivel medio ytrab.asimilados (063)",27,2,,6,5,2,4,2,6
"Jefes y empleados de oficina (064)",36,,,,6,6,14,3,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",85,2,,27,39,4,7,2,4
"Agricult.trabaj. calif.agrop. y pesquros (066)",98,15,,58,25,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",6,,,2,1,,3,,
"Obreros. construc., conf., papel, fab., instr (068)",1,,,,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",233,23,2,109,94,1,3,,1
"Ocupación no especificada (071)",26,4,,9,10,1,,1,1
,,,,,,,,,
"RURAL (072)",8750,1514,18,4628,2007,187,224,61,111
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",20,,,1,5,4,3,,7
"Profes., científicos e intelectuales (074)",489,,,,52,137,175,36,89
"Técnicos de nivel medio ytrab.asimilados (075)",48,,,2,20,8,14,2,2
"Jefes y empleados de oficina (076)",24,,,,14,3,4,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",142,6,,64,60,2,5,3,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",4629,722,5,2606,1252,22,10,11,1
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",75,2,,21,47,2,3,,
"Obreros. construc., conf., papel, fab., instr (080)",99,7,,36,54,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3042,738,10,1803,479,6,5,1,
"Otra (082)",23,,,,5,1,2,8,7
"Ocupación no especificada (083)",159,39,3,95,19,1,2,,
"Hombres (084)",5007,394,4,2531,1642,135,165,54,82
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",19,,,1,5,4,3,,6
"Profes., científicos e intelectuales (086)",341,,,,34,89,127,29,62
"Técnicos de nivel medio ytrab.asimilados (087)",42,,,2,20,7,9,2,2
"Jefes y empleados de oficina (088)",22,,,,14,3,3,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",88,,,36,44,1,2,3,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",3422,306,3,1943,1127,21,10,11,1
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",69,1,,18,46,2,2,,
"Obreros. construc., conf., papel, fab., instr (092)",98,7,,36,53,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",841,76,1,468,285,6,4,1,
"Otra (094)",23,,,,5,1,2,8,7
"Ocupación no especificada (095)",42,4,,27,9,,2,,
"Mujeres (096)",3743,1120,14,2097,365,52,59,7,29
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",148,,,,18,48,48,7,27
"Técnicos de nivel medio ytrab.asimilados (099)",6,,,,,1,5,,
"Jefes y empleados de oficina (100)",2,,,,,,1,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",54,6,,28,16,1,3,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",1207,416,2,663,125,1,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",6,1,,3,1,,1,,
"Obreros. construc., conf., papel, fab., instr (104)",1,,,,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2201,662,9,1335,194,,1,,
"Ocupación no especificada (107)",117,35,3,68,10,1,,,
