"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TOCACHE (000)",29486,644,10499,10581,6628,1134
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",50,,8,21,19,2
"Profes., científicos e intelectuales (002)",1608,,349,932,318,9
"Técnicos de nivel medio y trab. asimilados (003)",797,1,304,314,153,25
"Jefes y empleados de oficina (004)",764,,288,349,126,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2453,44,758,991,574,86
"Agricult. trabaj. calif.agrop. y pesqueros (006)",10582,56,2685,3897,3208,736
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1292,15,441,482,325,29
"Obreros construc., conf., papel, fab., instr. (008)",1638,1,569,628,417,23
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8939,515,4310,2612,1309,193
"Otra (010)",730,,554,132,44,
"Ocupación no especificada (011)",633,12,233,223,135,30
"Hombres (012)",23032,477,8376,8000,5235,944
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",39,,3,16,18,2
"Profes., científicos e intelectuales (014)",904,,172,517,208,7
"Técnicos de nivel medio y trab. asimilados (015)",580,1,218,224,114,23
"Jefes y empleados de oficina (016)",504,,151,251,101,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",999,23,295,367,265,49
"Agricult. trabaj. calif.agrop. y pesqueros (018)",9787,52,2496,3632,2930,677
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1155,13,405,416,295,26
"Obreros construc., conf., papel, fab., instr. (020)",1616,1,559,621,412,23
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",6516,379,3466,1747,795,129
"Otra (022)",683,,509,130,44,
"Ocupación no especificada (023)",249,8,102,79,53,7
"Mujeres (024)",6454,167,2123,2581,1393,190
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",11,,5,5,1,
"Profes., científicos e intelectuales (026)",704,,177,415,110,2
"Técnicos de nivel medio y trab. asimilados (027)",217,,86,90,39,2
"Jefes y empleados de oficina (028)",260,,137,98,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1454,21,463,624,309,37
"Agricult. trabaj. calif.agrop. y pesqueros (030)",795,4,189,265,278,59
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",137,2,36,66,30,3
"Obreros construc., conf., papel, fab., instr. (032)",22,,10,7,5,
