"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAURA (000)",77761,680,24922,28201,20021,3937
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",163,,16,57,82,8
"Profes., científicos e intelectuales (002)",8562,,1878,3980,2548,156
"Técnicos de nivel medio y trab. asimilados (003)",3924,3,1398,1542,879,102
"Jefes y empleados de oficina (004)",3531,,1394,1324,777,36
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13083,83,3955,4829,3508,708
"Agricult. trabaj. calif.agrop. y pesqueros (006)",8048,41,1648,2522,2671,1166
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5290,20,1890,1790,1334,256
"Obreros construc., conf., papel, fab., instr. (008)",8858,27,2911,3491,2156,273
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",24371,496,9256,7935,5576,1108
"Otra (010)",424,,59,233,132,
"Ocupación no especificada (011)",1507,10,517,498,358,124
"Hombres (012)",51264,479,16690,17835,13303,2957
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",105,,6,35,60,4
"Profes., científicos e intelectuales (014)",4158,,833,1806,1389,130
"Técnicos de nivel medio y trab. asimilados (015)",2523,3,888,975,577,80
"Jefes y empleados de oficina (016)",1672,,544,635,465,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",5867,48,1871,2082,1492,374
"Agricult. trabaj. calif.agrop. y pesqueros (018)",7111,36,1467,2227,2338,1043
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",4467,18,1626,1462,1130,231
"Obreros construc., conf., papel, fab., instr. (020)",8637,22,2830,3418,2101,266
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",15520,345,6300,4699,3433,743
"Otra (022)",399,,47,222,130,
"Ocupación no especificada (023)",805,7,278,274,188,58
"Mujeres (024)",26497,201,8232,10366,6718,980
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",58,,10,22,22,4
"Profes., científicos e intelectuales (026)",4404,,1045,2174,1159,26
"Técnicos de nivel medio y trab. asimilados (027)",1401,,510,567,302,22
"Jefes y empleados de oficina (028)",1859,,850,689,312,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",7216,35,2084,2747,2016,334
"Agricult. trabaj. calif.agrop. y pesqueros (030)",937,5,181,295,333,123
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",823,2,264,328,204,25
