"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",55,9,20,11,9,6
"Primaria (033)",444,37,215,112,64,16
"Secundaria (034)",454,10,315,95,31,3
"Superior no univ. incompleta (035)",34,,25,7,2,
"Superior no univ. completa (036)",21,,12,7,2,
"Superior univ. incompleta (037)",18,,12,4,2,
"Superior univ. completa (038)",15,,7,7,1,
"No PEA (040)",26310,11840,8329,3177,2073,891
"Sin nivel (041)",2015,446,260,356,554,399
"Educación inicial (042)",496,480,12,4,,
"Primaria (043)",16370,9687,3376,1729,1145,433
"Secundaria (044)",6740,1227,4285,892,288,48
"Superior no univ. incompleta (045)",294,,212,63,17,2
"Superior no univ. completa (046)",136,,54,58,21,3
"Superior univ. incompleta (047)",157,,103,40,14,
"Superior univ. completa (048)",102,,27,35,34,6
,,,,,,
"URBANA (060)",13646,3555,4933,2967,1725,466
"Sin nivel (061)",472,77,59,86,138,112
"Educación inicial (062)",167,157,6,4,,
"Primaria (063)",5602,2640,998,893,779,292
"Secundaria (064)",5564,681,3168,1198,476,41
"Superior no univ. incompleta (065)",464,,279,136,47,2
"Superior no univ. completa (066)",470,,169,223,72,6
"Superior univ. incompleta (067)",315,,122,131,60,2
"Superior univ. completa (068)",592,,132,296,153,11
"PEA (070)",5370,120,2050,1899,1101,200
"Sin nivel (071)",138,2,16,34,48,38
"Educación inicial (072)",7,2,2,3,,
"Primaria (073)",1513,83,409,454,437,130
"Secundaria (074)",2346,33,1186,767,341,19
"Superior no univ. incompleta (075)",257,,130,92,33,2
"Superior no univ. completa (076)",368,,131,175,59,3
"Superior univ. incompleta (077)",218,,60,103,53,2
"Superior univ. completa (078)",523,,116,271,130,6
"Ocupada (080)",4864,102,1753,1780,1040,189
"Sin nivel (081)",131,1,14,33,47,36
"Educación inicial (082)",7,2,2,3,,
"Primaria (083)",1352,71,344,408,408,121
"Secundaria (084)",2073,28,996,715,315,19
"Superior no univ. incompleta (085)",233,,112,86,33,2
"Superior no univ. completa (086)",350,,121,169,57,3
"Superior univ. incompleta (087)",206,,54,99,51,2
"Superior univ. completa (088)",512,,110,267,129,6
"Desocupada (090)",506,18,297,119,61,11
"Sin nivel (091)",7,1,2,1,1,2
"Primaria (093)",161,12,65,46,29,9
"Secundaria (094)",273,5,190,52,26,
"Superior no univ. incompleta (095)",24,,18,6,,
"Superior no univ. completa (096)",18,,10,6,2,
"Superior univ. incompleta (097)",12,,6,4,2,
"Superior univ. completa (098)",11,,6,4,1,
"No PEA (100)",8276,3435,2883,1068,624,266
"Sin nivel (101)",334,75,43,52,90,74
"Educación inicial (102)",160,155,4,1,,
"Primaria (103)",4089,2557,589,439,342,162
"Secundaria (104)",3218,648,1982,431,135,22
"Superior no univ. incompleta (105)",207,,149,44,14,
"Superior no univ. completa (106)",102,,38,48,13,3
"Superior univ. incompleta (107)",97,,62,28,7,
"Superior univ. completa (108)",69,,16,25,23,5
,,,,,,
"RURAL (120)",30540,8861,10608,5794,4030,1247
"Sin nivel (121)",2862,412,404,603,898,545
"Educación inicial (122)",350,329,17,4,,
"Primaria (123)",19374,7502,5531,3273,2443,625
"Secundaria (124)",6991,618,4287,1513,509,64
"Superior no univ. incompleta (125)",251,,142,76,27,6
"Superior no univ. completa (126)",205,,71,88,44,2
"Superior univ. incompleta (127)",210,,88,78,43,1
"Superior univ. completa (128)",297,,68,159,66,4
"PEA (130)",12506,456,5162,3685,2581,622
"Sin nivel (131)",1181,41,187,299,434,220
"Educación inicial (132)",14,4,9,1,,
"Primaria (133)",7093,372,2744,1983,1640,354
"Secundaria (134)",3469,39,1984,1052,356,38
"Superior no univ. incompleta (135)",164,,79,57,24,4
"Superior no univ. completa (136)",171,,55,78,36,2
"Superior univ. incompleta (137)",150,,47,66,36,1
"Superior univ. completa (138)",264,,57,149,55,3
"Ocupada (140)",11971,418,4853,3561,2531,608
"Sin nivel (141)",1133,33,169,289,426,216
"Educación inicial (142)",14,4,9,1,,
"Primaria (143)",6810,347,2594,1917,1605,347
"Secundaria (144)",3288,34,1859,1009,351,35
"Superior no univ. incompleta (145)",154,,72,56,22,4
"Superior no univ. completa (146)",168,,53,77,36,2
"Superior univ. incompleta (147)",144,,41,66,36,1
"Superior univ. completa (148)",260,,56,146,55,3
"Desocupada (150)",535,38,309,124,50,14
"Sin nivel (151)",48,8,18,10,8,4
"Primaria (153)",283,25,150,66,35,7
"Secundaria (154)",181,5,125,43,5,3
"Superior no univ. incompleta (155)",10,,7,1,2,
"Superior no univ. completa (156)",3,,2,1,,
"Superior univ. incompleta (157)",6,,6,,,
"Superior univ. completa (158)",4,,1,3,,
"No PEA (160)",18034,8405,5446,2109,1449,625
"Sin nivel (161)",1681,371,217,304,464,325
"Educación inicial (162)",336,325,8,3,,
"Primaria (163)",12281,7130,2787,1290,803,271
"Secundaria (164)",3522,579,2303,461,153,26
"Superior no univ. incompleta (165)",87,,63,19,3,2
"Superior no univ. completa (166)",34,,16,10,8,
"Superior univ. incompleta (167)",60,,41,12,7,
"Superior univ. completa (168)",33,,11,10,11,1
