"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LIMA (000)",2272815,27861,72135,158000,250822,392437,604012,767548
"De 12 a 14 años (001)",2810,,,,,,91,2719
"De 15 a 19 años (002)",35937,,,,,,18075,17862
"De 20 a 24 años (003)",223595,,,,,549,89808,133238
"De 25 a 29 años (004)",300906,,,,,12709,138595,149602
"De 30 a 34 años (005)",298770,,,,84,41497,148504,108685
"De 35 a 39 años (006)",274317,,,,3248,74124,120388,76557
"De 40 a 44 años (007)",241598,,,33,17478,97791,65956,60340
"De 45 a 49 años (008)",205179,,,1703,44760,91084,20044,47588
"De 50 y más años (009)",689703,27861,72135,156264,185252,74683,2551,170957
"Conviviente (010)",605565,709,2862,10634,33145,103975,286682,167558
"De 12 a 14 años (011)",1818,,,,,,29,1789
"De 15 a 19 años (012)",22553,,,,,,11288,11265
"De 20 a 24 años (013)",92881,,,,,252,57302,35327
"De 25 a 29 años (014)",121450,,,,,5936,79070,36444
"De 30 a 34 años (015)",113041,,,,22,17009,68252,27758
"De 35 a 39 años (016)",87782,,,,997,24620,44190,17975
"De 40 a 44 años (017)",61308,,,8,4191,24177,20360,12572
"De 45 a 49 años (018)",40077,,,299,7416,18671,5547,8144
"De 50 y más años (019)",64655,709,2862,10327,20519,13310,644,16284
"Separado(a) (020)",155789,815,3322,11046,23110,38476,38240,40780
"De 12 a 14 años (021)",166,,,,,,9,157
"De 15 a 19 años (022)",2719,,,,,,1297,1422
"De 20 a 24 años (023)",10072,,,,,44,6233,3795
"De 25 a 29 años (024)",15917,,,,,1487,9202,5228
"De 30 a 34 años (025)",19851,,,,9,4994,9060,5788
"De 35 a 39 años (026)",21013,,,,424,8340,7073,5176
"De 40 a 44 años (027)",20104,,,4,2168,9406,3879,4647
"De 45 a 49 años (028)",18001,,,233,4865,7859,1319,3725
"De 50 y más años (029)",47946,815,3322,10809,15644,6346,168,10842
"Casado(a) (030)",875609,5899,30626,91305,150621,199375,215907,181876
"De 12 a 14 años (031)",235,,,,,,1,234
"De 15 a 19 años (032)",2751,,,,,,805,1946
"De 20 a 24 años (033)",19041,,,,,45,11181,7815
"De 25 a 29 años (034)",53051,,,,,2034,34159,16858
"De 30 a 34 años (035)",94443,,,,11,11505,58631,24296
"De 35 a 39 años (036)",115204,,,,932,30810,60737,22725
"De 40 a 44 años (037)",119791,,,3,7728,53380,37233,21447
"De 45 a 49 años (038)",111583,,,694,25237,55278,11653,18721
"De 50 y más años (039)",359510,5899,30626,90608,116713,46323,1507,67834
"Viudo(a) (040)",156745,18172,30117,32985,22697,11273,3168,38333
"De 12 a 14 años (041)",25,,,,,,,25
