"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONDESUYOS (000)",4687,4525,8,836,883,728,1000,615,334,121,162,17271
"De 12 a 14 años (001)",11,3,,3,,,,,,,8,3
"De 15 a 19 años (002)",102,93,1,79,11,1,1,,,,9,108
"De 20 a 24 años (003)",464,417,,267,117,24,8,1,,,47,614
"De 25 a 29 años (004)",500,466,,164,168,84,46,3,1,,34,970
"De 30 a 34 años (005)",500,481,1,90,156,116,96,18,4,,19,1314
"De 35 a 39 años (006)",538,530,1,57,142,137,127,51,13,2,8,1762
"De 40 a 44 años (007)",491,484,1,43,95,105,165,53,16,6,7,1811
"De 45 a 49 años (008)",389,378,,33,49,60,107,89,31,9,11,1719
"De 50 y más años (009)",1692,1673,4,100,145,201,450,400,269,104,19,8970
"Conviviente (010)",1574,1530,3,423,413,258,263,111,46,13,44,4416
"De 12 a 14 años (011)",9,2,,2,,,,,,,7,2
"De 15 a 19 años (012)",71,63,,54,8,,1,,,,8,74
"De 20 a 24 años (013)",316,305,,184,92,21,8,,,,11,466
"De 25 a 29 años (014)",299,294,,90,117,56,28,3,,,5,627
"De 30 a 34 años (015)",260,253,1,42,88,63,50,7,2,,7,684
"De 35 a 39 años (016)",217,216,,22,56,53,59,19,7,,1,730
"De 40 a 44 años (017)",134,133,,14,29,23,49,13,5,,1,488
"De 45 a 49 años (018)",89,87,,6,9,15,21,26,7,3,2,420
"De 50 y más años (019)",179,177,2,9,14,27,47,43,25,10,2,925
"Separado(a) (020)",125,123,,23,21,27,25,17,8,2,2,461
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 20 a 24 años (023)",13,13,,7,6,,,,,,,19
"De 25 a 29 años (024)",9,9,,2,4,3,,,,,,19
"De 30 a 34 años (025)",10,10,,5,1,2,1,1,,,,23
