"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YAROWILCA (000)",273,4,159,63,37,10
"Conviviente (001)",101,,57,34,10,
"Separado(a) (002)",5,,1,1,3,
"Casado(a) (003)",49,,5,18,20,6
"Viudo(a) (004)",5,,1,,1,3
"Divorciado(a) (005)",1,,1,,,
"Soltero(a) (006)",112,4,94,10,3,1
"Hombres (008)",208,2,111,54,32,9
"Conviviente (009)",86,,46,31,9,
"Separado(a) (010)",2,,,,2,
"Casado(a) (011)",42,,3,16,18,5
"Viudo(a) (012)",4,,1,,,3
"Soltero(a) (014)",74,2,61,7,3,1
"Mujeres (016)",65,2,48,9,5,1
"Conviviente (017)",15,,11,3,1,
"Separado(a) (018)",3,,1,1,1,
"Casado(a) (019)",7,,2,2,2,1
"Viudo(a) (020)",1,,,,1,
"Divorciado(a) (021)",1,,1,,,
"Soltero(a) (022)",38,2,33,3,,
,,,,,,
"AREA URBANA (024)",133,1,78,33,17,4
"Conviviente (025)",46,,26,18,2,
"Separado(a) (026)",1,,,,1,
"Casado(a) (027)",23,,2,8,11,2
"Viudo(a) (028)",3,,,,1,2
"Soltero(a) (030)",60,1,50,7,2,
"Hombres (032)",98,1,52,27,15,3
"Conviviente (033)",33,,16,15,2,
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",20,,1,8,10,1
"Viudo(a) (036)",2,,,,,2
"Soltero(a) (038)",42,1,35,4,2,
"Mujeres (040)",35,,26,6,2,1
"Conviviente (041)",13,,10,3,,
"Casado(a) (043)",3,,1,,1,1
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",18,,15,3,,
,,,,,,
"AREA RURAL (048)",140,3,81,30,20,6
"Conviviente (049)",55,,31,16,8,
"Separado(a) (050)",4,,1,1,2,
"Casado(a) (051)",26,,3,10,9,4
"Viudo(a) (052)",2,,1,,,1
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",52,3,44,3,1,1
"Hombres (056)",110,1,59,27,17,6
"Conviviente (057)",53,,30,16,7,
"Separado(a) (058)",1,,,,1,
"Casado(a) (059)",22,,2,8,8,4
"Viudo(a) (060)",2,,1,,,1
"Soltero(a) (062)",32,1,26,3,1,1
"Mujeres (064)",30,2,22,3,3,
"Conviviente (065)",2,,1,,1,
"Separado(a) (066)",3,,1,1,1,
"Casado(a) (067)",4,,1,2,1,
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",20,2,18,,,
