"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TUMBES (000)",51400,16483,9170,21589,1315,1624,1219
"Agric., ganadería, caza y silvicultura (001)",8137,65,3061,3780,516,715,
"Pesca (002)",2426,154,897,1266,96,13,
"Explotación de minas y canteras (003)",46,6,26,14,,,
"Industrias manufactureras (004)",3670,380,1458,1687,97,48,
"Suministro de electricidad, gas y agua (005)",108,38,61,9,,,
"Construcción (006)",2979,135,1772,999,59,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",9365,1932,312,6307,260,554,
"Venta, mant.y rep. veh.autom y motoc. (008)",1035,107,188,670,38,32,
"Comercio al por mayor (009)",570,231,87,212,17,23,
"Comercio al por menor (010)",7760,1594,37,5425,205,499,
"Hoteles y restaurantes (011)",2728,994,123,1416,99,96,
"Trans., almac. y comunicaciones (012)",6053,1293,668,3987,69,36,
"Intermediación financiera (013)",266,243,1,18,2,2,
"Activid.inmobil., empres. y alquileres (014)",2476,1855,147,418,38,18,
"Admin.pub. y defensa; p. segur soc.afil (015)",3358,3145,213,,,,
"Enseñanza (016)",4226,3925,2,285,7,7,
"Servicios sociales y de salud (017)",920,818,12,80,9,1,
"Otras activ. serv.comun.soc y personales (018)",1894,979,159,724,20,12,
"Hogares privados con servicio doméstico (019)",1219,,,,,,1219
"Organiz. y organos extraterritoriales (020)",1,1,,,,,
"Actividad economica no especificada (021)",1528,520,258,599,43,108,
"Hombres (022)",36487,9607,8181,16549,1081,1010,59
"Agric., ganadería, caza y silvicultura (023)",7930,56,2985,3703,501,685,
"Pesca (024)",2315,135,842,1232,94,12,
"Explotación de minas y canteras (025)",43,4,26,13,,,
"Industrias manufactureras (026)",2645,264,967,1301,82,31,
"Suministro de electricidad, gas y agua (027)",103,33,61,9,,,
"Construcción (028)",2916,118,1743,984,57,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",5519,1131,287,3781,162,158,
"Venta, mant.y rep. veh.autom y motoc. (030)",940,80,185,624,34,17,
"Comercio al por mayor (031)",370,158,69,127,10,6,
"Comercio al por menor (032)",4209,893,33,3030,118,135,
"Hoteles y restaurantes (033)",967,416,59,414,44,34,
"Trans., almac. y comunicaciones (034)",5786,1100,654,3936,65,31,
"Intermediación financiera (035)",151,139,1,8,2,1,
"Activid.inmobil., empres. y alquileres (036)",1880,1376,121,349,26,8,
"Admin.pub. y defensa; p. segur soc.afil (037)",2392,2285,107,,,,
"Enseñanza (038)",1589,1504,1,76,6,2,
"Servicios sociales y de salud (039)",343,289,6,40,8,,
"Otras activ. serv.comun.soc y personales (040)",1047,524,125,380,12,6,
"Hogares privados con servicio doméstico (041)",59,,,,,,59
"Actividad economica no especificada (043)",802,233,196,323,22,28,
"Mujeres (044)",14913,6876,989,5040,234,614,1160
"Agric., ganadería, caza y silvicultura (045)",207,9,76,77,15,30,
"Pesca (046)",111,19,55,34,2,1,
"Explotación de minas y canteras (047)",3,2,,1,,,
"Industrias manufactureras (048)",1025,116,491,386,15,17,
"Suministro de electricidad, gas y agua (049)",5,5,,,,,
"Construcción (050)",63,17,29,15,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3846,801,25,2526,98,396,
"Venta, mant.y rep. veh.autom y motoc. (052)",95,27,3,46,4,15,
"Comercio al por mayor (053)",200,73,18,85,7,17,
"Comercio al por menor (054)",3551,701,4,2395,87,364,
"Hoteles y restaurantes (055)",1761,578,64,1002,55,62,
"Trans., almac. y comunicaciones (056)",267,193,14,51,4,5,
"Intermediación financiera (057)",115,104,,10,,1,
"Activid.inmobil., empres. y alquileres (058)",596,479,26,69,12,10,
"Admin.pub. y defensa; p. segur soc.afil (059)",966,860,106,,,,
"Enseñanza (060)",2637,2421,1,209,1,5,
"Servicios sociales y de salud (061)",577,529,6,40,1,1,
"Otras activ. serv.comun.soc y personales (062)",847,455,34,344,8,6,
"Hogares privados con servicio doméstico (063)",1160,,,,,,1160
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",726,287,62,276,21,80,
,,,,,,,
"URBANA (066)",47643,15975,8005,20103,1155,1260,1145
"Agric., ganadería, caza y silvicultura (067)",5804,56,2214,2786,377,371,
"Pesca (068)",2379,153,888,1230,95,13,
"Explotación de minas y canteras (069)",44,6,25,13,,,
"Industrias manufactureras (070)",3519,365,1356,1654,96,48,
"Suministro de electricidad, gas y agua (071)",100,36,55,9,,,
"Construcción (072)",2922,132,1730,987,59,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",9055,1885,261,6117,248,544,
"Venta, mant.y rep. veh.autom y motoc. (074)",988,102,171,648,35,32,
"Comercio al por mayor (075)",494,202,56,196,17,23,
"Comercio al por menor (076)",7573,1581,34,5273,196,489,
"Hoteles y restaurantes (077)",2672,981,121,1379,99,92,
"Trans., almac. y comunicaciones (078)",5781,1247,598,3841,63,32,
"Intermediación financiera (079)",262,239,1,18,2,2,
"Activid.inmobil., empres. y alquileres (080)",2394,1788,134,416,38,18,
"Admin.pub. y defensa; p. segur soc.afil (081)",3282,3075,207,,,,
"Enseñanza (082)",4038,3742,2,280,7,7,
"Servicios sociales y de salud (083)",898,799,12,77,9,1,
"Otras activ. serv.comun.soc y personales (084)",1851,959,151,710,20,11,
"Hogares privados con servicio doméstico (085)",1145,,,,,,1145
"Organiz. y organos extraterritoriales (086)",1,1,,,,,
"Actividad economica no especificada (087)",1496,511,250,586,42,107,
"Hombres (088)",33289,9330,7097,15213,928,665,56
"Agric., ganadería, caza y silvicultura (089)",5642,48,2158,2721,365,350,
"Pesca (090)",2270,134,835,1196,93,12,
"Explotación de minas y canteras (091)",41,4,25,12,,,
"Industrias manufactureras (092)",2544,252,906,1274,81,31,
"Suministro de electricidad, gas y agua (093)",95,31,55,9,,,
"Construcción (094)",2859,115,1701,972,57,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5327,1101,243,3677,153,153,
"Venta, mant.y rep. veh.autom y motoc. (096)",898,77,168,604,32,17,
"Comercio al por mayor (097)",315,139,45,115,10,6,
"Comercio al por menor (098)",4114,885,30,2958,111,130,
"Hoteles y restaurantes (099)",958,414,59,407,44,34,
"Trans., almac. y comunicaciones (100)",5523,1060,585,3792,59,27,
"Intermediación financiera (101)",150,138,1,8,2,1,
"Activid.inmobil., empres. y alquileres (102)",1814,1322,111,347,26,8,
"Admin.pub. y defensa; p. segur soc.afil (103)",2344,2243,101,,,,
"Enseñanza (104)",1525,1442,1,74,6,2,
"Servicios sociales y de salud (105)",335,284,6,37,8,,
"Otras activ. serv.comun.soc y personales (106)",1020,512,117,374,12,5,
"Hogares privados con servicio doméstico (107)",56,,,,,,56
"Actividad economica no especificada (109)",786,230,193,313,22,28,
"Mujeres (110)",14354,6645,908,4890,227,595,1089
"Agric., ganadería, caza y silvicultura (111)",162,8,56,65,12,21,
