"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANGARAES (000)",10966,258,3191,3748,2918,851
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",27,,4,14,9,
"Profes., científicos e intelectuales (002)",851,,189,462,194,6
"Técnicos de nivel medio y trab. asimilados (003)",209,2,85,76,40,6
"Jefes y empleados de oficina (004)",184,,56,79,48,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",619,5,165,234,172,43
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4150,14,911,1355,1350,520
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",547,,196,229,113,9
"Obreros construc., conf., papel, fab., instr. (008)",418,1,146,157,108,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",3401,232,1222,969,760,218
"Otra (010)",40,,17,16,7,
"Ocupación no especificada (011)",520,4,200,157,117,42
"Hombres (012)",7889,132,2278,2720,2165,594
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",23,,2,14,7,
"Profes., científicos e intelectuales (014)",487,,91,253,138,5
"Técnicos de nivel medio y trab. asimilados (015)",114,,37,44,30,3
"Jefes y empleados de oficina (016)",121,,27,56,38,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",232,2,67,77,68,18
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3557,7,785,1201,1144,420
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",515,,181,216,111,7
"Obreros construc., conf., papel, fab., instr. (020)",415,1,146,154,108,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",2086,119,801,596,453,117
"Otra (022)",40,,17,16,7,
"Ocupación no especificada (023)",299,3,124,93,61,18
"Mujeres (024)",3077,126,913,1028,753,257
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",4,,2,,2,
"Profes., científicos e intelectuales (026)",364,,98,209,56,1
"Técnicos de nivel medio y trab. asimilados (027)",95,2,48,32,10,3
"Jefes y empleados de oficina (028)",63,,29,23,10,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",387,3,98,157,104,25
"Agricult. trabaj. calif.agrop. y pesqueros (030)",593,7,126,154,206,100
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",32,,15,13,2,2
"Obreros construc., conf., papel, fab., instr. (032)",3,,,3,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1315,113,421,373,307,101
