"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAÑETE (000)",54829,51437,177,12065,11937,9102,10404,4930,2029,793,3392,166119
"De 12 a 14 años (001)",57,26,1,19,6,,,,,,31,31
"De 15 a 19 años (002)",1427,1249,10,1139,85,13,2,,,,178,1356
"De 20 a 24 años (003)",5849,4842,24,3358,1206,220,28,6,,,1007,6584
"De 25 a 29 años (004)",7179,6309,23,2756,2333,895,288,12,2,,870,11402
"De 30 a 34 años (005)",7143,6705,24,1622,2515,1555,882,97,6,4,438,15758
"De 35 a 39 años (006)",6677,6438,11,914,1954,1730,1489,297,38,5,239,18676
"De 40 a 44 años (007)",5801,5612,12,614,1246,1442,1712,488,90,8,189,18814
"De 45 a 49 años (008)",4621,4485,10,429,827,991,1412,625,157,34,136,16921
"De 50 y más años (009)",16075,15771,62,1214,1765,2256,4591,3405,1736,742,304,76577
"Conviviente (010)",17799,17342,58,5578,4775,2935,2703,917,282,94,457,44913
"De 12 a 14 años (011)",37,15,1,10,4,,,,,,22,18
"De 15 a 19 años (012)",1012,872,8,788,67,7,2,,,,140,951
"De 20 a 24 años (013)",3352,3189,13,2134,863,156,19,4,,,163,4432
"De 25 a 29 años (014)",3677,3613,14,1416,1387,594,193,7,2,,64,6842
"De 30 a 34 años (015)",3179,3149,11,635,1163,797,484,53,4,2,30,7803
"De 35 a 39 años (016)",2413,2390,1,268,642,649,658,150,22,,23,7484
"De 40 a 44 años (017)",1609,1605,4,126,310,355,578,190,36,6,4,5921
"De 45 a 49 años (018)",968,967,4,100,157,189,306,164,37,10,1,3815
"De 50 y más años (019)",1552,1542,2,101,182,188,463,349,181,76,10,7647
"Separado(a) (020)",4259,4203,8,1266,994,664,761,351,116,43,56,12285
"De 12 a 14 años (021)",3,1,,1,,,,,,,2,1
