"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia TALARA (000)",129396,65002,64394,126866,63612,63254,2530,1390,1140
"Menores de 1 año (001)",2714,1379,1335,2656,1356,1300,58,23,35
"Menores de 1 mes (002)",259,129,130,258,129,129,1,,1
"De 1 a 11 meses (003)",2455,1250,1205,2398,1227,1171,57,23,34
"De 1 a 4 años (004)",10730,5483,5247,10522,5375,5147,208,108,100
"1 año (005)",2547,1299,1248,2499,1270,1229,48,29,19
"2 años (006)",2929,1511,1418,2869,1480,1389,60,31,29
"3 años (007)",2833,1437,1396,2780,1410,1370,53,27,26
"4 años (008)",2421,1236,1185,2374,1215,1159,47,21,26
"De 5 a 9 años (009)",11197,5645,5552,10996,5544,5452,201,101,100
"5 años (010)",2245,1148,1097,2196,1123,1073,49,25,24
"6 años (011)",1988,1009,979,1957,991,966,31,18,13
"7 años (012)",2278,1129,1149,2230,1114,1116,48,15,33
"8 años (013)",2458,1236,1222,2422,1217,1205,36,19,17
"9 años (014)",2228,1123,1105,2191,1099,1092,37,24,13
"De 10 a 14 años (015)",13489,6940,6549,13261,6821,6440,228,119,109
"10 años (016)",2591,1289,1302,2540,1264,1276,51,25,26
"11 años (017)",2548,1326,1222,2498,1300,1198,50,26,24
"12 años (018)",2817,1486,1331,2778,1463,1315,39,23,16
"13 años (019)",2727,1392,1335,2686,1372,1314,41,20,21
"14 años (020)",2806,1447,1359,2759,1422,1337,47,25,22
"De 15 a 19 años (021)",12573,6311,6262,12319,6166,6153,254,145,109
"15 años (022)",2790,1376,1414,2750,1354,1396,40,22,18
"16 años (023)",2443,1205,1238,2387,1173,1214,56,32,24
"17 años (024)",2375,1195,1180,2322,1159,1163,53,36,17
"18 años (025)",2444,1270,1174,2389,1241,1148,55,29,26
"19 años (026)",2521,1265,1256,2471,1239,1232,50,26,24
"De 20 a 24 años (027)",11884,6010,5874,11595,5858,5737,289,152,137
"20 años (028)",2442,1248,1194,2373,1212,1161,69,36,33
"21 años (029)",2371,1168,1203,2313,1141,1172,58,27,31
"22 años (030)",2527,1259,1268,2463,1224,1239,64,35,29
"23 años (031)",2307,1191,1116,2250,1157,1093,57,34,23
"24 años (032)",2237,1144,1093,2196,1124,1072,41,20,21
"De 25 a 29 años (033)",10784,5307,5477,10530,5177,5353,254,130,124
"25 años (034)",2357,1133,1224,2298,1106,1192,59,27,32
"26 años (035)",2139,1081,1058,2083,1053,1030,56,28,28
"27 años (036)",2332,1157,1175,2288,1135,1153,44,22,22
"28 años (037)",2013,953,1060,1959,923,1036,54,30,24
"29 años (038)",1943,983,960,1902,960,942,41,23,18
"De 30 a 34 años (039)",9236,4491,4745,9015,4359,4656,221,132,89
