"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia VILCAS HUAMAN (000)",23600,23207,242,151
"Hombres (001)",11504,11353,83,68
"Mujeres (002)",12096,11854,159,83
"Menores de 1 año (003)",363,310,30,23
"Hombres (004)",190,163,16,11
"Mujeres (005)",173,147,14,12
"De 1 a 5 años (006)",2735,2569,47,119
"Hombres (007)",1384,1305,25,54
"Mujeres (008)",1351,1264,22,65
"De 6 a 14 años (009)",5283,5280,1,2
"Hombres (010)",2650,2647,1,2
"Mujeres (011)",2633,2633,,
"De 15 a 29 años (012)",4905,4901,4,
"Hombres (013)",2495,2493,2,
"Mujeres (014)",2410,2408,2,
"De 30 a 44 años (015)",4021,4012,9,
"Hombres (016)",2006,2003,3,
"Mujeres (017)",2015,2009,6,
"De 45 a 64 años (018)",3504,3481,23,
"Hombres (019)",1572,1566,6,
"Mujeres (020)",1932,1915,17,
"De 65 a más años (021)",2789,2654,128,7
"Hombres (022)",1207,1176,30,1
"Mujeres (023)",1582,1478,98,6
,,,,
"URBANA (024)",7480,7357,81,42
"Hombres (025)",3663,3620,28,15
"Mujeres (026)",3817,3737,53,27
"Menores de 1 año (027)",94,75,10,9
"Hombres (028)",44,37,5,2
"Mujeres (029)",50,38,5,7
"De 1 a 5 años (030)",759,711,18,30
"Hombres (031)",376,354,9,13
"Mujeres (032)",383,357,9,17
"De 6 a 14 años (033)",1543,1543,,
"Hombres (034)",754,754,,
"Mujeres (035)",789,789,,
"De 15 a 29 años (036)",1651,1649,2,
"Hombres (037)",831,831,,
"Mujeres (038)",820,818,2,
"De 30 a 44 años (039)",1459,1456,3,
"Hombres (040)",738,736,2,
"Mujeres (041)",721,720,1,
"De 45 a 64 años (042)",1110,1102,8,
"Hombres (043)",544,543,1,
"Mujeres (044)",566,559,7,
"De 65 a más años (045)",864,821,40,3
"Hombres (046)",376,365,11,
"Mujeres (047)",488,456,29,3
,,,,
"RURAL (048)",16120,15850,161,109
"Hombres (049)",7841,7733,55,53
"Mujeres (050)",8279,8117,106,56
"Menores de 1 año (051)",269,235,20,14
"Hombres (052)",146,126,11,9
"Mujeres (053)",123,109,9,5
"De 1 a 5 años (054)",1976,1858,29,89
"Hombres (055)",1008,951,16,41
"Mujeres (056)",968,907,13,48
"De 6 a 14 años (057)",3740,3737,1,2
"Hombres (058)",1896,1893,1,2
"Mujeres (059)",1844,1844,,
"De 15 a 29 años (060)",3254,3252,2,
"Hombres (061)",1664,1662,2,
"Mujeres (062)",1590,1590,,
"De 30 a 44 años (063)",2562,2556,6,
"Hombres (064)",1268,1267,1,
"Mujeres (065)",1294,1289,5,
"De 45 a 64 años (066)",2394,2379,15,
"Hombres (067)",1028,1023,5,
"Mujeres (068)",1366,1356,10,
"De 65 a más años (069)",1925,1833,88,4
"Hombres (070)",831,811,19,1
"Mujeres (071)",1094,1022,69,3
