"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJABAMBA (000)",19058,18225,70,3416,3203,2785,4129,2790,1391,441,833,70832
"De 12 a 14 años (001)",30,9,2,5,2,,,,,,21,9
"De 15 a 19 años (002)",656,569,4,499,60,5,1,,,,87,638
"De 20 a 24 años (003)",2070,1826,6,1004,586,177,51,2,,,244,2933
"De 25 a 29 años (004)",2303,2128,5,658,737,458,252,18,,,175,4689
"De 30 a 34 años (005)",2146,2068,7,369,491,505,549,131,14,2,78,6240
"De 35 a 39 años (006)",2185,2128,3,201,394,471,674,294,84,7,57,8011
"De 40 a 44 años (007)",1889,1845,8,134,268,322,593,348,130,42,44,8043
"De 45 a 49 años (008)",1610,1586,9,124,168,221,432,374,199,59,24,7748
"De 50 y más años (009)",6169,6066,26,422,497,626,1577,1623,964,331,103,32521
"Conviviente (010)",9197,9008,32,1834,1836,1496,2039,1126,497,148,189,31968
"De 12 a 14 años (011)",26,6,2,2,2,,,,,,20,6
"De 15 a 19 años (012)",485,411,4,356,48,3,,,,,74,461
"De 20 a 24 años (013)",1351,1311,4,674,451,139,41,2,,,40,2176
"De 25 a 29 años (014)",1493,1472,2,381,542,346,189,12,,,21,3384
"De 30 a 34 años (015)",1331,1323,2,171,300,346,396,96,11,1,8,4242
"De 35 a 39 años (016)",1259,1253,1,80,201,269,434,205,57,6,6,5038
"De 40 a 44 años (017)",936,935,2,42,125,157,329,182,72,26,1,4275
"De 45 a 49 años (018)",724,721,3,38,56,96,206,197,96,29,3,3731
"De 50 y más años (019)",1592,1576,12,90,111,140,444,432,261,86,16,8655
"Separado(a) (020)",1638,1619,9,630,368,238,208,108,42,16,19,4194
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
