"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",238,,,13,38,51,73,35,28
"Jefes y empleados de oficina (040)",189,,,3,64,20,51,14,37
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1712,120,2,547,795,85,93,26,44
"Agricult.trabaj. calif.agrop. y pesquros (042)",4009,777,17,1949,1168,28,34,22,14
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",320,10,1,89,161,26,14,9,10
"Obreros. construc., conf., papel, fab., instr (044)",510,14,,132,300,28,16,16,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3775,629,14,1662,1360,45,25,25,15
"Otra (046)",78,,,,31,5,20,12,10
"Ocupación no especificada (047)",488,82,,198,159,14,16,9,10
"Hombres (048)",7964,770,19,3033,2991,227,351,159,414
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",17,,,,3,2,4,2,6
"Profes., científicos e intelectuales (050)",480,,,,11,15,150,25,279
"Técnicos de nivel medio ytrab.asimilados (051)",165,,,8,24,41,47,26,19
"Jefes y empleados de oficina (052)",124,,,2,49,11,26,8,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",646,11,,146,380,42,30,13,24
"Agricult.trabaj. calif.agrop. y pesquros (054)",3335,541,13,1674,1024,22,29,20,12
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",289,8,1,84,144,23,11,8,10
"Obreros. construc., conf., papel, fab., instr (056)",507,14,,131,299,28,16,15,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2094,180,5,903,936,28,9,21,12
"Otra (058)",78,,,,31,5,20,12,10
"Ocupación no especificada (059)",229,16,,85,90,10,9,9,10
"Mujeres (060)",4240,862,15,1560,1128,121,302,49,203
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,1,,,1,1
"Profes., científicos e intelectuales (062)",385,,,,28,29,157,12,159
"Técnicos de nivel medio ytrab.asimilados (063)",73,,,5,14,10,26,9,9
"Jefes y empleados de oficina (064)",65,,,1,15,9,25,6,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1066,109,2,401,415,43,63,13,20
"Agricult.trabaj. calif.agrop. y pesquros (066)",674,236,4,275,144,6,5,2,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",31,2,,5,17,3,3,1,
"Obreros. construc., conf., papel, fab., instr (068)",3,,,1,1,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1681,449,9,759,424,17,16,4,3
"Ocupación no especificada (071)",259,66,,113,69,4,7,,
,,,,,,,,,
"RURAL (072)",14354,2709,24,7141,3805,151,258,58,208
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",8,,,1,3,1,1,,2
"Profes., científicos e intelectuales (074)",356,,,,19,26,130,11,170
"Técnicos de nivel medio ytrab.asimilados (075)",72,,,3,5,19,35,4,6
"Jefes y empleados de oficina (076)",33,,,2,13,2,8,2,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",282,44,1,120,98,9,5,4,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",8483,1695,10,4618,2066,43,26,16,9
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",87,7,,27,30,3,19,1,
"Obreros. construc., conf., papel, fab., instr (080)",227,4,,82,116,6,8,6,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4460,853,10,2137,1382,41,18,14,5
"Otra (082)",8,,,,1,1,2,,4
"Ocupación no especificada (083)",338,106,3,151,72,,6,,
"Hombres (084)",11264,1612,15,5799,3330,128,183,50,147
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,,3,1,1,,2
"Profes., científicos e intelectuales (086)",220,,,,6,16,79,7,112
"Técnicos de nivel medio ytrab.asimilados (087)",56,,,3,3,19,23,3,5
"Jefes y empleados de oficina (088)",27,,,2,11,2,5,2,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",85,4,,26,43,4,4,3,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",7743,1339,8,4338,1970,38,26,16,8
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",71,1,,23,26,3,17,1,
"Obreros. construc., conf., papel, fab., instr (092)",222,3,,79,115,6,8,6,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2724,253,6,1287,1108,38,15,12,5
"Otra (094)",8,,,,1,1,2,,4
"Ocupación no especificada (095)",101,12,1,41,44,,3,,
"Mujeres (096)",3090,1097,9,1342,475,23,75,8,61
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",136,,,,13,10,51,4,58
"Técnicos de nivel medio ytrab.asimilados (099)",16,,,,2,,12,1,1
"Jefes y empleados de oficina (100)",6,,,,2,,3,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",197,40,1,94,55,5,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",740,356,2,280,96,5,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",16,6,,4,4,,2,,
"Obreros. construc., conf., papel, fab., instr (104)",5,1,,3,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1736,600,4,850,274,3,3,2,
"Ocupación no especificada (107)",237,94,2,110,28,,3,,
