"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia RIOJA (000)",35369,94072,86891,,2076,92.4,2.2
"De 12 a 14 años (001)",4024,37,35,,6,94.6,16.2
"De 15 a 19 años (002)",5358,1345,1319,327,98.1,24.3,
"De 20 a 24 años (003)",4550,4968,4873,524,98.1,10.5,
"De 25 a 29 años (004)",4188,8061,7854,476,97.4,5.9,
"De 30 a 34 años (005)",3767,10352,10030,368,96.9,3.6,
"De 35 a 39 años (006)",3427,12195,11727,263,96.2,2.2,
"De 40 a 44 años (007)",2646,11773,11128,96,94.5,0.8,
"De 45 a 49 años (008)",1998,10396,9693,16,93.2,0.2,
"De 50 y más años (009)",5411,34945,30232,,86.5,,
"Sin nivel (010)",4014,23365,20212,146,86.5,0.6,
"De 12 a 14 años (011)",51,1,1,,100,,
"De 15 a 19 años (012)",106,56,53,9,94.6,16.1,
"De 20 a 24 años (013)",145,218,213,24,97.7,11,
"De 25 a 29 años (014)",204,513,501,34,97.7,6.6,
"De 30 a 34 años (015)",243,819,784,23,95.7,2.8,
"De 35 a 39 años (016)",355,1554,1466,36,94.3,2.3,
"De 40 a 44 años (017)",354,1963,1776,15,90.5,0.8,
"De 45 a 49 años (018)",382,2524,2305,5,91.3,0.2,
"De 50 y más años (019)",2174,15717,13113,,83.4,,
"Educacion Inicial (020)",73,173,165,7,95.4,4,
"De 12 a 14 años (021)",11,,,,,,
"De 15 a 19 años (022)",9,3,3,,100,,
"De 20 a 24 años (023)",15,24,23,2,95.8,8.3,
"De 25 a 29 años (024)",12,32,32,1,100,3.1,
"De 30 a 34 años (025)",16,58,53,2,91.4,3.4,
"De 35 a 39 años (026)",10,56,54,2,96.4,3.6,
"Primaria (030)",16791,53155,49646,1123,93.4,2.1,
"De 12 a 14 años (031)",1980,17,15,3,88.2,17.6,
"De 15 a 19 años (032)",1616,668,654,142,97.9,21.3,
"De 20 a 24 años (033)",1885,2780,2723,270,97.9,9.7,
"De 25 a 29 años (034)",2000,4763,4630,270,97.2,5.7,
"De 30 a 34 años (035)",2019,6427,6200,213,96.5,3.3,
"De 35 a 39 años (036)",1885,7559,7253,154,96,2,
"De 40 a 44 años (037)",1579,7655,7245,62,94.6,0.8,
"De 45 a 49 años (038)",1169,6396,5966,9,93.3,0.1,
