"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAROCHIRI (000)",26404,25386,7197,4064,3887,2825,3469,2057,1096,791,1018,66976
"De 12 a 14 años (001)",2173,2169,2157,9,3,,,,,,4,15
"De 15 a 19 años (002)",3153,3106,2721,326,49,10,,,,,47,454
"De 20 a 24 años (003)",3115,2791,1072,1111,478,104,25,1,,,324,2490
"De 25 a 29 años (004)",2757,2479,409,906,734,304,115,9,2,,278,3842
"De 30 a 34 años (005)",2632,2489,247,601,803,487,299,47,3,2,143,5286
"De 35 a 39 años (006)",2396,2322,136,360,610,549,513,126,25,3,74,6484
"De 40 a 44 años (007)",1945,1906,99,204,376,374,532,228,72,21,39,6716
"De 45 a 49 años (008)",1632,1602,71,129,257,304,426,262,112,41,30,6511
"De 50 y más años (009)",6601,6522,285,418,577,693,1559,1384,882,724,79,35178
"Conviviente (010)",7059,6894,482,1967,1802,1044,949,417,151,82,165,17694
"De 12 a 14 años (011)",14,11,6,4,1,,,,,,3,6
"De 15 a 19 años (012)",386,348,117,186,36,9,,,,,38,285
"De 20 a 24 años (013)",1400,1332,161,730,349,74,18,,,,68,1725
"De 25 a 29 años (014)",1390,1365,69,504,496,212,75,7,2,,25,2510
"De 30 a 34 años (015)",1206,1194,45,256,437,261,159,32,3,1,12,2830
"De 35 a 39 años (016)",926,921,20,129,235,234,227,61,14,1,5,2797
"De 40 a 44 años (017)",646,641,18,68,122,126,192,86,25,4,5,2335
"De 45 a 49 años (018)",370,366,12,26,57,64,94,74,27,12,4,1585
"De 50 y más años (019)",721,716,34,64,69,64,184,157,80,64,5,3621
"Separado(a) (020)",1161,1147,18,324,248,171,207,109,51,19,14,3580
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",30,28,2,24,1,1,,,,,2,29
