"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia UTCUBAMBA (000)",101484,5117,13660,14134,11459,17981,14625,19583,4925
"Sabe leer y escribir (001)",83030,,9409,13859,11151,17128,13325,15417,2741
"No sabe leer y escribir (002)",18454,5117,4251,275,308,853,1300,4166,2184
"Hombres (004)",53062,2604,6969,7197,6165,9263,7549,10541,2774
"Sabe leer y escribir (005)",45491,,4730,7048,6020,8976,7183,9479,2055
"No sabe leer y escribir (006)",7571,2604,2239,149,145,287,366,1062,719
"Mujeres (008)",48422,2513,6691,6937,5294,8718,7076,9042,2151
"Sabe leer y escribir (009)",37539,,4679,6811,5131,8152,6142,5938,686
"No sabe leer y escribir (010)",10883,2513,2012,126,163,566,934,3104,1465
,,,,,,,,,
"URBANA (012)",44194,1947,5180,5729,5174,7979,6850,9235,2100
"Sabe leer y escribir (013)",38500,,3973,5641,5091,7773,6548,8076,1398
"No sabe leer y escribir (014)",5694,1947,1207,88,83,206,302,1159,702
"Hombres (016)",22839,1013,2627,2912,2776,4004,3384,4968,1155
"Sabe leer y escribir (017)",20444,,1961,2865,2737,3924,3300,4699,958
"No sabe leer y escribir (018)",2395,1013,666,47,39,80,84,269,197
"Mujeres (020)",21355,934,2553,2817,2398,3975,3466,4267,945
"Sabe leer y escribir (021)",18056,,2012,2776,2354,3849,3248,3377,440
"No sabe leer y escribir (022)",3299,934,541,41,44,126,218,890,505
,,,,,,,,,
"RURAL (024)",57290,3170,8480,8405,6285,10002,7775,10348,2825
"Sabe leer y escribir (025)",44530,,5436,8218,6060,9355,6777,7341,1343
"No sabe leer y escribir (026)",12760,3170,3044,187,225,647,998,3007,1482
"Hombres (028)",30223,1591,4342,4285,3389,5259,4165,5573,1619
"Sabe leer y escribir (029)",25047,,2769,4183,3283,5052,3883,4780,1097
"No sabe leer y escribir (030)",5176,1591,1573,102,106,207,282,793,522
"Mujeres (032)",27067,1579,4138,4120,2896,4743,3610,4775,1206
"Sabe leer y escribir (033)",19483,,2667,4035,2777,4303,2894,2561,246
"No sabe leer y escribir (034)",7584,1579,1471,85,119,440,716,2214,960
