"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHEPEN (000)",71668,2996,6926,8373,7441,12030,10947,17195,5760
"Sin nivel (001)",9129,2996,545,112,140,429,857,2339,1711
"Educación inicial (002)",1763,,1669,27,13,28,26,,
"Primaria (003)",24991,,4712,5092,1121,2489,2676,6064,2837
"Secundaria (004)",22490,,,3142,5031,4730,4006,4973,608
"Superior no univ. incompleto (005)",3267,,,,655,1257,613,640,102
"Superior no univ. completo (006)",4673,,,,,1447,1554,1474,198
"Superior univ. incompleto (007)",2143,,,,481,922,285,384,71
"Superior univ. completo (008)",3212,,,,,728,930,1321,233
"Hombres (010)",35760,1573,3533,4248,3815,5956,5202,8487,2946
"Sin nivel (011)",3596,1573,268,51,76,154,292,676,506
"Educación inicial (012)",900,,864,15,6,8,7,,
"Primaria (013)",12678,,2401,2634,593,1223,1187,2951,1689
"Secundaria (014)",12190,,,1548,2598,2604,2203,2852,385
"Superior no univ. incompleto (015)",1604,,,,317,565,301,350,71
"Superior no univ. completo (016)",2015,,,,,626,624,657,108
"Superior univ. incompleto (017)",1112,,,,225,446,147,244,50
"Superior univ. completo (018)",1665,,,,,330,441,757,137
"Mujeres (020)",35908,1423,3393,4125,3626,6074,5745,8708,2814
"Sin nivel (021)",5533,1423,277,61,64,275,565,1663,1205
"Educación inicial (022)",863,,805,12,7,20,19,,
"Primaria (023)",12313,,2311,2458,528,1266,1489,3113,1148
"Secundaria (024)",10300,,,1594,2433,2126,1803,2121,223
"Superior no univ. incompleto (025)",1663,,,,338,692,312,290,31
"Superior no univ. completo (026)",2658,,,,,821,930,817,90
"Superior univ. incompleto (027)",1031,,,,256,476,138,140,21
"Superior univ. completo (028)",1547,,,,,398,489,564,96
,,,,,,,,,
"URBANA (030)",58736,2379,5519,6776,6097,9687,9110,14322,4846
"Sin nivel (031)",6633,2379,391,80,102,281,543,1564,1293
"Educación inicial (032)",1469,,1389,26,9,24,21,,
"Primaria (033)",19473,,3739,4060,795,1705,1997,4751,2426
"Secundaria (034)",18877,,,2610,4166,3754,3394,4401,552
