"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",2911,,,,575,1116,545,580,95
"Superior no univ. completo (036)",4386,,,,,1320,1465,1413,188
"Superior univ. incompleto (037)",1978,,,,450,822,273,363,70
"Superior univ. completo (038)",3009,,,,,665,872,1250,222
"Hombres (040)",28923,1239,2822,3385,3102,4714,4252,6975,2434
"Sin nivel (041)",2594,1239,198,30,59,110,182,419,357
"Educación inicial (042)",747,,717,14,3,8,5,,
"Primaria (043)",9718,,1907,2092,415,833,847,2229,1395
"Secundaria (044)",10024,,,1249,2130,2015,1830,2461,339
"Superior no univ. incompleto (045)",1416,,,,286,499,260,307,64
"Superior no univ. completo (046)",1889,,,,,577,583,627,102
"Superior univ. incompleto (047)",1010,,,,209,381,142,229,49
"Superior univ. completo (048)",1525,,,,,291,403,703,128
"Mujeres (050)",29813,1140,2697,3391,2995,4973,4858,7347,2412
"Sin nivel (051)",4039,1140,193,50,43,171,361,1145,936
"Educación inicial (052)",722,,672,12,6,16,16,,
"Primaria (053)",9755,,1832,1968,380,872,1150,2522,1031
"Secundaria (054)",8853,,,1361,2036,1739,1564,1940,213
"Superior no univ. incompleto (055)",1495,,,,289,617,285,273,31
"Superior no univ. completo (056)",2497,,,,,743,882,786,86
"Superior univ. incompleto (057)",968,,,,241,441,131,134,21
"Superior univ. completo (058)",1484,,,,,374,469,547,94
,,,,,,,,,
"RURAL (060)",12932,617,1407,1597,1344,2343,1837,2873,914
"Sin nivel (061)",2496,617,154,32,38,148,314,775,418
"Educación inicial (062)",294,,280,1,4,4,5,,
"Primaria (063)",5518,,973,1032,326,784,679,1313,411
"Secundaria (064)",3613,,,532,865,976,612,572,56
"Superior no univ. incompleto (065)",356,,,,80,141,68,60,7
"Superior no univ. completo (066)",287,,,,,127,89,61,10
"Superior univ. incompleto (067)",165,,,,31,100,12,21,1
"Superior univ. completo (068)",203,,,,,63,58,71,11
"Hombres (070)",6837,334,711,863,713,1242,950,1512,512
"Sin nivel (071)",1002,334,70,21,17,44,110,257,149
"Educación inicial (072)",153,,147,1,3,,2,,
"Primaria (073)",2960,,494,542,178,390,340,722,294
"Secundaria (074)",2166,,,299,468,589,373,391,46
"Superior no univ. incompleto (075)",188,,,,31,66,41,43,7
"Superior no univ. completo (076)",126,,,,,49,41,30,6
"Superior univ. incompleto (077)",102,,,,16,65,5,15,1
"Superior univ. completo (078)",140,,,,,39,38,54,9
"Mujeres (080)",6095,283,696,734,631,1101,887,1361,402
"Sin nivel (081)",1494,283,84,11,21,104,204,518,269
"Educación inicial (082)",141,,133,,1,4,3,,
"Primaria (083)",2558,,479,490,148,394,339,591,117
"Secundaria (084)",1447,,,233,397,387,239,181,10
"Superior no univ. incompleto (085)",168,,,,49,75,27,17,
"Superior no univ. completo (086)",161,,,,,78,48,31,4
"Superior univ. incompleto (087)",63,,,,15,35,7,6,
"Superior univ. completo (088)",63,,,,,24,20,17,2
