"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",91,3,15,28,27,18
"Educación inicial (032)",4,1,1,2,,
"Primaria (033)",480,13,177,171,98,21
"Secundaria (034)",513,12,353,111,33,4
"Superior no univ. incompleta (035)",19,,13,5,1,
"Superior no univ. completa (036)",35,,24,10,1,
"Superior univ. incompleta (037)",10,,7,1,2,
"Superior univ. completa (038)",30,,20,7,2,1
"No PEA (040)",57980,26988,14515,6810,5754,3913
"Sin nivel (041)",8608,612,490,1492,3130,2884
"Educación inicial (042)",1507,1455,31,21,,
"Primaria (043)",32302,21073,4418,3864,2090,857
"Secundaria (044)",14133,3848,8569,1172,420,124
"Superior no univ. incompleta (045)",594,,499,72,17,6
"Superior no univ. completa (046)",237,,116,81,34,6
"Superior univ. incompleta (047)",367,,323,31,11,2
"Superior univ. completa (048)",232,,69,77,52,34
,,,,,,
"URBANA (060)",22582,6345,6419,4742,3449,1627
"Sin nivel (061)",2047,92,92,341,721,801
"Educación inicial (062)",398,367,19,12,,
"Primaria (063)",9508,4576,1114,1764,1437,617
"Secundaria (064)",7788,1310,3909,1573,839,157
"Superior no univ. incompleta (065)",650,,440,150,56,4
"Superior no univ. completa (066)",711,,270,333,102,6
"Superior univ. incompleta (067)",507,,348,98,57,4
"Superior univ. completa (068)",973,,227,471,237,38
"PEA (070)",9002,274,2683,3247,2188,610
"Sin nivel (071)",771,6,41,174,313,237
"Educación inicial (072)",14,1,8,5,,
"Primaria (073)",2946,184,534,1058,884,286
"Secundaria (074)",3386,83,1466,1141,621,75
"Superior no univ. incompleta (075)",313,,155,108,48,2
"Superior no univ. completa (076)",543,,194,270,78,1
"Superior univ. incompleta (077)",232,,101,80,49,2
"Superior univ. completa (078)",797,,184,411,195,7
"Ocupada (080)",8593,265,2495,3123,2115,595
"Sin nivel (081)",750,6,37,164,308,235
"Educación inicial (082)",13,1,7,5,,
"Primaria (083)",2826,182,508,1017,844,275
"Secundaria (084)",3186,76,1357,1083,596,74
"Superior no univ. incompleta (085)",302,,146,106,48,2
"Superior no univ. completa (086)",516,,175,262,78,1
"Superior univ. incompleta (087)",226,,97,79,48,2
"Superior univ. completa (088)",774,,168,407,193,6
"Desocupada (090)",409,9,188,124,73,15
"Sin nivel (091)",21,,4,10,5,2
"Educación inicial (092)",1,,1,,,
"Primaria (093)",120,2,26,41,40,11
"Secundaria (094)",200,7,109,58,25,1
"Superior no univ. incompleta (095)",11,,9,2,,
"Superior no univ. completa (096)",27,,19,8,,
"Superior univ. incompleta (097)",6,,4,1,1,
"Superior univ. completa (098)",23,,16,4,2,1
"No PEA (100)",13580,6071,3736,1495,1261,1017
"Sin nivel (101)",1276,86,51,167,408,564
"Educación inicial (102)",384,366,11,7,,
"Primaria (103)",6562,4392,580,706,553,331
"Secundaria (104)",4402,1227,2443,432,218,82
"Superior no univ. incompleta (105)",337,,285,42,8,2
"Superior no univ. completa (106)",168,,76,63,24,5
"Superior univ. incompleta (107)",275,,247,18,8,2
"Superior univ. completa (108)",176,,43,60,42,31
,,,,,,
"RURAL (120)",67411,21379,18494,12602,10210,4726
"Sin nivel (121)",11056,546,688,2117,4417,3288
"Educación inicial (122)",1164,1100,41,23,,
"Primaria (123)",36929,17009,7024,7048,4553,1295
"Secundaria (124)",16891,2724,10069,2920,1058,120
"Superior no univ. incompleta (125)",484,,309,123,44,8
"Superior no univ. completa (126)",313,,131,129,48,5
"Superior univ. incompleta (127)",179,,114,41,23,1
"Superior univ. completa (128)",395,,118,201,67,9
"PEA (130)",23011,462,7715,7287,5717,1830
"Sin nivel (131)",3724,20,249,792,1695,968
"Educación inicial (132)",41,11,21,9,,
"Primaria (133)",11189,328,3186,3890,3016,769
"Secundaria (134)",7160,103,3943,2180,856,78
"Superior no univ. incompleta (135)",227,,95,93,35,4
"Superior no univ. completa (136)",244,,91,111,38,4
"Superior univ. incompleta (137)",87,,38,28,20,1
"Superior univ. completa (138)",339,,92,184,57,6
"Ocupada (140)",22238,442,7293,7076,5626,1801
"Sin nivel (141)",3654,17,238,774,1673,952
"Educación inicial (142)",38,10,21,7,,
"Primaria (143)",10829,317,3035,3760,2958,759
"Secundaria (144)",6847,98,3699,2127,848,75
"Superior no univ. incompleta (145)",219,,91,90,34,4
"Superior no univ. completa (146)",236,,86,109,37,4
"Superior univ. incompleta (147)",83,,35,28,19,1
"Superior univ. completa (148)",332,,88,181,57,6
"Desocupada (150)",773,20,422,211,91,29
"Sin nivel (151)",70,3,11,18,22,16
"Educación inicial (152)",3,1,,2,,
"Primaria (153)",360,11,151,130,58,10
"Secundaria (154)",313,5,244,53,8,3
"Superior no univ. incompleta (155)",8,,4,3,1,
"Superior no univ. completa (156)",8,,5,2,1,
"Superior univ. incompleta (157)",4,,3,,1,
"Superior univ. completa (158)",7,,4,3,,
"No PEA (160)",44400,20917,10779,5315,4493,2896
"Sin nivel (161)",7332,526,439,1325,2722,2320
"Educación inicial (162)",1123,1089,20,14,,
"Primaria (163)",25740,16681,3838,3158,1537,526
"Secundaria (164)",9731,2621,6126,740,202,42
"Superior no univ. incompleta (165)",257,,214,30,9,4
"Superior no univ. completa (166)",69,,40,18,10,1
"Superior univ. incompleta (167)",92,,76,13,3,
"Superior univ. completa (168)",56,,26,17,10,3
