"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia QUISPICANCHI (000)",26385,757,8529,9058,6175,1866
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",57,,5,21,30,1
"Profes., científicos e intelectuales (002)",880,,226,436,206,12
"Técnicos de nivel medio y trab. asimilados (003)",422,1,164,167,76,14
"Jefes y empleados de oficina (004)",376,,173,113,87,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2144,42,690,773,515,124
"Agricult. trabaj. calif.agrop. y pesqueros (006)",9384,70,2197,3264,2716,1137
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1919,52,751,645,402,69
"Obreros construc., conf., papel, fab., instr. (008)",2469,7,859,1066,492,45
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",7616,579,3091,2158,1416,372
"Otra (010)",210,,31,135,44,
"Ocupación no especificada (011)",908,6,342,280,191,89
"Hombres (012)",17818,462,5616,6250,4238,1252
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",43,,1,17,24,1
"Profes., científicos e intelectuales (014)",502,,116,238,139,9
"Técnicos de nivel medio y trab. asimilados (015)",291,1,92,130,62,6
"Jefes y empleados de oficina (016)",223,,71,77,72,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",714,19,236,251,166,42
"Agricult. trabaj. calif.agrop. y pesqueros (018)",7703,46,1755,2769,2233,900
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1225,41,493,402,253,36
"Obreros construc., conf., papel, fab., instr. (020)",2355,5,804,1025,476,45
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4098,346,1827,1069,682,174
"Otra (022)",202,,27,132,43,
"Ocupación no especificada (023)",462,4,194,140,88,36
"Mujeres (024)",8567,295,2913,2808,1937,614
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",14,,4,4,6,
"Profes., científicos e intelectuales (026)",378,,110,198,67,3
"Técnicos de nivel medio y trab. asimilados (027)",131,,72,37,14,8
"Jefes y empleados de oficina (028)",153,,102,36,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1430,23,454,522,349,82
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1681,24,442,495,483,237
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",694,11,258,243,149,33
"Obreros construc., conf., papel, fab., instr. (032)",114,2,55,41,16,
