"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",3236,1110,7,1274,734,34,51,8,18
"Explotación de minas y canteras (047)",135,14,,34,65,9,5,4,4
"Industrias manufactureras (048)",131,6,1,34,65,7,10,,8
"Suministro de electricidad, gas y agua (049)",5,,,5,,,,,
"Construcción (050)",20,,,3,11,1,3,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1384,112,1,355,577,90,168,28,53
"Venta, mant.y rep. veh.autom.y motoc. (052)",11,,,1,4,,2,,4
"Comercio al por mayor (053)",37,,,7,17,4,6,1,2
"Comercio al por menor (054)",1336,112,1,347,556,86,160,27,47
"Hoteles y restaurantes (055)",487,37,1,133,203,37,45,19,12
"Trans., almac. y comunicaciones (056)",32,,,5,5,4,12,2,4
"Intermediación financiera (057)",12,,,,,1,9,,2
"Activid.inmobil., empres. y de alquiler (058)",49,,,,3,6,23,,17
"Admin.pub. y defensa; p. segur.soc.afil (059)",90,,,10,20,5,39,4,12
"Enseñanza (060)",971,,,1,46,47,548,33,296
"Servicios sociales y de salud (061)",229,3,,3,16,8,105,7,87
"Otras activ. serv.comun.soc y personales (062)",76,7,,11,32,8,10,2,6
"Hogares privados con servicio doméstico (063)",244,18,,50,147,13,14,,2
"Actividad economica no especificada (065)",389,75,,117,114,19,45,4,15
,,,,,,,,,
"URBANA (066)",13922,1185,17,3491,4955,724,2020,329,1201
"Agric., ganadería, caza y silvicultura (067)",5978,927,10,2321,2194,180,211,54,81
"Pesca (068)",4,,,1,1,,1,,1
"Explotación de minas y canteras (069)",489,4,1,113,268,29,25,28,21
"Industrias manufactureras (070)",449,9,3,92,247,30,35,9,24
"Suministro de electricidad, gas y agua (071)",11,,,,5,2,4,,
"Construcción (072)",475,13,,112,224,32,57,7,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2014,106,2,451,913,130,261,59,92
"Venta, mant.y rep. veh.autom.y motoc. (074)",93,,,9,32,10,27,1,14
"Comercio al por mayor (075)",79,,,11,38,5,15,3,7
"Comercio al por menor (076)",1842,106,2,431,843,115,219,55,71
"Hoteles y restaurantes (077)",470,28,1,120,203,36,48,22,12
"Trans., almac. y comunicaciones (078)",543,7,,47,277,76,90,18,28
"Intermediación financiera (079)",29,,,,,3,15,1,10
"Activid.inmobil., empres. y de alquiler (080)",214,1,,6,41,19,46,14,87
"Admin.pub. y defensa; p. segur.soc.afil (081)",374,2,,29,101,31,109,25,77
"Enseñanza (082)",1617,,,6,67,71,874,60,539
"Servicios sociales y de salud (083)",359,5,,6,28,18,144,12,146
"Otras activ. serv.comun.soc y personales (084)",169,6,,28,72,20,22,4,17
"Hogares privados con servicio doméstico (085)",223,15,,43,138,12,13,,2
"Actividad economica no especificada (087)",504,62,,116,176,35,65,16,34
"Hombres (088)",8738,408,8,2262,3479,493,1097,238,753
"Agric., ganadería, caza y silvicultura (089)",4153,346,4,1625,1731,152,176,49,70
"Pesca (090)",4,,,1,1,,1,,1
"Explotación de minas y canteras (091)",473,3,1,108,260,27,25,28,21
"Industrias manufactureras (092)",336,5,2,63,190,24,26,9,17
"Suministro de electricidad, gas y agua (093)",11,,,,5,2,4,,
"Construcción (094)",457,13,,109,215,31,54,7,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",854,12,1,175,417,57,109,37,46
"Venta, mant.y rep. veh.autom.y motoc. (096)",83,,,8,29,10,25,1,10
"Comercio al por mayor (097)",43,,,4,21,2,9,2,5
"Comercio al por menor (098)",728,12,1,163,367,45,75,34,31
"Hoteles y restaurantes (099)",84,1,,21,44,2,9,5,2
"Trans., almac. y comunicaciones (100)",513,7,,43,273,72,78,16,24
"Intermediación financiera (101)",17,,,,,2,6,1,8
"Activid.inmobil., empres. y de alquiler (102)",170,1,,6,38,15,25,14,71
"Admin.pub. y defensa; p. segur.soc.afil (103)",302,2,,24,88,27,73,22,66
"Enseñanza (104)",833,,,5,39,40,417,30,302
"Servicios sociales y de salud (105)",151,2,,3,13,11,50,5,67
"Otras activ. serv.comun.soc y personales (106)",103,1,,17,47,12,13,2,11
"Hogares privados con servicio doméstico (107)",16,,,5,11,,,,
"Actividad economica no especificada (109)",261,15,,57,107,19,31,13,19
"Mujeres (110)",5184,777,9,1229,1476,231,923,91,448
"Agric., ganadería, caza y silvicultura (111)",1825,581,6,696,463,28,35,5,11
"Explotación de minas y canteras (113)",16,1,,5,8,2,,,
"Industrias manufactureras (114)",113,4,1,29,57,6,9,,7
"Construcción (116)",18,,,3,9,1,3,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1160,94,1,276,496,73,152,22,46
"Venta, mant.y rep. veh.autom.y motoc. (118)",10,,,1,3,,2,,4
"Comercio al por mayor (119)",36,,,7,17,3,6,1,2
"Comercio al por menor (120)",1114,94,1,268,476,70,144,21,40
"Hoteles y restaurantes (121)",386,27,1,99,159,34,39,17,10
"Trans., almac. y comunicaciones (122)",30,,,4,4,4,12,2,4
"Intermediación financiera (123)",12,,,,,1,9,,2
"Activid.inmobil., empres. y de alquiler (124)",44,,,,3,4,21,,16
"Admin.pub. y defensa; p. segur.soc.afil (125)",72,,,5,13,4,36,3,11
"Enseñanza (126)",784,,,1,28,31,457,30,237
"Servicios sociales y de salud (127)",208,3,,3,15,7,94,7,79
"Otras activ. serv.comun.soc y personales (128)",66,5,,11,25,8,9,2,6
"Hogares privados con servicio doméstico (129)",207,15,,38,127,12,13,,2
"Actividad economica no especificada (131)",243,47,,59,69,16,34,3,15
,,,,,,,,,
"RURAL (132)",9658,1163,6,3706,3615,273,480,148,267
"Agric., ganadería, caza y silvicultura (133)",5805,1024,6,2804,1712,70,92,55,42
"Pesca (134)",1,,,,,,1,,
"Explotación de minas y canteras (135)",2138,50,,443,1328,107,96,56,58
"Industrias manufactureras (136)",73,8,,25,32,4,2,1,1
"Suministro de electricidad, gas y agua (137)",21,,,14,4,,,,3
"Construcción (138)",112,2,,45,41,5,10,1,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",403,21,,137,163,27,31,10,14
"Venta, mant.y rep. veh.autom.y motoc. (140)",13,,,3,5,1,2,1,1
"Comercio al por mayor (141)",6,,,1,2,1,2,,
"Comercio al por menor (142)",384,21,,133,156,25,27,9,13
"Hoteles y restaurantes (143)",117,10,,40,49,5,8,3,2
"Trans., almac. y comunicaciones (144)",120,1,,18,62,7,17,8,7
"Intermediación financiera (145)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (146)",23,,,,4,2,9,2,6
"Admin.pub. y defensa; p. segur.soc.afil (147)",85,1,,29,34,4,9,3,5
"Enseñanza (148)",316,,,,23,27,161,4,101
"Servicios sociales y de salud (149)",40,,,,1,1,22,2,14
"Otras activ. serv.comun.soc y personales (150)",35,2,,3,20,3,6,,1
"Hogares privados con servicio doméstico (151)",53,3,,21,25,2,1,,1
"Actividad economica no especificada (153)",315,41,,127,116,9,15,3,4
"Hombres (154)",7352,558,5,2900,3053,215,316,128,177
"Agric., ganadería, caza y silvicultura (155)",4394,495,5,2226,1441,64,76,52,35
"Pesca (156)",1,,,,,,1,,
"Explotación de minas y canteras (157)",2019,37,,414,1271,100,91,52,54
"Industrias manufactureras (158)",55,6,,20,24,3,1,1,
"Suministro de electricidad, gas y agua (159)",16,,,9,4,,,,3
"Construcción (160)",110,2,,45,39,5,10,1,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",179,3,,58,82,10,15,4,7
"Venta, mant.y rep. veh.autom.y motoc. (162)",12,,,3,4,1,2,1,1
"Comercio al por mayor (163)",5,,,1,2,,2,,
"Comercio al por menor (164)",162,3,,54,76,9,11,3,6
"Hoteles y restaurantes (165)",16,,,6,5,2,2,1,
"Trans., almac. y comunicaciones (166)",118,1,,17,61,7,17,8,7
"Intermediación financiera (167)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (168)",18,,,,4,,7,2,5
"Admin.pub. y defensa; p. segur.soc.afil (169)",67,1,,24,27,3,6,2,4
"Enseñanza (170)",129,,,,5,11,70,1,42
"Servicios sociales y de salud (171)",19,,,,,,11,2,6
"Otras activ. serv.comun.soc y personales (172)",25,,,3,13,3,5,,1
"Hogares privados con servicio doméstico (173)",16,,,9,5,1,,,1
"Actividad economica no especificada (175)",169,13,,69,71,6,4,2,4
"Mujeres (176)",2306,605,1,806,562,58,164,20,90
"Agric., ganadería, caza y silvicultura (177)",1411,529,1,578,271,6,16,3,7
"Explotación de minas y canteras (179)",119,13,,29,57,7,5,4,4
"Industrias manufactureras (180)",18,2,,5,8,1,1,,1
"Suministro de electricidad, gas y agua (181)",5,,,5,,,,,
"Construcción (182)",2,,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",224,18,,79,81,17,16,6,7
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por mayor (185)",1,,,,,1,,,
"Comercio al por menor (186)",222,18,,79,80,16,16,6,7
"Hoteles y restaurantes (187)",101,10,,34,44,3,6,2,2
"Trans., almac. y comunicaciones (188)",2,,,1,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",5,,,,,2,2,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",18,,,5,7,1,3,1,1
"Enseñanza (192)",187,,,,18,16,91,3,59
"Servicios sociales y de salud (193)",21,,,,1,1,11,,8
"Otras activ. serv.comun.soc y personales (194)",10,2,,,7,,1,,
"Hogares privados con servicio doméstico (195)",37,3,,12,20,1,1,,
"Actividad economica no especificada (197)",146,28,,58,45,3,11,1,
