"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JUNIN (000)",9244,7457,448,288,1051
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,1,2,,18
"Profes., científicos e intelectuales (002)",794,158,90,96,450
"Técnicos de nivel medio y trab. asimilados (003)",262,150,26,18,68
"Jefes y empleados de oficina (004)",269,26,10,10,223
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",913,835,40,5,33
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2869,2805,61,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",558,437,28,38,55
"Obreros construc.,conf.,papel, fab., instr. (008)",875,693,68,47,67
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2456,2185,116,59,96
"Otra (010)",26,,,,26
"Ocupación no especificada (011)",201,167,7,12,15
"Hombres (012)",6221,5050,328,216,627
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",18,1,2,,15
"Profes., científicos e intelectuales (014)",423,94,50,55,224
"Técnicos de nivel medio y trab. asimilados (015)",147,91,15,15,26
"Jefes y empleados de oficina (016)",137,9,9,6,113
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",352,297,26,4,25
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2300,2250,48,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",483,368,28,34,53
"Obreros construc.,conf.,papel, fab., instr. (020)",856,677,67,47,65
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1392,1195,78,46,73
"Otra (022)",26,,,,26
"Ocupación no especificada (023)",87,68,5,7,7
"Mujeres (024)",3023,2407,120,72,424
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,,,3
"Profes., científicos e intelectuales (026)",371,64,40,41,226
"Técnicos de nivel medio y trab. asimilados (027)",115,59,11,3,42
"Jefes y empleados de oficina (028)",132,17,1,4,110
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",561,538,14,1,8
"Agricult.trabaj.calif.agrop.y pesqueros (030)",569,555,13,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",75,69,,4,2
"Obreros construc.,conf.,papel, fab., instr. (032)",19,16,1,,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1064,990,38,13,23
