"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",14153,43647,39405,,1611,90.3,3.7
"De 12 a 14 años (001)",2020,21,21,,5,100,23.8
"De 15 a 19 años (002)",2704,1246,1218,289,97.8,23.2,
"De 20 a 24 años (003)",2081,3989,3833,432,96.1,10.8,
"De 25 a 29 años (004)",1781,5689,5416,363,95.2,6.4,
"De 30 a 34 años (005)",1278,5719,5343,229,93.4,4,
"De 35 a 39 años (006)",1297,7204,6657,218,92.4,3,
"De 40 a 44 años (007)",786,4824,4355,58,90.3,1.2,
"De 45 a 49 años (008)",687,4603,4046,17,87.9,0.4,
"De 50 y más años (009)",1519,10352,8516,,82.3,,
"Sin nivel (010)",3387,15914,13947,323,87.6,2,
"De 12 a 14 años (011)",100,3,3,,100,,
"De 15 a 19 años (012)",289,198,195,31,98.5,15.7,
"De 20 a 24 años (013)",365,774,748,62,96.6,8,
"De 25 a 29 años (014)",384,1465,1413,82,96.5,5.6,
"De 30 a 34 años (015)",289,1445,1355,45,93.8,3.1,
"De 35 a 39 años (016)",430,2506,2286,72,91.2,2.9,
"De 40 a 44 años (017)",298,1750,1592,20,91,1.1,
"De 45 a 49 años (018)",321,1998,1750,11,87.6,0.6,
"De 50 y más años (019)",911,5775,4605,,79.7,,
"Educacion Inicial (020)",41,85,81,6,95.3,7.1,
"De 12 a 14 años (021)",10,,,,,,
"De 15 a 19 años (022)",9,5,4,,80,,
"De 20 a 24 años (023)",7,29,27,4,93.1,13.8,
"De 25 a 29 años (024)",9,31,30,1,96.8,3.2,
"De 30 a 34 años (025)",2,6,6,,100,,
"De 35 a 39 años (026)",4,14,14,1,100,7.1,
"Primaria (030)",7395,22670,20613,963,90.9,4.2,
"De 12 a 14 años (031)",1517,12,12,4,100,33.3,
"De 15 a 19 años (032)",1399,783,767,180,98,23,
"De 20 a 24 años (033)",1069,2415,2315,277,95.9,11.5,
"De 25 a 29 años (034)",892,3191,3005,203,94.2,6.4,
"De 30 a 34 años (035)",648,3291,3033,139,92.2,4.2,
"De 35 a 39 años (036)",646,3836,3537,122,92.2,3.2,
"De 40 a 44 años (037)",390,2646,2360,32,89.2,1.2,
"De 45 a 49 años (038)",302,2308,2022,6,87.6,0.3,
