"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MORROPON (000)",59420,185762,161417,,2669,86.9,1.4
"De 12 a 14 años (001)",6030,57,56,,2,98.2,3.5
"De 15 a 19 años (002)",7883,987,967,287,98,29.1,
"De 20 a 24 años (003)",5704,4646,4516,652,97.2,14,
"De 25 a 29 años (004)",5206,8565,8285,629,96.7,7.3,
"De 30 a 34 años (005)",5280,13073,12457,569,95.3,4.4,
"De 35 a 39 años (006)",5193,16756,15764,362,94.1,2.2,
"De 40 a 44 años (007)",4800,19452,17894,137,92,0.7,
"De 45 a 49 años (008)",4165,20346,18217,31,89.5,0.2,
"De 50 y más años (009)",15159,101880,83261,,81.7,,
"Conviviente (010)",19179,67146,60240,1831,89.7,2.7,
"De 12 a 14 años (011)",75,19,19,1,100,5.3,
"De 15 a 19 años (012)",1079,729,713,222,97.8,30.5,
"De 20 a 24 años (013)",2706,3511,3407,481,97,13.7,
"De 25 a 29 años (014)",2960,5995,5798,456,96.7,7.6,
"De 30 a 34 años (015)",2973,8233,7845,375,95.3,4.6,
"De 35 a 39 años (016)",2519,8941,8374,203,93.7,2.3,
"De 40 a 44 años (017)",2007,8937,8189,80,91.6,0.9,
"De 45 a 49 años (018)",1572,8380,7411,13,88.4,0.2,
"De 50 y más años (019)",3288,22401,18484,,82.5,,
"Separado(a) (020)",2686,8726,7792,133,89.3,1.5,
"De 12 a 14 años (021)",5,1,1,1,100,100,
"De 15 a 19 años (022)",88,76,75,24,98.7,31.6,
"De 20 a 24 años (023)",280,334,328,47,98.2,14.1,
"De 25 a 29 años (024)",312,504,498,26,98.8,5.2,
"De 30 a 34 años (025)",313,640,619,18,96.7,2.8,
"De 35 a 39 años (026)",295,719,679,9,94.4,1.3,
"De 40 a 44 años (027)",334,1071,1003,7,93.7,0.7,
"De 45 a 49 años (028)",287,1112,1021,1,91.8,0.1,
"De 50 y más años (029)",772,4269,3568,,83.6,,
"Casado(a) (030)",15013,81324,70467,581,86.6,0.7,
"De 12 a 14 años (031)",10,4,4,,100,,
"De 15 a 19 años (032)",69,49,47,11,95.9,22.4,
"De 20 a 24 años (033)",426,551,536,87,97.3,15.8,
"De 25 a 29 años (034)",770,1668,1600,123,95.9,7.4,
"De 30 a 34 años (035)",1294,3781,3580,167,94.7,4.4,
