"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",5886,100,2030,2104,1465,187
"Otra (034)",11,,2,5,4,
"Ocupación no especificada (035)",404,,118,154,104,28
,,,,,,
"URBANA (036)",43030,328,13675,15824,11420,1783
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",98,,5,36,52,5
"Profes., científicos e intelectuales (038)",3994,,873,1982,1091,48
"Técnicos de nivel medio y trab. asimilados (039)",2115,4,708,852,502,49
"Jefes y empleados de oficina (040)",1801,,736,679,367,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",8974,62,2558,3219,2602,533
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2732,9,629,944,910,240
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",3922,20,1292,1249,1190,171
"Obreros construc., conf., papel, fab., instr. (044)",6048,8,2012,2389,1443,196
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",12456,225,4614,4129,3011,477
"Otra (046)",226,,31,118,77,
"Ocupación no especificada (047)",664,,217,227,175,45
"Hombres (048)",28079,215,9039,9993,7565,1267
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",57,,3,21,29,4
"Profes., científicos e intelectuales (050)",1939,,357,907,637,38
"Técnicos de nivel medio y trab. asimilados (051)",1408,3,456,542,371,36
"Jefes y empleados de oficina (052)",878,,289,332,242,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",3803,26,1113,1323,1077,264
"Agricult. trabaj. calif.agrop. y pesqueros (054)",2391,8,538,823,810,212
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",3414,19,1149,1064,1021,161
"Obreros construc., conf., papel, fab., instr. (056)",5947,8,1979,2346,1424,190
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",7698,151,3013,2419,1793,322
"Otra (058)",215,,29,113,73,
"Ocupación no especificada (059)",329,,113,103,88,25
"Mujeres (060)",14951,113,4636,5831,3855,516
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",41,,2,15,23,1
"Profes., científicos e intelectuales (062)",2055,,516,1075,454,10
"Técnicos de nivel medio y trab. asimilados (063)",707,1,252,310,131,13
"Jefes y empleados de oficina (064)",923,,447,347,125,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",5171,36,1445,1896,1525,269
"Agricult. trabaj. calif.agrop. y pesqueros (066)",341,1,91,121,100,28
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",508,1,143,185,169,10
"Obreros construc., conf., papel, fab., instr. (068)",101,,33,43,19,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",4758,74,1601,1710,1218,155
"Otra (070)",11,,2,5,4,
"Ocupación no especificada (071)",335,,104,124,87,20
,,,,,,
"RURAL (072)",7450,98,2676,2523,1769,384
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",1,,,1,,
"Profes., científicos e intelectuales (074)",114,,41,51,22,
"Técnicos de nivel medio y trab. asimilados (075)",73,,27,35,10,1
"Jefes y empleados de oficina (076)",59,,19,28,10,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",341,4,108,136,79,14
"Agricult. trabaj. calif.agrop. y pesqueros (078)",1305,2,231,406,478,188
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",211,,86,78,42,5
"Obreros construc., conf., papel, fab., instr. (080)",330,1,114,128,79,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",4922,91,2031,1623,1022,155
"Otra (082)",1,,,1,,
"Ocupación no especificada (083)",93,,19,36,27,11
"Hombres (084)",5754,67,2067,1911,1392,317
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",1,,,1,,
"Profes., científicos e intelectuales (086)",57,,16,27,14,
"Técnicos de nivel medio y trab. asimilados (087)",47,,14,23,9,1
"Jefes y empleados de oficina (088)",36,,7,18,10,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",118,,41,44,30,3
"Agricult. trabaj. calif.agrop. y pesqueros (090)",1182,1,202,375,431,173
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",170,,69,60,36,5
"Obreros construc., conf., papel, fab., instr. (092)",324,1,111,127,77,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",3794,65,1602,1229,775,123
"Otra (094)",1,,,1,,
"Ocupación no especificada (095)",24,,5,6,10,3
"Mujeres (096)",1696,31,609,612,377,67
"Profes., científicos e intelectuales (098)",57,,25,24,8,
"Técnicos de nivel medio y trab. asimilados (099)",26,,13,12,1,
"Jefes y empleados de oficina (100)",23,,12,10,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",223,4,67,92,49,11
"Agricult. trabaj. calif.agrop. y pesqueros (102)",123,1,29,31,47,15
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",41,,17,18,6,
"Obreros construc., conf., papel, fab., instr. (104)",6,,3,1,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1128,26,429,394,247,32
"Ocupación no especificada (107)",69,,14,30,17,8
